s,e,k,a,&,s,e,h,a,#,s,e,h,a,$,COPY	s,e,k,a
v,w,k,e,n,g,a,&,v,g,k,e,w,s,a,#,v,g,k,e,w,s,a,$,COPY	v,w,k,e,n,g,a
v,w,k,e,n,g,a,&,v,w,y,e,g,g,a,#,v,a,k,a,v,w,y,e,g,g,a,$,V,PL,3,PST	v,a,k,a,v,w,k,e,n,g,a
v,g,y,e,n,a,a,&,v,g,y,e,f,a,a,#,v,g,y,e,f,a,a,$,COPY	v,g,y,e,n,a,a
v,g,y,e,n,a,a,&,v,g,p,e,n,a,a,#,n,d,i,c,h,a,v,g,p,e,n,a,a,$,V,SG,1,FUT	n,d,i,c,h,a,v,g,y,e,n,a,a
v,s,r,e,z,t,a,&,v,s,k,e,z,t,a,#,v,s,k,e,z,t,a,$,COPY	v,s,r,e,z,t,a
v,s,r,e,z,t,a,&,v,s,v,e,z,t,a,#,m,u,c,h,a,v,s,v,e,z,t,a,$,V,PL,2,FUT	m,u,c,h,a,v,s,r,e,z,t,a
v,z,f,e,n,z,a,&,v,z,b,e,n,o,a,#,v,z,b,e,n,o,a,$,COPY	v,z,f,e,n,z,a
v,z,f,e,n,z,a,&,v,z,f,w,n,d,a,#,t,i,n,o,v,z,f,w,n,d,a,$,V,PL,1,PRS	t,i,n,o,v,z,f,e,n,z,a
v,e,n,i,n,d,a,&,v,e,e,i,n,d,a,#,v,e,e,i,n,d,a,$,COPY	v,e,n,i,n,d,a
v,e,n,i,n,d,a,&,v,v,n,i,n,d,a,#,n,d,i,n,o,v,v,n,i,n,d,a,$,V,SG,1,PRS	n,d,i,n,o,v,e,n,i,n,d,a
v,e,g,t,n,z,a,&,v,f,g,g,n,z,a,#,v,f,g,g,n,z,a,$,COPY	v,e,g,t,n,z,a
v,e,g,t,n,z,a,&,v,u,m,t,n,z,a,#,a,n,o,v,u,m,t,n,z,a,$,V,SG,3,PRS	a,n,o,v,e,g,t,n,z,a
v,e,r,n,n,g,a,&,v,e,w,n,n,g,a,#,v,e,w,n,n,g,a,$,COPY	v,e,r,n,n,g,a
v,e,r,n,n,g,a,&,v,e,r,o,n,g,a,#,m,u,r,i,k,u,v,e,r,o,n,g,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,v,e,r,n,n,g,a
v,p,d,e,n,g,a,&,v,p,d,e,n,t,a,#,v,p,d,e,n,t,a,$,COPY	v,p,d,e,n,g,a
v,p,d,e,n,g,a,&,v,p,d,e,n,k,a,#,a,r,i,k,u,v,p,d,e,n,k,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,v,p,d,e,n,g,a
v,y,r,e,n,g,a,&,v,y,r,s,n,g,a,#,v,y,r,s,n,g,a,$,COPY	v,y,r,e,n,g,a
v,y,r,e,n,g,a,&,v,o,r,e,e,g,a,#,w,a,v,o,r,e,e,g,a,$,V,SG,2,HOD	w,a,v,y,r,e,n,g,a
v,s,r,e,n,g,a,&,v,s,r,e,u,g,a,#,a,v,s,r,e,u,g,a,$,V,SG,3,HOD	a,v,s,r,e,n,g,a
v,e,r,e,n,g,a,&,v,b,r,e,n,r,a,#,t,a,v,b,r,e,n,r,a,$,V,PL,1,HOD	t,a,v,e,r,e,n,g,a
v,e,r,y,p,g,a,&,v,e,k,y,y,c,a,#,v,e,k,y,y,c,a,$,COPY	v,e,r,y,p,g,a
v,e,r,y,p,g,a,&,v,e,r,y,p,b,a,#,m,a,v,e,r,y,p,b,a,$,V,PL,2,HOD	m,a,v,e,r,y,p,g,a
v,e,r,e,b,h,a,&,v,e,r,e,a,h,a,#,v,e,r,e,a,h,a,$,COPY	v,e,r,e,b,h,a
v,e,r,e,b,h,a,&,v,e,s,p,b,w,a,#,m,a,k,a,v,e,s,p,b,w,a,$,V,PL,2,PST	m,a,k,a,v,e,r,e,b,h,a
r,y,a,&,r,c,a,#,n,d,a,k,a,r,c,a,$,V,SG,1,PST	n,d,a,k,a,r,y,a
d,y,g,&,p,s,g,#,p,s,g,$,COPY	d,y,g
d,y,g,&,t,y,g,#,m,a,t,y,g,$,V,PL,2,HOD	m,a,d,y,g
u,a,a,&,o,a,a,#,w,a,o,a,a,$,V,SG,2,HOD	w,a,u,a,a
v,y,a,&,v,t,a,#,n,d,a,v,t,a,$,V,SG,1,HOD	n,d,a,v,y,a
u,a,a,&,u,e,y,#,v,a,n,o,u,e,y,$,V,PL,3,PRS	v,a,n,o,u,a,a
b,w,a,&,a,u,a,#,a,u,a,$,COPY	b,w,a
b,w,a,&,b,w,k,#,v,a,b,w,k,$,V,PL,3,HOD	v,a,b,w,a
m,b,a,&,m,g,a,#,m,g,a,$,COPY	m,b,a
m,b,a,&,m,b,b,#,n,d,i,r,i,k,u,m,b,b,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,m,b,a
a,y,a,&,a,y,p,#,a,y,p,$,COPY	a,y,a
a,y,a,&,u,y,a,#,a,c,h,a,u,y,a,$,V,SG,3,FUT	a,c,h,a,a,y,a
u,y,s,&,u,y,o,#,t,i,c,h,a,u,y,o,$,V,PL,1,FUT	t,i,c,h,a,u,y,s
r,y,a,&,k,y,a,#,u,c,h,a,k,y,a,$,V,SG,2,FUT	u,c,h,a,r,y,a
u,y,a,&,u,n,a,#,v,a,c,h,a,u,n,a,$,V,PL,3,FUT	v,a,c,h,a,u,y,a
r,h,a,&,r,v,a,#,r,v,a,$,COPY	r,h,a
r,h,a,&,s,a,a,#,t,i,n,o,s,a,a,$,V,PL,1,PRS	t,i,n,o,r,h,a
u,i,o,&,u,r,o,#,u,r,o,$,COPY	u,i,o
u,i,o,&,s,i,o,#,a,s,i,o,$,V,SG,3,HOD	a,u,i,o
b,y,w,&,b,p,w,#,b,p,w,$,COPY	b,y,w
b,y,w,&,a,y,w,#,a,n,o,a,y,w,$,V,SG,3,PRS	a,n,o,b,y,w
u,y,a,&,u,y,k,#,v,a,k,a,u,y,k,$,V,PL,3,PST	v,a,k,a,u,y,a
k,u,n,&,a,u,v,#,a,u,v,$,COPY	k,u,n
k,u,n,&,g,u,u,#,n,d,i,c,h,a,g,u,u,$,V,SG,1,FUT	n,d,i,c,h,a,k,u,n
u,t,a,&,e,u,a,#,e,u,a,$,COPY	u,t,a
u,t,a,&,u,t,e,#,v,a,r,i,k,u,u,t,e,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,u,t,a
u,s,a,&,k,s,a,#,k,s,a,$,COPY	u,s,a
u,s,a,&,u,y,a,#,t,i,r,i,k,u,u,y,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,u,s,a
u,b,n,&,u,i,n,#,u,i,n,$,COPY	u,b,n
u,b,n,&,m,u,b,n,#,u,n,o,m,u,b,n,$,V,SG,2,PRS	u,n,o,u,b,n
o,y,e,&,h,y,e,#,h,y,e,$,COPY	o,y,e
o,y,e,&,o,t,b,#,n,d,i,n,o,o,t,b,$,V,SG,1,PRS	n,d,i,n,o,o,y,e
e,s,a,&,e,s,d,#,e,s,d,$,COPY	e,s,a
e,s,a,&,b,e,a,#,t,a,b,e,a,$,V,PL,1,HOD	t,a,e,s,a
u,y,a,&,u,y,u,#,t,a,k,a,u,y,u,$,V,PL,1,PST	t,a,k,a,u,y,a
u,z,u,&,u,f,u,#,u,f,u,$,COPY	u,z,u
u,z,u,&,u,z,w,#,m,a,k,a,u,z,w,$,V,PL,2,PST	m,a,k,a,u,z,u
v,y,v,&,v,y,t,#,v,y,t,$,COPY	v,y,v
v,y,v,&,p,h,v,#,a,k,a,p,h,v,$,V,SG,3,PST	a,k,a,v,y,v
d,i,m,&,i,o,m,#,i,o,m,$,COPY	d,i,m
d,i,m,&,d,i,u,#,m,u,r,i,k,u,d,i,u,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,d,i,m
f,y,k,&,f,k,k,#,f,k,k,$,COPY	f,y,k
f,y,k,&,t,y,k,#,w,a,k,a,t,y,k,$,V,SG,2,PST	w,a,k,a,f,y,k
i,s,a,&,y,s,s,#,a,c,h,a,y,s,s,$,V,SG,3,FUT	a,c,h,a,i,s,a
i,s,a,&,h,s,a,#,v,a,c,h,a,h,s,a,$,V,PL,3,FUT	v,a,c,h,a,i,s,a
h,s,a,&,h,s,b,#,u,n,o,h,s,b,$,V,SG,2,PRS	u,n,o,h,s,a
i,s,a,&,t,s,a,#,t,a,k,a,t,s,a,$,V,PL,1,PST	t,a,k,a,i,s,a
k,k,r,&,k,k,z,#,k,k,z,$,COPY	k,k,r
k,k,r,&,k,p,r,#,n,d,i,n,o,k,p,r,$,V,SG,1,PRS	n,d,i,n,o,k,k,r
i,s,o,&,i,z,b,#,m,a,k,a,i,z,b,$,V,PL,2,PST	m,a,k,a,i,s,o
i,s,f,&,i,v,f,#,n,d,a,i,v,f,$,V,SG,1,HOD	n,d,a,i,s,f
i,e,g,&,i,o,g,#,i,o,g,$,COPY	i,e,g
i,e,g,&,i,o,g,#,u,c,h,a,i,o,g,$,V,SG,2,FUT	u,c,h,a,i,e,g
n,o,u,&,n,o,t,#,n,o,t,$,COPY	n,o,u
n,o,u,&,n,c,u,#,v,a,n,c,u,$,V,PL,3,HOD	v,a,n,o,u
r,r,e,&,r,y,e,#,r,y,e,$,COPY	r,r,e
r,r,e,&,r,n,e,#,t,i,r,i,k,u,r,n,e,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,r,r,e
i,s,p,&,i,w,p,#,w,a,k,a,i,w,p,$,V,SG,2,PST	w,a,k,a,i,s,p
i,i,a,&,p,i,a,#,p,i,a,$,COPY	i,i,a
i,i,a,&,i,o,a,#,m,u,n,o,i,o,a,$,V,PL,2,PRS	m,u,n,o,i,i,a
i,s,a,&,i,d,a,#,n,d,a,k,a,i,d,a,$,V,SG,1,PST	n,d,a,k,a,i,s,a
w,s,a,&,v,k,a,#,v,k,a,$,COPY	w,s,a
w,s,a,&,w,s,b,#,a,w,s,b,$,V,SG,3,HOD	a,w,s,a
d,a,a,&,d,u,a,#,d,u,a,$,COPY	d,a,a
d,a,a,&,d,o,a,#,w,a,d,o,a,$,V,SG,2,HOD	w,a,d,a,a
i,y,a,&,f,y,o,#,v,a,r,i,k,u,f,y,o,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,i,y,a
p,s,y,&,m,s,y,#,a,k,a,m,s,y,$,V,SG,3,PST	a,k,a,p,s,y
h,a,g,&,h,s,g,#,h,s,g,$,COPY	h,a,g
h,a,g,&,h,u,g,#,u,r,i,k,u,h,u,g,$,V,PROG,SG,2,PRS	u,r,i,k,u,h,a,g
n,s,c,&,n,s,r,#,n,s,r,$,COPY	n,s,c
n,s,c,&,e,v,c,#,v,a,k,a,e,v,c,$,V,PL,3,PST	v,a,k,a,n,s,c
u,a,a,&,t,a,a,#,n,d,i,c,h,a,t,a,a,$,V,SG,1,FUT	n,d,i,c,h,a,u,a,a
i,b,e,&,i,p,e,#,i,p,e,$,COPY	i,b,e
i,b,e,&,i,b,g,#,t,i,n,o,i,b,g,$,V,PL,1,PRS	t,i,n,o,i,b,e
m,a,a,&,m,a,t,#,m,a,t,$,COPY	m,a,a
m,a,a,&,o,a,o,#,n,d,i,r,i,k,u,o,a,o,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,m,a,a
z,w,a,&,m,w,a,#,m,w,a,$,COPY	z,w,a
z,w,a,&,c,w,a,#,a,n,o,c,w,a,$,V,SG,3,PRS	a,n,o,z,w,a
i,s,a,&,i,a,a,#,a,r,i,k,u,i,a,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,i,s,a
i,s,a,&,w,s,a,#,m,a,w,s,a,$,V,PL,2,HOD	m,a,i,s,a
f,f,a,&,f,z,a,#,f,z,a,$,COPY	f,f,a
f,f,a,&,f,f,u,#,m,u,c,h,a,f,f,u,$,V,PL,2,FUT	m,u,c,h,a,f,f,a
i,s,a,&,a,s,a,#,v,a,n,o,a,s,a,$,V,PL,3,PRS	v,a,n,o,i,s,a
c,s,g,&,w,s,z,#,w,s,z,$,COPY	c,s,g
c,s,g,&,c,s,n,#,t,a,c,s,n,$,V,PL,1,HOD	t,a,c,s,g
e,s,g,&,b,k,p,#,b,k,p,$,COPY	e,s,g
e,s,g,&,r,s,t,#,t,i,c,h,a,r,s,t,$,V,PL,1,FUT	t,i,c,h,a,e,s,g
i,s,r,&,i,s,w,#,m,u,r,i,k,u,i,s,w,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,i,s,r
r,z,d,z,a,m,h,e,r,e,&,r,z,d,z,a,m,c,e,r,e,#,r,z,d,z,a,m,c,e,r,e,$,COPY	r,z,d,z,a,m,h,e,r,e
r,z,d,z,a,m,h,e,r,e,&,r,e,d,z,e,m,f,e,r,e,#,w,a,k,a,r,e,d,z,e,m,f,e,r,e,$,V,SG,2,PST	w,a,k,a,r,z,d,z,a,m,h,e,r,e
r,o,t,z,a,m,n,i,d,e,&,r,o,h,z,a,m,n,h,d,e,#,r,o,h,z,a,m,n,h,d,e,$,COPY	r,o,t,z,a,m,n,i,d,e
r,o,t,z,a,m,n,i,d,e,&,r,o,t,z,a,m,n,z,v,e,#,v,a,r,o,t,z,a,m,n,z,v,e,$,V,PL,3,HOD	v,a,r,o,t,z,a,m,n,i,d,e
r,i,d,z,a,m,h,k,n,e,&,r,t,d,n,a,m,h,k,n,e,#,r,t,d,n,a,m,h,k,n,e,$,COPY	r,i,d,z,a,m,h,k,n,e
r,i,d,z,a,m,h,k,n,e,&,r,i,d,z,v,m,m,s,n,e,#,v,a,r,i,k,u,r,i,d,z,v,m,m,s,n,e,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,r,i,d,z,a,m,h,k,n,e
r,h,n,s,m,m,h,e,d,e,&,r,f,n,s,m,f,h,e,d,e,#,r,f,n,s,m,f,h,e,d,e,$,COPY	r,h,n,s,m,m,h,e,d,e
r,h,n,s,m,m,h,e,d,e,&,r,h,n,m,p,m,b,e,d,e,#,n,d,i,n,o,r,h,n,m,p,m,b,e,d,e,$,V,SG,1,PRS	n,d,i,n,o,r,h,n,s,m,m,h,e,d,e
r,k,d,z,k,m,h,w,p,e,&,r,k,d,z,k,m,o,w,p,e,#,r,k,d,z,k,m,o,w,p,e,$,COPY	r,k,d,z,k,m,h,w,p,e
r,k,d,z,k,m,h,w,p,e,&,r,k,d,z,k,m,h,f,p,e,#,t,i,n,o,r,k,d,z,k,m,h,f,p,e,$,V,PL,1,PRS	t,i,n,o,r,k,d,z,k,m,h,w,p,e
r,a,d,z,a,n,h,n,a,e,&,r,k,d,z,a,n,k,n,a,e,#,r,k,d,z,a,n,k,n,a,e,$,COPY	r,a,d,z,a,n,h,n,a,e
r,a,d,z,a,n,h,n,a,e,&,r,a,d,z,a,k,h,n,a,e,#,v,a,c,h,a,r,a,d,z,a,k,h,n,a,e,$,V,PL,3,FUT	v,a,c,h,a,r,a,d,z,a,n,h,n,a,e
r,i,d,n,i,r,a,e,c,e,&,r,i,d,n,i,r,a,e,z,e,#,r,i,d,n,i,r,a,e,z,e,$,COPY	r,i,d,n,i,r,a,e,c,e
r,i,d,n,i,r,a,e,c,e,&,r,o,d,n,i,r,r,e,b,e,#,n,d,i,c,h,a,r,o,d,n,i,r,r,e,b,e,$,V,SG,1,FUT	n,d,i,c,h,a,r,i,d,n,i,r,a,e,c,e
r,w,d,h,f,e,u,k,r,e,&,r,w,d,h,f,e,u,t,n,e,#,r,w,d,h,f,e,u,t,n,e,$,COPY	r,w,d,h,f,e,u,k,r,e
r,w,d,h,f,e,u,k,r,e,&,r,w,w,h,u,e,v,k,r,e,#,a,r,w,w,h,u,e,v,k,r,e,$,V,SG,3,HOD	a,r,w,d,h,f,e,u,k,r,e
r,s,z,w,a,m,h,s,t,e,&,r,g,z,w,a,m,h,s,t,e,#,r,g,z,w,a,m,h,s,t,e,$,COPY	r,s,z,w,a,m,h,s,t,e
r,s,z,w,a,m,h,s,t,e,&,r,s,z,w,a,m,h,m,v,e,#,m,a,k,a,r,s,z,w,a,m,h,m,v,e,$,V,PL,2,PST	m,a,k,a,r,s,z,w,a,m,h,s,t,e
r,r,y,z,e,m,h,e,w,e,&,r,c,h,z,z,m,h,e,w,e,#,r,c,h,z,z,m,h,e,w,e,$,COPY	r,r,y,z,e,m,h,e,w,e
r,r,y,z,e,m,h,e,w,e,&,r,r,y,z,e,m,h,e,r,e,#,a,k,a,r,r,y,z,e,m,h,e,r,e,$,V,SG,3,PST	a,k,a,r,r,y,z,e,m,h,e,w,e
r,i,w,z,u,h,s,k,r,e,&,r,i,w,z,t,h,s,k,r,e,#,r,i,w,z,t,h,s,k,r,e,$,COPY	r,i,w,z,u,h,s,k,r,e
r,i,w,z,u,h,s,k,r,e,&,r,b,m,z,u,o,s,t,p,e,#,m,u,c,h,a,r,b,m,z,u,o,s,t,p,e,$,V,PL,2,FUT	m,u,c,h,a,r,i,w,z,u,h,s,k,r,e
r,t,f,p,a,v,h,e,i,e,&,r,v,k,p,a,z,h,e,i,e,#,r,v,k,p,a,z,h,e,i,e,$,COPY	r,t,f,p,a,v,h,e,i,e
r,t,f,p,a,v,h,e,i,e,&,r,t,u,p,a,v,h,e,i,e,#,m,a,r,t,u,p,a,v,h,e,i,e,$,V,PL,2,HOD	m,a,r,t,f,p,a,v,h,e,i,e
r,k,d,y,d,m,h,h,r,e,&,r,k,d,y,d,m,h,p,r,e,#,r,k,d,y,d,m,h,p,r,e,$,COPY	r,k,d,y,d,m,h,h,r,e
r,k,d,y,d,m,h,h,r,e,&,r,k,d,y,k,m,h,h,c,e,#,u,n,o,r,k,d,y,k,m,h,h,c,e,$,V,SG,2,PRS	u,n,o,r,k,d,y,d,m,h,h,r,e
r,i,e,z,a,m,h,e,s,e,&,r,n,e,z,a,t,h,e,s,e,#,r,n,e,z,a,t,h,e,s,e,$,COPY	r,i,e,z,a,m,h,e,s,e
r,i,e,z,a,m,h,e,s,e,&,r,i,e,z,a,w,z,c,s,e,#,v,a,k,a,r,i,e,z,a,w,z,c,s,e,$,V,PL,3,PST	v,a,k,a,r,i,e,z,a,m,h,e,s,e
r,c,d,z,h,m,e,e,t,e,&,r,t,d,z,h,m,i,e,t,e,#,r,t,d,z,h,m,i,e,t,e,$,COPY	r,c,d,z,h,m,e,e,t,e
r,c,d,z,h,m,e,e,t,e,&,r,c,d,b,h,m,e,e,u,e,#,m,u,r,i,k,u,r,c,d,b,h,m,e,e,u,e,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,r,c,d,z,h,m,e,e,t,e
r,i,d,f,o,r,b,e,r,e,&,r,i,d,g,o,r,b,f,r,e,#,r,i,d,g,o,r,b,f,r,e,$,COPY	r,i,d,f,o,r,b,e,r,e
r,i,d,f,o,r,b,e,r,e,&,r,i,f,f,o,r,b,e,m,e,#,n,d,i,r,i,k,u,r,i,f,f,o,r,b,e,m,e,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,r,i,d,f,o,r,b,e,r,e
r,k,p,z,p,a,w,e,u,e,&,r,k,p,z,p,a,m,b,u,e,#,r,k,p,z,p,a,m,b,u,e,$,COPY	r,k,p,z,p,a,w,e,u,e
r,k,p,z,p,a,w,e,u,e,&,r,k,p,f,p,a,w,e,u,e,#,n,d,a,k,a,r,k,p,f,p,a,w,e,u,e,$,V,SG,1,PST	n,d,a,k,a,r,k,p,z,p,a,w,e,u,e
r,i,d,r,t,a,w,e,r,e,&,r,i,d,r,p,a,w,e,c,e,#,r,i,d,r,p,a,w,e,c,e,$,COPY	r,i,d,r,t,a,w,e,r,e
r,i,d,r,t,a,w,e,r,e,&,r,i,d,r,t,a,w,r,r,e,#,w,a,r,i,d,r,t,a,w,r,r,e,$,V,SG,2,HOD	w,a,r,i,d,r,t,a,w,e,r,e
r,u,s,z,m,b,h,e,r,e,&,r,r,m,d,t,b,h,e,p,e,#,r,r,m,d,t,b,h,e,p,e,$,COPY	r,u,s,z,m,b,h,e,r,e
r,u,s,z,m,b,h,e,r,e,&,r,u,z,z,a,b,h,e,r,e,#,t,a,r,u,z,z,a,b,h,e,r,e,$,V,PL,1,HOD	t,a,r,u,s,z,m,b,h,e,r,e
r,a,v,z,a,w,t,e,v,e,&,r,a,v,z,a,w,t,n,k,e,#,r,a,v,z,a,w,t,n,k,e,$,COPY	r,a,v,z,a,w,t,e,v,e
r,a,v,z,a,w,t,e,v,e,&,r,a,v,z,e,w,t,e,v,e,#,a,r,i,k,u,r,a,v,z,e,w,t,e,v,e,$,V,PROG,SG,3,PRS	a,r,i,k,u,r,a,v,z,a,w,t,e,v,e
r,i,d,z,c,m,h,e,w,e,&,r,i,n,z,c,m,h,o,z,e,#,r,i,n,z,c,m,h,o,z,e,$,COPY	r,i,d,z,c,m,h,e,w,e
r,i,d,z,c,m,h,e,w,e,&,r,i,d,z,z,m,h,e,g,e,#,u,r,i,k,u,r,i,d,z,z,m,h,e,g,e,$,V,PROG,SG,2,PRS	u,r,i,k,u,r,i,d,z,c,m,h,e,w,e
r,i,d,z,a,y,h,e,r,e,&,r,i,b,z,a,y,h,e,n,e,#,r,i,b,z,a,y,h,e,n,e,$,COPY	r,i,d,z,a,y,h,e,r,e
r,i,d,z,a,y,h,e,r,e,&,r,n,d,z,a,y,b,s,r,e,#,t,a,k,a,r,n,d,z,a,y,b,s,r,e,$,V,PL,1,PST	t,a,k,a,r,i,d,z,a,y,h,e,r,e
r,a,y,p,a,h,g,c,b,e,&,r,a,p,p,v,h,i,c,b,e,#,r,a,p,p,v,h,i,c,b,e,$,COPY	r,a,y,p,a,h,g,c,b,e
r,a,y,p,a,h,g,c,b,e,&,r,u,y,b,a,h,g,c,b,e,#,a,n,o,r,u,y,b,a,h,g,c,b,e,$,V,SG,3,PRS	a,n,o,r,a,y,p,a,h,g,c,b,e
r,e,a,h,b,m,h,e,r,e,&,r,e,d,h,b,m,h,e,r,e,#,r,e,d,h,b,m,h,e,r,e,$,COPY	r,e,a,h,b,m,h,e,r,e
r,e,a,h,b,m,h,e,r,e,&,r,b,a,h,b,m,h,e,r,e,#,t,i,c,h,a,r,b,a,h,b,m,h,e,r,e,$,V,PL,1,FUT	t,i,c,h,a,r,e,a,h,b,m,h,e,r,e
r,i,d,z,c,m,c,i,r,e,&,r,i,t,z,c,m,c,i,r,e,#,r,i,t,z,c,m,c,i,r,e,$,COPY	r,i,d,z,c,m,c,i,r,e
r,i,d,z,c,m,c,i,r,e,&,r,f,m,z,c,m,c,i,d,e,#,a,c,h,a,r,f,m,z,c,m,c,i,d,e,$,V,SG,3,FUT	a,c,h,a,r,i,d,z,c,m,c,i,r,e
r,i,d,o,v,e,h,i,h,e,&,r,i,d,y,i,e,h,i,h,e,#,r,i,d,y,i,e,h,i,h,e,$,COPY	r,i,d,o,v,e,h,i,h,e
r,i,d,o,v,e,h,i,h,e,&,r,k,d,u,e,e,h,i,m,e,#,n,d,a,r,k,d,u,e,e,h,i,m,e,$,V,SG,1,HOD	n,d,a,r,i,d,o,v,e,h,i,h,e
r,r,d,m,m,n,m,e,r,e,&,r,r,d,m,i,g,p,a,r,e,#,r,r,d,m,i,g,p,a,r,e,$,COPY	r,r,d,m,m,n,m,e,r,e
r,r,d,m,m,n,m,e,r,e,&,r,z,g,m,m,n,m,e,r,e,#,u,c,h,a,r,z,g,m,m,n,m,e,r,e,$,V,SG,2,FUT	u,c,h,a,r,r,d,m,m,n,m,e,r,e
r,f,d,z,a,m,d,a,g,e,&,r,f,d,s,a,m,w,k,g,e,#,r,f,d,s,a,m,w,k,g,e,$,COPY	r,f,d,z,a,m,d,a,g,e
r,f,d,z,a,m,d,a,g,e,&,r,f,d,z,a,m,d,t,g,e,#,t,i,r,i,k,u,r,f,d,z,a,m,d,t,g,e,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,r,f,d,z,a,m,d,a,g,e
r,r,d,z,a,t,y,e,u,e,&,r,r,d,z,m,v,y,e,a,e,#,r,r,d,z,m,v,y,e,a,e,$,COPY	r,r,d,z,a,t,y,e,u,e
r,r,d,z,a,t,y,e,u,e,&,r,r,z,z,a,t,y,o,u,e,#,v,a,n,o,r,r,z,z,a,t,y,o,u,e,$,V,PL,3,PRS	v,a,n,o,r,r,d,z,a,t,y,e,u,e
r,i,y,e,a,k,w,g,h,e,&,r,u,y,d,z,k,w,g,a,e,#,r,u,y,d,z,k,w,g,a,e,$,COPY	r,i,y,e,a,k,w,g,h,e
r,i,y,e,a,k,w,g,h,e,&,r,i,k,e,a,k,w,c,h,e,#,m,u,n,o,r,i,k,e,a,k,w,c,h,e,$,V,PL,2,PRS	m,u,n,o,r,i,y,e,a,k,w,g,h,e
d,z,i,r,z,a,&,d,z,i,r,d,a,#,d,z,i,r,d,a,$,COPY	d,z,i,r,z,a
d,z,i,r,z,a,&,d,z,i,v,z,a,#,a,n,o,d,z,i,v,z,a,$,V,SG,3,PRS	a,n,o,d,z,i,r,z,a
d,f,y,d,z,a,&,d,f,d,d,z,a,#,d,f,d,d,z,a,$,COPY	d,f,y,d,z,a
d,f,y,d,z,a,&,d,f,y,d,u,a,#,m,u,n,o,d,f,y,d,u,a,$,V,PL,2,PRS	m,u,n,o,d,f,y,d,z,a
d,m,i,h,z,a,&,d,b,w,h,r,a,#,d,b,w,h,r,a,$,COPY	d,m,i,h,z,a
d,m,i,h,z,a,&,d,t,i,h,k,a,#,v,a,c,h,a,d,t,i,h,k,a,$,V,PL,3,FUT	v,a,c,h,a,d,m,i,h,z,a
d,z,i,i,w,a,&,d,z,i,a,w,a,#,d,z,i,a,w,a,$,COPY	d,z,i,i,w,a
d,z,i,i,w,a,&,d,z,i,a,w,a,#,u,r,i,k,u,d,z,i,a,w,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,d,z,i,i,w,a
d,k,i,d,h,a,&,d,k,o,d,h,a,#,d,k,o,d,h,a,$,COPY	d,k,i,d,h,a
d,k,i,d,h,a,&,d,b,t,z,h,a,#,t,a,d,b,t,z,h,a,$,V,PL,1,HOD	t,a,d,k,i,d,h,a
d,u,w,a,o,a,&,d,o,w,a,o,a,#,d,o,w,a,o,a,$,COPY	d,u,w,a,o,a
d,u,w,a,o,a,&,d,u,g,a,s,a,#,n,d,a,d,u,g,a,s,a,$,V,SG,1,HOD	n,d,a,d,u,w,a,o,a
d,p,n,n,m,a,&,d,p,n,n,g,a,#,d,p,n,n,g,a,$,COPY	d,p,n,n,m,a
d,p,n,n,m,a,&,d,v,n,v,b,a,#,m,a,d,v,n,v,b,a,$,V,PL,2,HOD	m,a,d,p,n,n,m,a
d,r,t,r,y,a,&,d,r,t,r,p,a,#,d,r,t,r,p,a,$,COPY	d,r,t,r,y,a
d,r,t,r,y,a,&,d,b,y,r,d,a,#,v,a,k,a,d,b,y,r,d,a,$,V,PL,3,PST	v,a,k,a,d,r,t,r,y,a
d,r,i,d,z,a,&,d,r,i,d,w,a,#,d,r,i,d,w,a,$,COPY	d,r,i,d,z,a
d,r,i,d,z,a,&,d,r,i,p,w,a,#,t,i,r,i,k,u,d,r,i,p,w,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,d,r,i,d,z,a
d,z,i,t,m,a,&,d,m,n,t,m,a,#,d,m,n,t,m,a,$,COPY	d,z,i,t,m,a
d,z,i,t,m,a,&,d,z,f,t,m,a,#,t,i,c,h,a,d,z,f,t,m,a,$,V,PL,1,FUT	t,i,c,h,a,d,z,i,t,m,a
d,k,i,m,z,a,&,d,k,p,m,r,a,#,d,k,p,m,r,a,$,COPY	d,k,i,m,z,a
d,k,i,m,z,a,&,d,s,i,m,z,a,#,a,c,h,a,d,s,i,m,z,a,$,V,SG,3,FUT	a,c,h,a,d,k,i,m,z,a
d,r,e,d,c,a,&,d,r,t,t,p,a,#,d,r,t,t,p,a,$,COPY	d,r,e,d,c,a
