হ,ও,য,়,া,&,হ,ৃ,য,়,া,#,হ,ৃ,য,়,া,$,COPY	হ,ও,য,়,া
অ,প,ও,দ,ো,ধ,&,অ,প,ও,্,ো,ধ,#,অ,প,ও,্,ো,ধ,$,COPY	অ,প,ও,দ,ো,ধ
অ,প,ও,দ,ো,ধ,&,অ,প,ণ,দ,ো,ধ,#,অ,প,ণ,দ,ো,ধ,ে,র,$,N,GEN,NDEF	অ,প,ও,দ,ো,ধ,ে,র
অ,ল,গ,ই,দ,ধ,&,অ,ঠ,গ,ই,দ,ধ,#,অ,ঠ,গ,ই,দ,ধ,$,COPY	অ,ল,গ,ই,দ,ধ
অ,ল,গ,ই,দ,ধ,&,অ,র,গ,ড,দ,ধ,#,অ,র,গ,ড,দ,ধ,ট,া,$,N,ACC,DEF,SG	অ,ল,গ,ই,দ,ধ,ট,া
অ,ণ,ক,র,ো,ধ,&,অ,ণ,ক,ন,ো,ধ,#,অ,ণ,ক,ন,ো,ধ,$,COPY	অ,ণ,ক,র,ো,ধ
অ,ণ,ক,র,ো,ধ,&,অ,এ,ক,র,ো,ধ,#,অ,এ,ক,র,ো,ধ,গ,ু,ল,া,$,N,NOM,DEF,PL	অ,ণ,ক,র,ো,ধ,গ,ু,ল,া
অ,ন,া,র,ো,ধ,&,অ,ন,আ,র,ট,ধ,#,অ,ন,আ,র,ট,ধ,$,COPY	অ,ন,া,র,ো,ধ
অ,ন,া,র,ো,ধ,&,অ,্,া,র,ন,ধ,#,অ,্,া,র,ন,ধ,ে,$,N,LOC,NDEF	অ,ন,া,র,ো,ধ,ে
অ,শ,ম,ন,ৃ,ধ,&,অ,শ,র,ন,ৃ,ধ,#,অ,শ,র,ন,ৃ,ধ,$,COPY	অ,শ,ম,ন,ৃ,ধ
অ,শ,ম,ন,ৃ,ধ,&,অ,শ,ম,হ,চ,ধ,#,অ,শ,ম,হ,চ,ধ,$,N,NOM,NDEF	অ,শ,ম,ন,ৃ,ধ
ত,র,স,ণ,া,স,া,&,ত,র,ই,ণ,া,স,া,#,ত,র,ই,ণ,া,স,া,$,COPY	ত,র,স,ণ,া,স,া
ত,র,স,ণ,া,স,া,&,ত,র,ই,ণ,া,স,া,#,ত,র,ই,ণ,ে,স,ে,ছ,ে,$,V,PRF,2,POL,PRS	ত,র,স,ণ,ে,স,ে,ছ,ে
ভ,ঁ,ল,ে,া,স,া,&,ভ,গ,ল,ে,া,স,া,#,ভ,গ,ল,ে,া,স,া,$,COPY	ভ,ঁ,ল,ে,া,স,া
ভ,ঁ,ল,ে,া,স,া,&,ভ,্,ল,ঢ,া,স,া,#,ভ,্,ল,ঢ,া,স,ছ,ো,$,V,PROG,3,INFM,PRS	ভ,ঁ,ল,ে,া,স,ছ,ো
ভ,গ,য,ব,া,স,া,&,ভ,খ,য,ব,ই,স,া,#,ভ,খ,য,ব,ই,স,া,$,COPY	ভ,গ,য,ব,া,স,া
ভ,গ,য,ব,া,স,া,&,ভ,ী,ট,ব,ব,স,া,#,ভ,ী,ট,ব,ব,স,ল,ে,$,V,3,INFM,PST	ভ,গ,য,ব,া,স,ল,ে
ভ,া,ল,ন,া,স,া,&,ভ,া,ল,ঙ,া,স,া,#,ভ,া,ল,ঙ,া,স,া,$,COPY	ভ,া,ল,ন,া,স,া
ভ,া,ল,ন,া,স,া,&,্,া,ল,ন,া,স,া,#,্,া,ল,ন,ে,স,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	ভ,া,ল,ন,ে,স,ে,ছ,ি,ল,ে,ন
ভ,ড,আ,র,া,স,া,&,ভ,ড,আ,র,ঢ,ঢ,া,#,ভ,ড,আ,র,ঢ,ঢ,া,$,COPY	ভ,ড,আ,র,া,স,া
ভ,ড,আ,র,া,স,া,&,ভ,ড,আ,খ,্,স,া,#,ভ,ড,আ,খ,্,স,ত,ে,ন,$,V,HAB,3,POL,PST	ভ,ড,আ,র,া,স,ত,ে,ন
ভ,া,ল,ু,া,স,া,&,ভ,া,ল,ঘ,া,স,া,#,ভ,া,ল,ঘ,া,স,া,$,COPY	ভ,া,ল,ু,া,স,া
ভ,া,ল,ু,া,স,া,&,ভ,ভ,ল,ু,া,স,া,#,ভ,ভ,ল,ু,া,স,ত,ে,$,V,HAB,3,INFM,PST	ভ,া,ল,ু,া,স,ত,ে
ভ,া,অ,ব,ণ,স,া,&,ভ,া,়,ব,ণ,স,া,#,ভ,া,়,ব,ণ,স,া,$,COPY	ভ,া,অ,ব,ণ,স,া
ভ,া,অ,ব,ণ,স,া,&,ভ,া,অ,ী,ণ,স,া,#,ভ,া,অ,ী,ণ,স,ে,$,V,2,POL,PRS	ভ,া,অ,ব,ণ,স,ে
ভ,ছ,গ,ব,া,স,া,&,ভ,ষ,গ,ব,গ,স,া,#,ভ,ষ,গ,ব,গ,স,া,$,COPY	ভ,ছ,গ,ব,া,স,া
ভ,ছ,গ,ব,া,স,া,&,ভ,ছ,ল,ব,া,স,া,#,ভ,ছ,ল,ব,া,স,ল,ি,$,V,2,PST,LGSPEC1	ভ,ছ,গ,ব,া,স,ল,ি
ভ,া,য,ব,ঁ,স,া,&,ভ,া,য,আ,ঁ,ি,া,#,ভ,া,য,আ,ঁ,ি,া,$,COPY	ভ,া,য,ব,ঁ,স,া
ভ,া,য,ব,ঁ,স,া,&,ভ,য,ল,ব,ঁ,স,া,#,ভ,য,ল,ব,ঁ,স,ল,া,ম,$,V,1,PST	ভ,া,য,ব,ঁ,স,ল,া,ম
ভ,া,ল,ব,ণ,স,া,&,ভ,ও,ল,ব,ঝ,জ,া,#,ভ,ও,ল,ব,ঝ,জ,া,$,COPY	ভ,া,ল,ব,ণ,স,া
ভ,া,ল,ব,ণ,স,া,&,ভ,া,ল,ো,ঝ,স,া,#,ভ,া,ল,ো,ঝ,স,ল,ো,$,V,2,POL,PST	ভ,া,ল,ব,ণ,স,ল,ো
ভ,া,ণ,স,ত,স,া,&,ভ,া,ক,স,প,স,া,#,ভ,া,ক,স,প,স,া,$,COPY	ভ,া,ণ,স,ত,স,া
ভ,া,ণ,স,ত,স,া,&,ভ,ছ,ঘ,ষ,ত,স,া,#,ভ,ছ,ঘ,ষ,ত,স,ছ,ি,ল,ে,$,V,PROG,3,INFM,PST	ভ,া,ণ,স,ত,স,ছ,ি,ল,ে
ভ,ছ,ি,ব,া,স,া,&,ভ,ছ,আ,ব,া,ছ,া,#,ভ,ছ,আ,ব,া,ছ,া,$,COPY	ভ,ছ,ি,ব,া,স,া
ভ,ছ,ি,ব,া,স,া,&,ভ,ী,ত,ব,া,স,া,#,ভ,ী,ত,ব,া,স,ি,স,$,V,2,PRS,LGSPEC1	ভ,ছ,ি,ব,া,স,ি,স
ভ,ড,ক,ব,া,স,া,&,ভ,ড,ক,ঝ,া,আ,া,#,ভ,ড,ক,ঝ,া,আ,া,$,COPY	ভ,ড,ক,ব,া,স,া
ভ,ড,ক,ব,া,স,া,&,ভ,ঘ,খ,ব,া,স,া,#,ভ,ঘ,খ,ব,া,স,ো,$,V,3,INFM,PRS	ভ,ড,ক,ব,া,স,ো
ভ,া,ল,ব,া,স,া,&,ভ,ও,ল,উ,া,স,া,#,ভ,ও,ল,উ,ে,স,ে,ছ,ে,ন,$,V,PRF,3,POL,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ে,ন
ভ,া,ল,ব,া,স,া,&,ভ,হ,ল,ব,া,স,া,#,ভ,হ,ল,ব,া,স,ছ,ে,$,V,PROG,2,POL,PRS	ভ,া,ল,ব,া,স,ছ,ে
ভ,া,চ,ব,া,স,া,&,ভ,ঘ,ঢ,ব,খ,স,া,#,ভ,ঘ,ঢ,ব,খ,স,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	ভ,া,চ,ব,া,স,ছ,ি,ল,ে,ন
ভ,া,ল,ব,া,স,া,&,ভ,া,ল,ে,া,স,া,#,ভ,া,ল,ে,ে,স,ে,ছ,ি,$,V,PRF,1,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ি
ভ,া,ল,ু,প,স,া,&,ভ,া,ল,ু,প,ৃ,া,#,ভ,া,ল,ু,প,ৃ,া,$,COPY	ভ,া,ল,ু,প,স,া
ভ,া,ল,ু,প,স,া,&,ভ,া,ঁ,ু,প,স,া,#,ভ,া,ঁ,ু,প,স,ছ,ি,$,V,PROG,1,PRS	ভ,া,ল,ু,প,স,ছ,ি
ভ,া,ল,ব,জ,স,া,&,ভ,ঠ,ল,ব,জ,স,া,#,ভ,ঠ,ল,ব,জ,স,ছ,ি,ল,া,ম,$,V,PROG,1,PST	ভ,া,ল,ব,জ,স,ছ,ি,ল,া,ম
ভ,া,ভ,ব,া,স,া,&,ভ,ৃ,ভ,ব,়,স,া,#,ভ,ৃ,ভ,ব,়,স,া,$,COPY	ভ,া,ভ,ব,া,স,া
ভ,া,ভ,ব,া,স,া,&,ভ,ল,ভ,ব,া,স,া,#,ভ,ল,ভ,ব,া,স,ব,ি,$,V,2,FUT,LGSPEC1	ভ,া,ভ,ব,া,স,ব,ি
ভ,অ,ল,ব,ড,স,া,&,ভ,অ,ল,ব,খ,ও,া,#,ভ,অ,ল,ব,খ,ও,া,$,COPY	ভ,অ,ল,ব,ড,স,া
ভ,অ,ল,ব,ড,স,া,&,ভ,অ,ঙ,ব,ভ,স,া,#,ভ,অ,ঙ,ব,ভ,স,ত,ে,$,V,NFIN	ভ,অ,ল,ব,ড,স,ত,ে
ভ,া,উ,ো,া,স,া,&,ভ,া,উ,ো,ও,স,া,#,ভ,া,উ,ো,ও,স,া,$,COPY	ভ,া,উ,ো,া,স,া
ভ,া,উ,ো,া,স,া,&,ভ,ু,গ,ো,া,স,া,#,ভ,ু,গ,ো,া,স,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	ভ,া,উ,ো,া,স,ছ,ি,ল,ো
ভ,ঝ,ল,ট,া,স,া,&,ভ,ঝ,ষ,ট,া,স,া,#,ভ,ঝ,ষ,ট,া,স,া,$,COPY	ভ,ঝ,ল,ট,া,স,া
ভ,ঝ,ল,ট,া,স,া,&,ভ,ব,ল,ট,া,স,া,#,ভ,ব,ল,ট,ে,স,ে,ছ,ি,ল,া,ম,$,V,PRF,1,PST	ভ,ঝ,ল,ট,ে,স,ে,ছ,ি,ল,া,ম
ভ,ই,এ,ব,া,স,া,&,ভ,ই,এ,ব,ছ,স,া,#,ভ,ই,এ,ব,ছ,স,া,$,COPY	ভ,ই,এ,ব,া,স,া
ভ,ই,এ,ব,া,স,া,&,ষ,ই,এ,ব,া,স,া,#,ষ,ই,এ,ব,ে,স,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	ভ,ই,এ,ব,ে,স,ে,ছ,ি,স
ভ,া,ল,উ,ঘ,স,া,&,ভ,া,গ,উ,ঘ,স,া,#,ভ,া,গ,উ,ঘ,স,া,$,COPY	ভ,া,ল,উ,ঘ,স,া
ভ,া,ল,উ,ঘ,স,া,&,ভ,া,ল,ট,ফ,স,া,#,ভ,া,ল,ট,ফ,স,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	ভ,া,ল,উ,ঘ,স,ত,ি,স
ভ,ক,আ,ব,ো,স,া,&,ভ,ক,আ,ব,র,স,া,#,ভ,ক,আ,ব,র,স,া,$,COPY	ভ,ক,আ,ব,ো,স,া
ভ,ক,আ,ব,ো,স,া,&,ভ,ৃ,আ,গ,ো,স,া,#,ভ,ৃ,আ,গ,ো,স,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	ভ,ক,আ,ব,ো,স,ছ,ি,ল,ি
ভ,া,ল,ব,া,স,া,&,উ,া,ল,ব,া,স,া,#,উ,া,ল,ব,ে,স,ে,ছ,ো,$,V,PRF,3,INFM,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ো
ভ,া,স,ব,া,স,া,&,ভ,া,স,ব,া,গ,া,#,ভ,া,স,ব,া,গ,া,$,COPY	ভ,া,স,ব,া,স,া
ভ,া,স,ব,া,স,া,&,ভ,া,ল,ব,ঠ,স,া,#,ভ,া,ল,ব,ঠ,স,ব,ে,$,V,2,POL,FUT	ভ,া,স,ব,া,স,ব,ে
ভ,ষ,ল,ত,চ,স,া,&,ভ,ও,ল,ত,হ,স,া,#,ভ,ও,ল,ত,হ,স,া,$,COPY	ভ,ষ,ল,ত,চ,স,া
ভ,ষ,ল,ত,চ,স,া,&,ভ,ষ,ি,ত,চ,স,া,#,ভ,ষ,ি,ত,চ,স,ব,ে,ন,$,V,3,POL,FUT	ভ,ষ,ল,ত,চ,স,ব,ে,ন
ভ,ঁ,ল,ব,া,স,া,&,ভ,ী,ল,ব,া,স,া,#,ভ,ী,ল,ব,া,স,া,$,COPY	ভ,ঁ,ল,ব,া,স,া
ভ,ঁ,ল,ব,া,স,া,&,ভ,ও,ণ,ও,া,স,া,#,ভ,ও,ণ,ও,া,স,ব,ো,$,V,1,FUT	ভ,ঁ,ল,ব,া,স,ব,ো
ভ,প,দ,ব,া,স,া,&,ভ,ছ,ি,ব,হ,ু,া,#,ভ,ছ,ি,ব,হ,ু,া,$,COPY	ভ,প,দ,ব,া,স,া
ভ,প,দ,ব,া,স,া,&,ভ,ই,দ,ব,া,স,া,#,ভ,ই,দ,ব,ে,স,ে,ছ,ি,ল,ে,$,V,PRF,3,INFM,PST	ভ,প,দ,ব,ে,স,ে,ছ,ি,ল,ে
ভ,ছ,আ,ভ,া,স,া,&,ভ,ঘ,আ,ভ,ল,স,া,#,ভ,ঘ,আ,ভ,ল,স,া,$,COPY	ভ,ছ,আ,ভ,া,স,া
ভ,ছ,আ,ভ,া,স,া,&,ভ,ম,আ,়,া,স,া,#,ভ,ম,আ,়,ে,স,ে,ছ,ি,ল,ি,$,V,PRF,2,PST,LGSPEC1	ভ,ছ,আ,ভ,ে,স,ে,ছ,ি,ল,ি
ভ,া,ল,ো,া,স,া,&,ভ,া,ল,প,ঢ,স,া,#,ভ,া,ল,প,ঢ,স,া,$,COPY	ভ,া,ল,ো,া,স,া
ভ,া,ল,ো,া,স,া,&,ভ,র,ল,ো,া,স,া,#,ভ,র,ল,ো,া,স,ছ,ি,স,$,V,PROG,2,PRS,LGSPEC1	ভ,া,ল,ো,া,স,ছ,ি,স
ভ,ছ,অ,ব,া,স,া,&,ভ,ো,ই,ব,া,স,া,#,ভ,ো,ই,ব,া,স,া,$,COPY	ভ,ছ,অ,ব,া,স,া
ভ,ছ,অ,ব,া,স,া,&,ভ,ঁ,অ,ব,া,স,া,#,ভ,ঁ,অ,ব,া,স,ল,ে,ন,$,V,3,POL,PST	ভ,ছ,অ,ব,া,স,ল,ে,ন
ভ,ঠ,ষ,ট,্,স,া,&,ভ,ঠ,স,ট,্,স,া,#,ভ,ঠ,স,ট,্,স,া,$,COPY	ভ,ঠ,ষ,ট,্,স,া
ভ,ঠ,ষ,ট,্,স,া,&,ভ,ঠ,ষ,র,্,স,া,#,ভ,ঠ,ষ,র,্,স,ত,া,ম,$,V,HAB,1,PST	ভ,ঠ,ষ,ট,্,স,ত,া,ম
ভ,া,উ,ব,া,স,া,&,ভ,া,উ,ব,া,ক,া,#,ভ,া,উ,ব,া,ক,া,$,COPY	ভ,া,উ,ব,া,স,া
ভ,া,উ,ব,া,স,া,&,ভ,া,উ,ৃ,া,স,া,#,ভ,া,উ,ৃ,া,স,ব,ে,$,V,3,INFM,FUT	ভ,া,উ,ব,া,স,ব,ে
ভ,গ,জ,র,া,স,া,&,ভ,গ,জ,র,ছ,স,া,#,ভ,গ,জ,র,ছ,স,া,$,COPY	ভ,গ,জ,র,া,স,া
ভ,গ,জ,র,া,স,া,&,ভ,ভ,জ,ভ,া,স,া,#,ভ,ভ,জ,ভ,ে,স,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	ভ,গ,জ,র,ে,স,ে,ছ,ি,ল,ো
ভ,ঠ,ই,ব,া,স,া,&,ভ,ঙ,ই,ও,া,স,া,#,ভ,ঙ,ই,ও,া,স,া,$,COPY	ভ,ঠ,ই,ব,া,স,া
ভ,ঠ,ই,ব,া,স,া,&,ভ,খ,ই,ত,া,স,া,#,ভ,খ,ই,ত,া,স,ি,$,V,1,PRS	ভ,ঠ,ই,ব,া,স,ি
ভ,া,ঙ,ব,া,স,া,&,ভ,ঠ,ঙ,ব,া,স,া,#,ভ,ঠ,ঙ,ব,া,স,া,$,COPY	ভ,া,ঙ,ব,া,স,া
ভ,া,ঙ,ব,া,স,া,&,ভ,া,গ,ব,া,স,া,#,ভ,া,গ,ব,া,স,ে,ন,$,V,3,POL,PRS	ভ,া,ঙ,ব,া,স,ে,ন
ভ,া,গ,ত,ই,স,া,&,ভ,া,গ,ত,ও,স,া,#,ভ,া,গ,ত,ও,স,া,$,COPY	ভ,া,গ,ত,ই,স,া
ভ,া,গ,ত,ই,স,া,&,ভ,া,ী,ত,এ,স,া,#,ভ,া,ী,ত,এ,স,ছ,ে,ন,$,V,PROG,3,POL,PRS	ভ,া,গ,ত,ই,স,ছ,ে,ন
ভ,া,ল,ব,া,স,া,&,ভ,া,ল,ব,ছ,স,া,#,ভ,া,ল,ব,ছ,স,ত,ো,$,V,HAB,2,POL,PST	ভ,া,ল,ব,া,স,ত,ো
ভ,া,ব,া,&,হ,া,ব,া,#,হ,া,ব,ল,ি,$,V,2,PST,LGSPEC1	ভ,া,ব,ল,ি
ভ,আ,ব,া,&,য,আ,শ,া,#,য,আ,শ,ছ,ে,ন,$,V,PROG,3,POL,PRS	ভ,আ,ব,ছ,ে,ন
ভ,া,ব,া,&,ভ,য,ো,া,#,ভ,য,ো,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	ভ,া,ব,ত,ি,স
ভ,দ,শ,া,&,ভ,দ,ল,উ,#,ভ,দ,ল,উ,$,COPY	ভ,দ,শ,া
ভ,দ,শ,া,&,ো,শ,ল,া,#,ো,শ,ল,ত,ে,$,V,NFIN	ভ,দ,শ,ত,ে
ঘ,া,উ,া,&,ঘ,য,উ,া,#,ঘ,য,উ,া,$,COPY	ঘ,া,উ,া
ঘ,া,উ,া,&,ঘ,ণ,উ,া,#,ঘ,ণ,উ,ছ,ি,ল,ে,$,V,PROG,3,INFM,PST	ঘ,া,উ,ছ,ি,ল,ে
া,া,এ,া,&,গ,া,এ,া,#,গ,া,এ,া,$,COPY	া,া,এ,া
া,া,এ,া,&,া,ও,শ,া,#,া,ও,শ,ি,$,V,1,PRS	া,া,এ,ি
অ,া,ব,া,&,অ,া,ত,া,#,অ,া,ত,ে,$,V,2,POL,PRS	অ,া,ব,ে
ো,া,ও,া,&,ো,ি,ও,া,#,ো,ি,ও,া,$,COPY	ো,া,ও,া
ো,া,ও,া,&,প,া,ও,া,#,প,া,ও,ত,ো,$,V,HAB,2,POL,PST	ো,া,ও,ত,ো
ভ,া,র,া,&,চ,া,র,া,#,চ,া,র,া,$,COPY	ভ,া,র,া
ভ,া,র,া,&,ব,ে,র,া,#,ব,ে,র,ছ,ি,স,$,V,PROG,2,PRS,LGSPEC1	ভ,া,র,ছ,ি,স
ন,ী,ও,া,&,দ,র,ও,খ,#,দ,র,ও,খ,$,COPY	ন,ী,ও,া
ন,ী,ও,া,&,ন,ছ,এ,া,#,ন,ছ,এ,ল,ো,$,V,2,POL,PST	ন,ী,ও,ল,ো
ভ,ু,ব,া,&,ভ,ু,ব,ট,#,ভ,ু,ব,ট,$,COPY	ভ,ু,ব,া
ভ,ু,ব,া,&,ভ,ু,ঁ,া,#,ভ,ু,ঁ,ত,ে,$,V,HAB,3,INFM,PST	ভ,ু,ব,ত,ে
চ,ত,ই,া,&,চ,ত,ড,া,#,চ,ত,ড,া,$,COPY	চ,ত,ই,া
চ,ত,ই,া,&,চ,ভ,ই,া,#,চ,ভ,ই,ো,$,V,3,INFM,PRS	চ,ত,ই,ো
ভ,া,ও,া,&,ক,চ,ও,া,#,ক,চ,ও,ত,ে,ন,$,V,HAB,3,POL,PST	ভ,া,ও,ত,ে,ন
ে,ঢ,ব,া,&,ে,ঝ,ী,া,#,ে,ঝ,ী,া,$,COPY	ে,ঢ,ব,া
ে,ঢ,ব,া,&,ে,ঢ,ধ,া,#,ে,ঢ,ধ,ছ,ি,ল,া,ম,$,V,PROG,1,PST	ে,ঢ,ব,ছ,ি,ল,া,ম
ৃ,খ,়,া,&,ৃ,ভ,়,স,#,ৃ,ভ,়,স,$,COPY	ৃ,খ,়,া
ৃ,খ,়,া,&,র,খ,়,া,#,র,খ,়,ছ,ে,$,V,PROG,2,POL,PRS	ৃ,খ,়,ছ,ে
ভ,ভ,ব,া,&,ভ,ট,ৃ,ন,#,ভ,ট,ৃ,ন,$,COPY	ভ,ভ,ব,া
ভ,ভ,ব,া,&,জ,ভ,ব,া,#,জ,ভ,ব,ল,ে,$,V,3,INFM,PST	ভ,ভ,ব,ল,ে
া,া,ু,া,&,া,া,ী,া,#,া,া,ী,া,$,COPY	া,া,ু,া
া,া,ু,া,&,ছ,র,ু,া,#,ছ,র,ু,ছ,ো,$,V,PROG,3,INFM,PRS	া,া,ু,ছ,ো
ভ,া,ঠ,া,&,ভ,গ,ঠ,া,#,ভ,গ,ঠ,ল,ে,ন,$,V,3,POL,PST	ভ,া,ঠ,ল,ে,ন
ষ,আ,ব,া,&,ষ,আ,ব,শ,#,ষ,আ,ব,শ,$,COPY	ষ,আ,ব,া
ষ,আ,ব,া,&,প,গ,ব,া,#,প,গ,ব,ত,া,ম,$,V,HAB,1,PST	ষ,আ,ব,ত,া,ম
ভ,া,ব,া,&,ভ,া,়,া,#,ভ,া,়,ছ,ি,$,V,PROG,1,PRS	ভ,া,ব,ছ,ি
ভ,ড,প,া,&,ভ,ড,্,র,#,ভ,ড,্,র,$,COPY	ভ,ড,প,া
ভ,ড,প,া,&,হ,ড,প,া,#,হ,ড,প,ল,া,ম,$,V,1,PST	ভ,ড,প,ল,া,ম
ধ,া,ম,া,&,ত,া,ম,া,#,ত,া,ম,া,$,COPY	ধ,া,ম,া
ধ,া,ম,া,&,়,ণ,ম,া,#,়,ণ,ম,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	ধ,া,ম,ছ,ি,ল,ো
উ,ভ,ত,া,&,উ,ফ,ঘ,া,#,উ,ফ,ঘ,া,$,COPY	উ,ভ,ত,া
উ,ভ,ত,া,&,উ,ভ,শ,া,#,উ,ভ,শ,ি,স,$,V,2,PRS,LGSPEC1	উ,ভ,ত,ি,স
ভ,া,ছ,া,&,ভ,া,ঙ,া,#,ভ,া,ঙ,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	ভ,া,ছ,ছ,ি,ল,ে,ন
জ,া,ল,া,&,ভ,া,ল,া,#,ভ,া,ল,া,$,COPY	জ,া,ল,া
জ,া,ল,া,&,জ,া,গ,া,#,জ,া,গ,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	জ,া,ল,ছ,ি,ল,ি
ভ,া,ব,া,&,ভ,া,ক,া,#,ভ,া,ক,ে,ন,$,V,3,POL,PRS	ভ,া,ব,ে,ন
ে,ঁ,ী,&,ে,ি,ী,#,ে,ি,ী,$,COPY	ে,ঁ,ী
ে,ঁ,ী,&,া,ঁ,ী,#,া,ঁ,ী,ট,া,র,$,N,GEN,DEF,SG	ে,ঁ,ী,ট,া,র
চ,ো,য,&,ব,ো,ৃ,#,ব,ো,ৃ,$,COPY	চ,ো,য
চ,ো,য,&,চ,ষ,য,#,চ,ষ,য,ট,া,ত,ে,$,N,LOC,DEF,SG	চ,ো,য,ট,া,ত,ে
চ,্,ঢ,&,ক,এ,ঢ,#,ক,এ,ঢ,$,COPY	চ,্,ঢ
চ,্,ঢ,&,চ,ক,ঢ,#,চ,ক,ঢ,গ,ু,ল,া,$,N,ACC,DEF,PL	চ,্,ঢ,গ,ু,ল,া
চ,জ,খ,&,চ,ষ,খ,#,চ,ষ,খ,$,COPY	চ,জ,খ
চ,জ,খ,&,চ,ম,ী,#,চ,ম,ী,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	চ,জ,খ,গ,ু,ল,া,ত,ে
ন,হ,গ,&,ঝ,আ,গ,#,ঝ,আ,গ,$,COPY	ন,হ,গ
ন,হ,গ,&,ে,ল,গ,#,ে,ল,গ,$,N,ACC,NDEF	ন,হ,গ
চ,ো,ঢ,&,চ,ো,ে,#,চ,ো,ে,$,COPY	চ,ো,ঢ
চ,ো,ঢ,&,ল,ন,ঢ,#,ল,ন,ঢ,ে,র,$,N,GEN,NDEF	চ,ো,ঢ,ে,র
া,ো,ি,&,া,ো,হ,#,া,ো,হ,$,COPY	া,ো,ি
া,ো,ি,&,া,ো,ট,#,া,ো,ট,ে,$,N,LOC,NDEF	া,ো,ি,ে
ছ,ো,ঠ,&,ছ,ো,গ,#,ছ,ো,গ,$,COPY	ছ,ো,ঠ
ছ,ো,ঠ,&,ছ,ো,স,#,ছ,ো,স,গ,ু,ল,া,র,$,N,GEN,DEF,PL	ছ,ো,ঠ,গ,ু,ল,া,র
চ,দ,অ,&,শ,দ,অ,#,শ,দ,অ,$,COPY	চ,দ,অ
চ,দ,অ,&,চ,এ,অ,#,চ,এ,অ,গ,ু,ল,া,$,N,NOM,DEF,PL	চ,দ,অ,গ,ু,ল,া
স,ঙ,খ,&,ে,ঙ,খ,#,ে,ঙ,খ,$,COPY	স,ঙ,খ
স,ঙ,খ,&,চ,ঙ,খ,#,চ,ঙ,খ,ট,া,$,N,ACC,DEF,SG	স,ঙ,খ,ট,া
ভ,ো,ধ,&,ভ,ো,এ,#,ভ,ো,এ,$,COPY	ভ,ো,ধ
ভ,ো,ধ,&,ভ,ো,া,#,ভ,ো,া,ট,া,$,N,NOM,DEF,SG	ভ,ো,ধ,ট,া
চ,ৃ,়,&,চ,ৃ,ঝ,#,চ,ৃ,ঝ,$,COPY	চ,ৃ,়
চ,ৃ,়,&,চ,ঝ,়,#,চ,ঝ,়,$,N,NOM,NDEF	চ,ৃ,়
শ,উ,ন,া,&,ট,উ,ন,া,#,ট,উ,ন,া,$,COPY	শ,উ,ন,া
শ,উ,ন,া,&,শ,অ,ঙ,া,#,শ,অ,ঙ,ে,$,V,2,POL,PRS	শ,উ,ন,ে
ট,ো,ন,া,&,ঙ,ো,ন,া,#,ঙ,ো,ন,ো,$,V,3,INFM,PRS	ট,ো,ন,ো
ড,ব,হ,া,&,ড,ব,ণ,া,#,ড,ব,ণ,া,$,COPY	ড,ব,হ,া
ড,ব,হ,া,&,ড,ব,র,া,#,ড,ব,র,ে,ন,$,V,3,POL,PRS	ড,ব,হ,ে,ন
ধ,স,শ,্,ন,&,ঢ,স,শ,্,ন,#,ঢ,স,শ,্,ন,$,COPY	ধ,স,শ,্,ন
ধ,স,শ,্,ন,&,ধ,স,গ,্,ন,#,ধ,স,গ,্,ন,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	ধ,স,শ,্,ন,গ,ু,ল,া,ত,ে
শ,ি,ৃ,ছ,ি,&,ষ,ি,ৃ,়,ি,#,ষ,ি,ৃ,়,ি,$,COPY	শ,ি,ৃ,ছ,ি
শ,ি,ৃ,ছ,ি,&,শ,ি,চ,ছ,ি,#,শ,ি,চ,ছ,ি,ে,$,N,LOC,NDEF	শ,ি,ৃ,ছ,ি,ে
ছ,ঙ,ঘ,্,ঁ,&,ছ,ঙ,ঘ,ল,ঁ,#,ছ,ঙ,ঘ,ল,ঁ,$,COPY	ছ,ঙ,ঘ,্,ঁ
ছ,ঙ,ঘ,্,ঁ,&,ছ,ঙ,ঘ,হ,ঁ,#,ছ,ঙ,ঘ,হ,ঁ,ট,া,$,N,NOM,DEF,SG	ছ,ঙ,ঘ,্,ঁ,ট,া
শ,ি,শ,ম,ন,&,শ,ি,শ,ম,ী,#,শ,ি,শ,ম,ী,$,COPY	শ,ি,শ,ম,ন
