l,i,a,&,s,i,a,#,s,i,a,$,COPY	l,i,a
t,a,o,a,m,a,&,t,k,y,a,m,a,#,a,t,a,t,k,y,a,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,a,o,a,m,a
t,o,c,a,m,a,&,t,c,c,a,g,a,#,t,c,c,a,g,a,$,COPY	t,o,c,a,m,a
t,o,c,a,m,a,&,t,m,b,c,o,a,#,u,a,t,m,b,c,o,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,o,c,a,m,a
t,a,z,a,h,a,&,t,a,s,a,h,a,#,t,a,s,a,h,a,$,COPY	t,a,z,a,h,a
t,a,z,a,h,a,&,t,a,z,k,h,a,#,a,l,i,t,a,z,k,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,t,a,z,a,h,a
t,i,z,a,m,a,&,t,w,z,a,m,a,#,t,w,z,a,m,a,$,COPY	t,i,z,a,m,a
t,i,z,a,m,a,&,t,k,z,a,z,a,#,n,i,a,t,k,z,a,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,i,z,a,m,a
t,a,z,j,m,a,&,t,a,z,y,m,a,#,t,a,z,y,m,a,$,COPY	t,a,z,j,m,a
t,a,z,j,m,a,&,t,s,z,k,h,a,#,w,a,l,i,t,s,z,k,h,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,a,z,j,m,a
t,a,j,a,m,a,&,t,z,j,a,p,a,#,a,h,u,t,z,j,a,p,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,a,j,a,m,a
t,d,g,a,h,a,&,t,d,g,o,h,a,#,t,d,g,o,h,a,$,COPY	t,d,g,a,h,a
t,d,g,a,h,a,&,t,d,g,z,h,a,#,n,i,h,u,t,d,g,z,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,d,g,a,h,a
t,a,n,a,m,a,&,t,r,j,a,m,a,#,t,r,j,a,m,a,$,COPY	t,a,n,a,m,a
t,a,n,a,m,a,&,t,a,g,a,h,a,#,n,i,t,a,t,a,g,a,h,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,a,n,a,m,a
t,a,k,i,k,a,&,t,a,k,r,k,a,#,t,a,k,r,k,a,$,COPY	t,a,k,i,k,a
t,a,k,i,k,a,&,t,a,b,i,k,a,#,m,t,a,t,a,b,i,k,a,$,V,FIN,IND,PL,2,FUT	m,t,a,t,a,k,i,k,a
t,a,z,c,k,a,&,t,a,z,t,k,a,#,t,a,z,t,k,a,$,COPY	t,a,z,c,k,a
t,a,z,c,k,a,&,t,a,z,h,y,a,#,t,u,t,a,t,a,z,h,y,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,a,z,c,k,a
t,a,z,a,m,a,&,t,a,c,a,m,a,#,a,a,t,a,c,a,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,a,z,a,m,a
t,s,h,a,o,a,&,t,w,h,a,o,a,#,t,w,h,a,o,a,$,COPY	t,s,h,a,o,a
t,s,h,a,o,a,&,t,s,h,o,o,a,#,n,i,m,e,t,s,h,o,o,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,s,h,a,o,a
t,b,r,a,z,u,&,t,b,r,a,j,u,#,t,b,r,a,j,u,$,COPY	t,b,r,a,z,u
t,b,r,a,z,u,&,t,b,r,m,z,u,#,t,u,a,t,b,r,m,z,u,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,b,r,a,z,u
t,a,z,a,m,a,&,t,a,z,w,m,a,#,m,l,i,t,a,z,w,m,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,a,z,a,m,a
t,a,z,f,h,a,&,t,n,z,f,h,a,#,t,n,z,f,h,a,$,COPY	t,a,z,f,h,a
t,a,z,f,h,a,&,t,a,z,f,t,a,#,n,i,n,g,e,t,a,z,f,t,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,a,z,f,h,a
t,a,z,a,m,a,&,t,y,s,a,m,a,#,w,a,n,g,e,t,y,s,a,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,a,z,a,m,a
t,a,m,a,n,a,&,t,j,m,a,n,a,#,t,j,m,a,n,a,$,COPY	t,a,m,a,n,a
t,a,m,a,n,a,&,t,t,m,a,n,a,#,a,n,g,a,l,i,t,t,m,a,n,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,t,a,m,a,n,a
t,a,p,a,j,a,&,t,i,p,a,j,a,#,t,i,p,a,j,a,$,COPY	t,a,p,a,j,a
t,a,p,a,j,a,&,t,a,s,a,j,a,#,w,a,h,u,t,a,s,a,j,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,a,p,a,j,a
t,l,z,a,z,a,&,t,i,z,a,z,a,#,t,i,z,a,z,a,$,COPY	t,l,z,a,z,a
t,l,z,a,z,a,&,t,l,w,a,z,a,#,u,n,g,e,t,l,w,a,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,l,z,a,z,a
t,a,z,s,u,a,&,t,a,z,s,z,a,#,t,a,z,s,z,a,$,COPY	t,a,z,s,u,a
t,a,z,s,u,a,&,t,o,z,s,u,a,#,u,h,u,t,o,z,s,u,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,t,a,z,s,u,a
t,a,u,y,m,a,&,t,a,u,y,k,a,#,t,a,u,y,k,a,$,COPY	t,a,u,y,m,a
t,a,u,y,m,a,&,t,w,g,y,m,a,#,u,l,i,t,w,g,y,m,a,$,V,FIN,IND,SG,2,PST	u,l,i,t,a,u,y,m,a
t,j,h,a,s,r,&,t,j,h,a,i,r,#,t,j,h,a,i,r,$,COPY	t,j,h,a,s,r
t,j,h,a,s,r,&,t,j,h,a,z,r,#,t,u,n,g,e,t,j,h,a,z,r,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,j,h,a,s,r
t,a,z,a,m,a,&,t,a,z,g,r,a,#,a,n,g,e,t,a,z,g,r,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,a,z,a,m,a
t,u,u,a,m,a,&,t,u,i,d,m,a,#,t,u,i,d,m,a,$,COPY	t,u,u,a,m,a
t,u,u,a,m,a,&,t,u,a,c,m,a,#,m,a,t,u,a,c,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,t,u,u,a,m,a
t,a,z,g,m,a,&,t,w,b,o,m,a,#,t,w,b,o,m,a,$,COPY	t,a,z,g,m,a
t,a,z,g,m,a,&,t,p,z,g,n,a,#,u,m,e,t,p,z,g,n,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,t,a,z,g,m,a
t,a,c,j,r,a,&,t,a,c,n,r,a,#,t,a,c,n,r,a,$,COPY	t,a,c,j,r,a
t,a,c,j,r,a,&,t,a,o,t,r,a,#,w,a,m,e,t,a,o,t,r,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,a,c,j,r,a
t,z,z,l,a,a,&,t,z,z,l,r,a,#,t,z,z,l,r,a,$,COPY	t,z,z,l,a,a
t,z,z,l,a,a,&,t,z,z,l,o,a,#,a,n,a,t,z,z,l,o,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,t,z,z,l,a,a
t,t,e,m,t,a,&,t,t,w,m,t,a,#,t,t,w,m,t,a,$,COPY	t,t,e,m,t,a
t,t,e,m,t,a,&,t,t,d,m,z,a,#,u,n,g,a,l,i,t,t,d,m,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,t,t,e,m,t,a
t,a,j,a,o,a,&,t,n,j,a,o,a,#,t,n,j,a,o,a,$,COPY	t,a,j,a,o,a
t,a,j,a,o,a,&,t,m,j,a,e,a,#,w,a,t,a,t,m,j,a,e,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,a,j,a,o,a
t,a,z,h,r,a,&,t,o,f,f,r,a,#,t,o,f,f,r,a,$,COPY	t,a,z,h,r,a
t,a,z,h,r,a,&,t,a,z,o,r,a,#,m,n,a,t,a,z,o,r,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,a,z,h,r,a
t,a,z,a,k,a,&,t,a,z,i,k,a,#,t,a,z,i,k,a,$,COPY	t,a,z,a,k,a
t,a,z,a,k,a,&,t,a,b,a,k,a,#,w,a,a,t,a,b,a,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,a,z,a,k,a
t,a,z,a,m,r,&,t,a,s,g,m,r,#,t,a,s,g,m,r,$,COPY	t,a,z,a,m,r
t,a,z,a,m,r,&,t,a,g,a,m,r,#,t,u,n,a,t,a,g,a,m,r,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,a,z,a,m,r
t,a,z,a,m,a,&,t,a,p,a,m,a,#,t,u,l,i,t,a,p,a,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,a,z,a,m,a
t,a,z,g,m,a,&,t,i,z,g,m,a,#,n,i,n,a,t,i,z,g,m,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,a,z,g,m,a
t,l,m,n,w,a,&,t,l,m,n,l,a,#,t,l,m,n,l,a,$,COPY	t,l,m,n,w,a
t,l,m,n,w,a,&,t,r,b,n,w,a,#,u,n,a,t,r,b,n,w,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,l,m,n,w,a
t,a,s,a,k,a,&,t,a,s,a,m,a,#,t,a,s,a,m,a,$,COPY	t,a,s,a,k,a
t,a,s,a,k,a,&,t,a,r,a,k,a,#,m,n,g,a,l,i,t,a,r,a,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,a,s,a,k,a
t,a,z,s,m,a,&,t,a,l,s,m,a,#,t,a,l,s,m,a,$,COPY	t,a,z,s,m,a
t,a,z,s,m,a,&,t,o,z,d,m,a,#,w,a,n,g,a,l,i,t,o,z,d,m,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,a,z,s,m,a
a,m,n,c,n,&,t,m,n,c,n,#,t,m,n,c,n,$,COPY	a,m,n,c,n
a,m,n,c,n,&,m,m,n,p,n,#,a,n,a,m,m,n,p,n,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,a,m,n,c,n
f,u,n,p,a,&,f,u,n,j,a,#,f,u,n,j,a,$,COPY	f,u,n,p,a
f,u,n,p,a,&,f,g,n,p,a,#,a,t,a,f,g,n,p,a,$,V,FIN,IND,SG,3,FUT	a,t,a,f,u,n,p,a
d,a,n,y,b,&,z,y,n,s,b,#,z,y,n,s,b,$,COPY	d,a,n,y,b
d,a,n,y,b,&,n,a,n,y,b,#,m,m,e,n,a,n,y,b,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,d,a,n,y,b
a,k,t,s,a,&,u,k,t,s,a,#,u,k,t,s,a,$,COPY	a,k,t,s,a
a,k,t,s,a,&,a,k,i,c,a,#,w,a,t,a,a,k,i,c,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,a,k,t,s,a
f,c,n,h,f,&,f,c,l,h,f,#,f,c,l,h,f,$,COPY	f,c,n,h,f
f,c,n,h,f,&,f,c,n,h,n,#,m,n,g,e,f,c,n,h,n,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,c,n,h,f
n,o,n,a,a,&,n,i,n,b,a,#,n,i,n,b,a,$,COPY	n,o,n,a,a
n,o,n,a,a,&,n,o,n,a,s,#,n,i,n,g,a,l,i,n,o,n,a,s,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,n,o,n,a,a
g,h,e,d,w,&,b,h,e,d,z,#,b,h,e,d,z,$,COPY	g,h,e,d,w
g,h,e,d,w,&,l,h,e,d,w,#,w,a,h,u,l,h,e,d,w,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,g,h,e,d,w
f,c,n,e,a,&,i,c,n,e,r,#,i,c,n,e,r,$,COPY	f,c,n,e,a
f,c,n,e,a,&,f,t,n,t,a,#,a,l,i,f,t,n,t,a,$,V,FIN,IND,SG,3,PST	a,l,i,f,c,n,e,a
f,a,n,e,a,&,f,w,n,e,a,#,f,w,n,e,a,$,COPY	f,a,n,e,a
f,a,n,e,a,&,f,b,h,e,a,#,t,u,t,a,f,b,h,e,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,a,n,e,a
f,a,n,y,f,&,f,l,n,y,f,#,f,l,n,y,f,$,COPY	f,a,n,y,f
f,a,n,y,f,&,f,a,n,y,y,#,w,a,m,e,f,a,n,y,y,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,a,n,y,f
s,y,n,y,a,&,n,y,n,y,a,#,n,y,n,y,a,$,COPY	s,y,n,y,a
s,y,n,y,a,&,s,y,n,r,a,#,n,i,m,e,s,y,n,r,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,y,n,y,a
f,a,c,a,f,&,f,e,d,a,f,#,f,e,d,a,f,$,COPY	f,a,c,a,f
f,a,c,a,f,&,f,p,c,a,f,#,m,n,g,a,l,i,f,p,c,a,f,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,a,c,a,f
f,b,n,z,a,&,u,b,d,z,a,#,u,b,d,z,a,$,COPY	f,b,n,z,a
f,b,n,z,a,&,f,b,n,z,r,#,t,u,n,a,f,b,n,z,r,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,b,n,z,a
f,a,n,j,a,&,f,a,f,j,a,#,f,a,f,j,a,$,COPY	f,a,n,j,a
f,a,n,j,a,&,i,h,n,j,i,#,u,t,a,i,h,n,j,i,$,V,FIN,IND,SG,2,FUT	u,t,a,f,a,n,j,a
n,a,y,y,g,&,a,a,y,y,g,#,a,a,y,y,g,$,COPY	n,a,y,y,g
n,a,y,y,g,&,w,l,u,y,g,#,a,a,w,l,u,y,g,$,V,INDF,FIN,IND,SG,3,PRS	a,a,n,a,y,y,g
e,s,n,y,a,&,e,s,n,w,a,#,e,s,n,w,a,$,COPY	e,s,n,y,a
e,s,n,y,a,&,m,b,l,y,m,#,w,a,n,g,e,m,b,l,y,m,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,e,s,n,y,a
f,a,n,y,r,&,m,a,n,y,y,#,m,a,n,y,y,$,COPY	f,a,n,y,r
f,a,n,y,r,&,f,a,n,y,t,#,t,u,n,g,e,f,a,n,y,t,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,a,n,y,r
f,m,w,c,b,&,f,j,w,c,k,#,f,j,w,c,k,$,COPY	f,m,w,c,b
f,m,w,c,b,&,z,z,w,c,b,#,n,i,n,a,z,z,w,c,b,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,m,w,c,b
f,a,n,y,s,&,f,a,n,y,j,#,n,i,a,f,a,n,y,j,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,a,n,y,s
f,a,n,u,a,&,f,a,n,u,g,#,f,a,n,u,g,$,COPY	f,a,n,u,a
f,a,n,u,a,&,f,a,m,w,a,#,t,u,n,g,a,l,i,f,a,m,w,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,a,n,u,a
f,a,b,y,a,&,f,a,b,p,a,#,f,a,b,p,a,$,COPY	f,a,b,y,a
f,a,b,y,a,&,f,s,b,y,a,#,a,m,e,f,s,b,y,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,a,b,y,a
t,f,n,y,a,&,t,o,n,g,a,#,t,o,n,g,a,$,COPY	t,f,n,y,a
t,f,n,y,a,&,k,f,n,k,a,#,n,i,n,g,e,k,f,n,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,f,n,y,a
h,u,n,d,a,&,h,y,n,d,a,#,h,y,n,d,a,$,COPY	h,u,n,d,a
h,u,n,d,a,&,h,b,n,d,e,#,w,a,a,h,b,n,d,e,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,h,u,n,d,a
f,a,n,j,a,&,f,a,j,j,a,#,u,n,g,e,f,a,j,j,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,a,n,j,a
f,j,n,g,a,&,o,j,n,g,d,#,o,j,n,g,d,$,COPY	f,j,n,g,a
f,j,n,g,a,&,f,j,f,g,y,#,m,h,u,f,j,f,g,y,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,j,n,g,a
f,k,i,y,a,&,f,u,i,y,a,#,f,u,i,y,a,$,COPY	f,k,i,y,a
f,k,i,y,a,&,g,k,i,y,r,#,u,n,a,g,k,i,y,r,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,k,i,y,a
f,a,k,y,a,&,f,a,e,z,a,#,f,a,e,z,a,$,COPY	f,a,k,y,a
f,a,k,y,a,&,k,k,k,p,a,#,m,a,k,k,k,p,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,a,k,y,a
g,a,n,y,n,&,g,a,j,y,n,#,g,a,j,y,n,$,COPY	g,a,n,y,n
g,a,n,y,n,&,g,n,n,y,n,#,t,u,l,i,g,n,n,y,n,$,V,FIN,IND,PL,1,PST	t,u,l,i,g,a,n,y,n
f,z,n,c,g,&,y,f,n,c,g,#,y,f,n,c,g,$,COPY	f,z,n,c,g
f,z,n,c,g,&,f,m,o,c,g,#,a,n,g,e,f,m,o,c,g,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,z,n,c,g
u,k,n,a,k,&,o,k,n,t,k,#,o,k,n,t,k,$,COPY	u,k,n,a,k
u,k,n,a,k,&,u,z,n,a,k,#,u,h,u,u,z,n,a,k,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,u,k,n,a,k
f,a,d,y,a,&,f,g,u,y,c,#,m,n,a,f,g,u,y,c,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,a,d,y,a
g,a,k,b,a,&,g,l,k,b,a,#,g,l,k,b,a,$,COPY	g,a,k,b,a
g,a,k,b,a,&,g,a,k,b,d,#,u,n,g,a,l,i,g,a,k,b,d,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,g,a,k,b,a
t,a,y,t,e,&,t,a,o,i,e,#,t,a,o,i,e,$,COPY	t,a,y,t,e
t,a,y,t,e,&,t,a,y,g,e,#,t,u,a,t,a,y,g,e,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,a,y,t,e
f,d,e,y,a,&,f,c,e,y,a,#,f,c,e,y,a,$,COPY	f,d,e,y,a
f,d,e,y,a,&,f,o,e,y,a,#,t,u,m,e,f,o,e,y,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,d,e,y,a
f,p,n,y,o,&,f,y,n,y,o,#,f,y,n,y,o,$,COPY	f,p,n,y,o
f,p,n,y,o,&,f,p,p,k,o,#,u,m,e,f,p,p,k,o,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,p,n,y,o
p,a,n,m,a,&,w,s,c,m,a,#,w,s,c,m,a,$,COPY	p,a,n,m,a
p,a,n,m,a,&,p,j,n,m,a,#,t,u,h,u,p,j,n,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,p,a,n,m,a
y,o,k,s,a,&,l,g,k,s,a,#,l,g,k,s,a,$,COPY	y,o,k,s,a
y,o,k,s,a,&,y,o,k,y,a,#,w,a,l,i,y,o,k,y,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,y,o,k,s,a
f,a,n,y,a,&,f,a,n,y,m,#,w,a,n,g,a,l,i,f,a,n,y,m,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,a,n,y,a
f,k,n,y,a,&,g,k,n,n,a,#,g,k,n,n,a,$,COPY	f,k,n,y,a
f,k,n,y,a,&,w,k,f,y,n,#,a,n,g,a,l,i,w,k,f,y,n,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,k,n,y,a
f,n,n,n,o,&,f,n,g,n,h,#,f,n,g,n,h,$,COPY	f,n,n,n,o
f,n,n,n,o,&,i,n,w,n,o,#,w,a,n,a,i,n,w,n,o,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,f,n,n,n,o
f,a,n,y,j,&,f,s,c,y,j,#,f,s,c,y,j,$,COPY	f,a,n,y,j
f,a,n,y,j,&,f,a,c,y,g,#,k,u,f,a,c,y,g,$,V,FIN	k,u,f,a,n,y,j
f,a,s,y,a,&,o,a,s,y,a,#,o,a,s,y,a,$,COPY	f,a,s,y,a
f,a,s,y,a,&,z,a,s,y,a,#,u,a,z,a,s,y,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,f,a,s,y,a
f,h,n,y,i,&,f,h,c,y,m,#,f,h,c,y,m,$,COPY	f,h,n,y,i
f,h,n,y,i,&,f,h,z,y,i,#,u,l,i,f,h,z,y,i,$,V,FIN,IND,SG,2,PST	u,l,i,f,h,n,y,i
d,a,n,y,a,&,e,a,n,y,a,#,e,a,n,y,a,$,COPY	d,a,n,y,a
d,a,n,y,a,&,d,a,r,y,a,#,n,i,l,i,d,a,r,y,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,d,a,n,y,a
j,a,n,y,a,&,f,e,r,y,e,#,f,e,r,y,e,$,COPY	j,a,n,y,a
j,a,n,y,a,&,h,a,d,y,a,#,m,t,a,h,a,d,y,a,$,V,FIN,IND,PL,2,FUT	m,t,a,j,a,n,y,a
j,a,n,u,a,&,j,a,n,u,p,#,j,a,n,u,p,$,COPY	j,a,n,u,a
j,a,n,u,a,&,l,a,n,r,z,#,n,i,t,a,l,a,n,r,z,$,V,FIN,IND,SG,1,FUT	n,i,t,a,j,a,n,u,a
w,a,n,y,a,&,w,a,n,n,a,#,w,a,n,n,a,$,COPY	w,a,n,y,a
w,a,n,y,a,&,w,p,n,y,a,#,n,i,h,u,w,p,n,y,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,w,a,n,y,a
f,k,h,y,s,&,f,k,h,n,s,#,f,k,h,n,s,$,COPY	f,k,h,y,s
f,k,h,y,s,&,j,k,h,c,i,#,a,h,u,j,k,h,c,i,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,k,h,y,s
h,o,y,y,a,&,h,o,s,y,a,#,h,o,s,y,a,$,COPY	h,o,y,y,a
h,o,y,y,a,&,h,o,y,y,d,#,m,l,i,h,o,y,y,d,$,V,FIN,IND,PL,2,PST	m,l,i,h,o,y,y,a
o,o,l,o,i,&,o,o,u,o,i,#,o,o,u,o,i,$,COPY	o,o,l,o,i
o,o,l,o,i,&,o,o,l,o,f,#,t,u,l,i,o,o,l,o,f,$,V,FIN,IND,PL,1,PST	t,u,l,i,o,o,l,o,i
k,o,h,o,w,&,s,o,h,o,w,#,s,o,h,o,w,$,COPY	k,o,h,o,w
k,o,h,o,w,&,k,o,h,o,o,#,w,a,n,g,a,l,i,k,o,h,o,o,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,o,h,o,w
k,o,h,o,a,&,k,o,i,k,a,#,m,m,e,k,o,i,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,o,h,o,a
k,y,t,o,a,&,k,y,t,o,n,#,k,y,t,o,n,$,COPY	k,y,t,o,a
k,y,t,o,a,&,k,y,b,o,a,#,t,u,n,g,e,k,y,b,o,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,y,t,o,a
k,o,h,o,a,&,k,z,w,o,a,#,a,m,e,k,z,w,o,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,o,h,o,a
k,o,h,o,g,&,u,o,h,o,g,#,m,n,g,a,l,i,u,o,h,o,g,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,o,h,o,g
k,i,h,n,a,&,m,i,h,n,a,#,m,i,h,n,a,$,COPY	k,i,h,n,a
k,i,h,n,a,&,k,b,h,z,a,#,n,i,n,g,a,l,i,k,b,h,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,i,h,n,a
z,i,h,o,l,&,w,i,h,g,e,#,w,i,h,g,e,$,COPY	z,i,h,o,l
z,i,h,o,l,&,z,y,h,y,l,#,w,a,t,a,z,y,h,y,l,$,V,FIN,IND,PL,3,FUT	w,a,t,a,z,i,h,o,l
a,o,h,o,k,&,k,p,c,u,k,#,k,p,c,u,k,$,COPY	a,o,h,o,k
a,o,h,o,k,&,a,o,y,o,o,#,m,n,a,a,o,y,o,o,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,a,o,h,o,k
k,j,h,n,s,&,k,j,t,n,s,#,k,j,t,n,s,$,COPY	k,j,h,n,s
k,j,h,n,s,&,j,j,h,n,s,#,m,n,g,e,j,j,h,n,s,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,j,h,n,s
k,o,b,d,t,&,k,o,b,f,t,#,k,o,b,f,t,$,COPY	k,o,b,d,t
k,o,b,d,t,&,k,p,u,d,t,#,n,i,a,k,p,u,d,t,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,o,b,d,t
k,e,d,g,a,&,r,e,d,g,a,#,r,e,d,g,a,$,COPY	k,e,d,g,a
k,e,d,g,a,&,k,l,g,g,r,#,n,i,h,u,k,l,g,g,r,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,e,d,g,a
i,b,h,o,a,&,i,b,h,k,a,#,i,b,h,k,a,$,COPY	i,b,h,o,a
i,b,h,o,a,&,i,k,h,j,a,#,t,u,m,e,i,k,h,j,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,i,b,h,o,a
k,o,h,o,a,&,u,o,h,o,z,#,t,u,n,g,a,l,i,u,o,h,o,z,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,o,h,o,a
k,j,h,o,a,&,k,j,f,o,a,#,k,j,f,o,a,$,COPY	k,j,h,o,a
k,j,h,o,a,&,k,i,b,y,a,#,u,n,a,k,i,b,y,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,j,h,o,a
k,y,j,o,a,&,k,y,j,b,a,#,k,y,j,b,a,$,COPY	k,y,j,o,a
k,y,j,o,a,&,k,e,j,o,a,#,t,u,h,u,k,e,j,o,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,y,j,o,a
k,o,g,o,h,&,f,o,g,o,h,#,f,o,g,o,h,$,COPY	k,o,g,o,h
k,o,g,o,h,&,k,s,g,t,h,#,u,m,e,k,s,g,t,h,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,o,g,o,h
k,k,y,m,f,&,k,k,o,m,t,#,k,k,o,m,t,$,COPY	k,k,y,m,f
k,k,y,m,f,&,k,k,y,m,s,#,m,l,i,k,k,y,m,s,$,V,FIN,IND,PL,2,PST	m,l,i,k,k,y,m,f
k,a,s,o,p,&,k,k,s,o,n,#,k,k,s,o,n,$,COPY	k,a,s,o,p
k,a,s,o,p,&,k,a,s,w,p,#,u,n,g,e,k,a,s,w,p,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,a,s,o,p
k,l,n,o,a,&,k,u,e,o,a,#,k,u,e,o,a,$,COPY	k,l,n,o,a
k,l,n,o,a,&,k,l,n,z,a,#,a,h,u,k,l,n,z,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,l,n,o,a
k,o,r,f,o,&,c,o,r,f,r,#,c,o,r,f,r,$,COPY	k,o,r,f,o
k,o,r,f,o,&,k,o,g,f,t,#,w,a,h,u,k,o,g,f,t,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,o,r,f,o
u,d,r,r,m,&,d,d,r,i,m,#,d,d,r,i,m,$,COPY	u,d,r,r,m
u,d,r,r,m,&,c,d,r,a,m,#,w,a,n,g,e,c,d,r,a,m,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,u,d,r,r,m
k,o,h,o,a,&,b,o,h,o,e,#,t,u,t,a,b,o,h,o,e,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,o,h,o,a
