l,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,i,a
r,u,k,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,r,u,k,a
r,u,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,r,u,k,a
r,u,k,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,r,u,k,a
r,u,k,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,r,u,k,a
r,u,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,r,u,k,a
r,u,k,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,r,u,k,a
r,u,k,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,r,u,k,a
r,u,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,r,u,k,a
r,u,k,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,r,u,k,a
r,u,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,r,u,k,a
r,u,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,r,u,k,a
r,u,k,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,r,u,k,a
r,u,k,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,r,u,k,a
r,u,k,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,r,u,k,a
r,u,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,r,u,k,a
r,u,k,a,$,V,FIN,IND,PL,2,FUT	m,t,a,r,u,k,a
r,u,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,r,u,k,a
r,u,k,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,r,u,k,a
r,u,k,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,r,u,k,a
r,u,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,r,u,k,a
r,u,k,a,$,V,FIN	k,u,r,u,k,a
r,u,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,r,u,k,a
r,u,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,r,u,k,a
r,u,k,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,r,u,k,a
r,u,k,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,r,u,k,a
r,u,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,r,u,k,a
r,u,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,r,u,k,a
r,u,k,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,r,u,k,a
r,u,k,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,r,u,k,a
r,u,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,r,u,k,a
r,u,k,a,$,V,FIN,IND,PL,2,PST	m,l,i,r,u,k,a
r,u,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,r,u,k,a
r,u,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,r,u,k,a
r,u,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,r,u,k,a
r,u,k,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,r,u,k,a
r,u,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,r,u,k,a
r,u,k,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,r,u,k,a
r,u,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,r,u,k,a
l,e,t,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,l,e,t,a
l,e,t,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,l,e,t,a
l,e,t,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,l,e,t,a
l,e,t,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,l,e,t,a
l,e,t,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,l,e,t,a
l,e,t,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,l,e,t,a
l,e,t,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,l,e,t,a
l,e,t,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,l,e,t,a
l,e,t,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,l,e,t,a
l,e,t,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,e,t,a
l,e,t,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,l,e,t,a
l,e,t,a,$,V,FIN,IND,PL,2,FUT	m,t,a,l,e,t,a
l,e,t,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,l,e,t,a
l,e,t,a,$,V,FIN,IND,SG,3,PST	a,l,i,l,e,t,a
l,e,t,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,l,e,t,a
l,e,t,a,$,V,FIN,IND,SG,3,FUT	a,t,a,l,e,t,a
l,e,t,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,l,e,t,a
l,e,t,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,l,e,t,a
l,e,t,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,l,e,t,a
l,e,t,a,$,V,FIN,IND,SG,2,PST	u,l,i,l,e,t,a
l,e,t,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,l,e,t,a
l,e,t,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,l,e,t,a
l,e,t,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,l,e,t,a
l,e,t,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,l,e,t,a
l,e,t,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,l,e,t,a
l,e,t,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,l,e,t,a
l,e,t,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,l,e,t,a
l,e,t,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,l,e,t,a
l,e,t,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,l,e,t,a
l,e,t,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,l,e,t,a
l,e,t,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,l,e,t,a
l,e,t,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,l,e,t,a
l,e,t,a,$,V,FIN,IND,PL,2,PST	m,l,i,l,e,t,a
l,e,t,a,$,V,FIN	k,u,l,e,t,a
l,e,t,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,l,e,t,a
l,e,t,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,l,e,t,a
l,e,t,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,l,e,t,a
l,e,t,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,l,e,t,a
l,e,t,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,l,e,t,a
l,e,t,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,l,e,t,a
l,e,t,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,l,e,t,a
l,e,t,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,l,e,t,a
l,e,t,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,l,e,t,a
l,e,t,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,l,e,t,a
l,e,t,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,l,e,t,a
l,e,t,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,l,e,t,a
l,e,t,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,l,e,t,a
l,e,t,a,$,V,FIN,IND,SG,2,FUT	u,t,a,l,e,t,a
l,e,t,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,l,e,t,a
g,u,s,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,g,u,s,a
g,u,s,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,g,u,s,a
g,u,s,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,g,u,s,a
g,u,s,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,g,u,s,a
g,u,s,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,g,u,s,a
g,u,s,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,g,u,s,a
g,u,s,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,g,u,s,a
g,u,s,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,g,u,s,a
g,u,s,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,g,u,s,a
g,u,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,g,u,s,a
g,u,s,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,g,u,s,a
g,u,s,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,g,u,s,a
g,u,s,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,g,u,s,a
g,u,s,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,g,u,s,a
g,u,s,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,g,u,s,a
g,u,s,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,g,u,s,a
g,u,s,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,g,u,s,a
g,u,s,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,g,u,s,a
g,u,s,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,PL,2,FUT	m,t,a,g,u,s,a
g,u,s,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,g,u,s,a
g,u,s,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,g,u,s,a
g,u,s,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,g,u,s,a
g,u,s,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,g,u,s,a
g,u,s,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,SG,3,PST	a,l,i,g,u,s,a
g,u,s,a,$,V,FIN	k,u,g,u,s,a
g,u,s,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,g,u,s,a
g,u,s,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,g,u,s,a
g,u,s,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,PL,2,PST	m,l,i,g,u,s,a
g,u,s,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,g,u,s,a
g,u,s,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,g,u,s,a
g,u,s,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,g,u,s,a
g,u,s,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,g,u,s,a
g,u,s,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,g,u,s,a
g,u,s,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,g,u,s,a
g,u,s,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,g,u,s,a
g,u,s,a,$,V,FIN,IND,SG,3,FUT	a,t,a,g,u,s,a
g,u,s,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,SG,2,PST	u,l,i,g,u,s,a
g,u,s,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,g,u,s,a
g,u,s,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,g,u,s,a
g,u,s,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,g,u,s,a
g,u,s,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,g,u,s,a
g,u,s,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,g,u,s,a
t,i,k,i,s,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,SG,2,PST	u,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN	k,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,PL,2,FUT	m,t,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,t,i,k,i,s,a
t,i,k,i,s,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,t,i,k,i,s,a
t,i,k,i,s,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,i,k,i,s,a
t,i,k,i,s,a,$,V,FIN,IND,SG,3,PST	a,l,i,t,i,k,i,s,a
c,h,o,m,a,$,V,FIN,IND,SG,2,PST	u,l,i,c,h,o,m,a
c,h,o,m,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,c,h,o,m,a
c,h,o,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,c,h,o,m,a
c,h,o,m,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,c,h,o,m,a
c,h,o,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,PL,2,PST	m,l,i,c,h,o,m,a
c,h,o,m,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,c,h,o,m,a
c,h,o,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,h,o,m,a
c,h,o,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,h,o,m,a
c,h,o,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,c,h,o,m,a
c,h,o,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,SG,3,PST	a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,c,h,o,m,a
c,h,o,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,c,h,o,m,a
c,h,o,m,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,PL,2,FUT	m,t,a,c,h,o,m,a
c,h,o,m,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,c,h,o,m,a
c,h,o,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,o,m,a
c,h,o,m,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN	k,u,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,c,h,o,m,a
c,h,o,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,c,h,o,m,a
c,h,o,m,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,h,o,m,a
c,h,o,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,c,h,o,m,a
c,h,o,m,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,c,h,o,m,a
c,h,o,m,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,IND,SG,2,FUT	u,t,a,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,c,h,o,m,a
c,h,o,m,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,c,h,o,m,a
c,h,o,m,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,c,h,o,m,a
c,h,o,m,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,c,h,o,m,a
b,a,n,d,i,k,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,2,PST	m,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN	k,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,2,FUT	m,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,b,a,n,d,i,k,a
k,u,s,a,n,y,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,u,s,a,n,y,a
