к,ү,л,у,$,V,PL,1,NEG,PRS	к,ү,л,e,м,e,й,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,PROG,SG,1,PST	с,ө,й,л,e,с,e,т,i,н,м,i,н
с,ө,й,л,e,у,$,V,PL,3,PRS	с,ө,й,л,e,й,д,i
с,ө,й,л,e,у,$,V,PRF,FRML,SG,2,NEG,PST	с,ө,й,л,e,м,e,г,e,н,д,ы,ң,i,з
с,ө,й,л,e,у,$,V,IMP,PL,2,NEG,INFM	с,ө,й,л,e,м,e,ң,д,e,p
с,ө,й,л,e,у,$,V,PROG,FRML,SG,2,PST	с,ө,й,л,e,с,e,т,i,н,с,i,з
с,ө,й,л,e,у,$,V,SBJV,PL,1,FUT	с,ө,й,л,e,с,e,p,м,i,з
с,ө,й,л,e,у,$,V,PL,1,PST	с,ө,й,л,e,д,i,к
с,ө,й,л,e,у,$,V,PROG,SG,1,NEG,PST	с,ө,й,л,e,с,м,e,т,i,н,м,i,н
с,ө,й,л,e,у,$,V,IMP,PL,2,INFM	с,ө,й,л,e,i,ң,д,e,p
с,ө,й,л,e,у,$,V,SG,2,NEG,INFM,PRS	с,ө,й,л,e,й,м,e,й,с,i,ң
с,ө,й,л,e,у,$,V,PRF,PL,2,INFM,PST	с,ө,й,л,e,г,e,н,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,SG,2,NEG,INFM,PST	с,ө,й,л,e,м,e,д,ы,ң
с,ө,й,л,e,у,$,V,FRML,PL,2,NEG,PRS	с,ө,й,л,e,й,м,e,й,д,i
с,ө,й,л,e,у,$,V,FRML,PL,2,PRS	с,ө,й,л,e,й,с,i,з,д,e,p
с,ө,й,л,e,у,$,V,PROG,SG,3,NEG,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й
с,ө,й,л,e,у,$,V,PRF,PL,2,NEG,INFM,PST	с,ө,й,л,e,м,e,г,e,н,д,ы,ң,д,e,p
с,ө,й,л,e,у,$,V,PROG,FRML,PL,2,NEG,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й,с,ы,з,д,a,p
с,ө,й,л,e,у,$,V,PRF,PL,1,NEG,PST	с,ө,й,л,e,м,e,г,e,н,д,i,к
с,ө,й,л,e,у,$,V,FRML,SG,2,NEG,PRS	с,ө,й,л,e,й,м,e,й,с,i,з
с,ө,й,л,e,у,$,V,PROG,SG,2,NEG,INFM,PST	с,ө,й,л,e,с,м,e,т,i,н,с,i,ң
с,ө,й,л,e,у,$,V,FRML,IMP,SG,2,NEG	с,ө,й,л,e,м,e,ң,i,з
с,ө,й,л,e,у,$,V,PROG,FRML,SG,2,NEG,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й,с,ы,з
с,ө,й,л,e,у,$,V,PROG,PL,2,NEG,INFM,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң,д,a,p
с,ө,й,л,e,у,$,V,FRML,PL,2,NEG,PST	с,ө,й,л,e,м,e,д,ы,ң,i,з,д,e,p
с,ө,й,л,e,у,$,V,PL,2,NEG,INFM,PST	с,ө,й,л,e,м,e,д,ы,ң,д,e,p
с,ө,й,л,e,у,$,V,PROG,SG,3,PST	с,ө,й,л,e,с,e,т,i,н
с,ө,й,л,e,у,$,V,FRML,PL,2,PST	с,ө,й,л,e,д,i,ң,i,з,д,e,p
с,ө,й,л,e,у,$,V,PROG,PL,1,NEG,PST	с,ө,й,л,e,с,м,e,т,i,н,м,i,з
с,ө,й,л,e,у,$,V,FRML,SBJV,PL,2,FUT	с,ө,й,л,e,с,e,p,с,i,з,д,e,p
с,ө,й,л,e,у,$,V,PROG,PL,2,INFM,PST	с,ө,й,л,e,с,e,т,i,н,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,FRML,IMP,SG,2	с,ө,й,л,e,i,ң,i,з
с,ө,й,л,e,у,$,V,FRML,SG,2,NEG,PST	с,ө,й,л,e,м,e,д,ы,ң,i,з
с,ө,й,л,e,у,$,V,SG,1,PST	с,ө,й,л,e,д,i,м
с,ө,й,л,e,у,$,V,PRF,SG,2,INFM,PST	с,ө,й,л,e,г,e,н,с,i,ң
с,ө,й,л,e,у,$,V,PRF,FRML,PL,2,PST	с,ө,й,л,e,г,e,н,с,i,з,д,e,p
с,ө,й,л,e,у,$,V,PL,1,PRS	с,ө,й,л,e,й,м,i,з
с,ө,й,л,e,у,$,V,SG,3,NEG,PST	с,ө,й,л,e,м,e,д,i
с,ө,й,л,e,у,$,V,IMP,SG,2,INFM	с,ө,й,л,e
с,ө,й,л,e,у,$,V,PRF,PL,3,NEG,PST	с,ө,й,л,e,м,e,г,e,н,д,i
с,ө,й,л,e,у,$,V,PROG,FRML,PL,2,PST	с,ө,й,л,e,с,e,т,i,н,с,i,з,д,e,p
с,ө,й,л,e,у,$,V,PRF,FRML,PL,2,NEG,PST	с,ө,й,л,e,м,e,г,e,н,д,ы,ң,i,з,д,e,p
с,ө,й,л,e,у,$,V,PL,2,INFM,PST	с,ө,й,л,e,д,i,ң,д,e,p
с,ө,й,л,e,у,$,V,SG,2,INFM,PST	с,ө,й,л,e,д,i,ң
с,ө,й,л,e,у,$,V,PROG,SG,2,INFM,PST	с,ө,й,л,e,с,e,т,i,н,с,i,ң
с,ө,й,л,e,у,$,V,PROG,PL,1,NEG,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й,м,ы,з
с,ө,й,л,e,у,$,V,PROG,SG,2,INFM,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,с,ы,ң
с,ө,й,л,e,у,$,V,PL,1,NEG,PST	с,ө,й,л,e,м,e,д,i,к
с,ө,й,л,e,у,$,V,PL,2,INFM,PRS	с,ө,й,л,e,й,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,SBJV,SG,1,FUT	с,ө,й,л,e,с,e,p,м,i,н
с,ө,й,л,e,у,$,V,SBJV,PL,2,INFM,FUT	с,ө,й,л,e,с,e,p,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,PRF,SG,3,PST	с,ө,й,л,e,г,e,н
с,ө,й,л,e,у,$,V,PROG,PL,3,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p
с,ө,й,л,e,у,$,V,SBJV,SG,2,INFM,FUT	с,ө,й,л,e,с,e,p,с,i,ң
с,ө,й,л,e,у,$,V,SG,1,PRS	с,ө,й,л,e,й,м,i,н
с,ө,й,л,e,у,$,V,PRF,FRML,SG,2,PST	с,ө,й,л,e,г,e,н,с,i,з
с,ө,й,л,e,у,$,V,PRF,PL,1,PST	с,ө,й,л,e,г,e,н,м,i,з
с,ө,й,л,e,у,$,V,SG,3,PST	с,ө,й,л,e,д,i
с,ө,й,л,e,у,$,V,FRML,SG,2,PRS	с,ө,й,л,e,й,с,i,з
с,ө,й,л,e,у,$,V,SG,2,INFM,PRS	с,ө,й,л,e,й,с,i,ң
с,ө,й,л,e,у,$,V,PROG,SG,1,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,ы,н
с,ө,й,л,e,у,$,V,PROG,SG,3,NEG,PST	с,ө,й,л,e,с,м,e,т,i,н
с,ө,й,л,e,у,$,V,PROG,SG,3,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p
с,ө,й,л,e,у,$,V,PRF,SG,3,NEG,PST	с,ө,й,л,e,м,e,г,e,н,д,i
с,ө,й,л,e,у,$,V,PROG,PL,3,NEG,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й
с,ө,й,л,e,у,$,V,PROG,PL,1,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,ы,з
с,ө,й,л,e,у,$,V,PL,3,NEG,PST	с,ө,й,л,e,м,e,д,i
с,ө,й,л,e,у,$,V,SBJV,PL,3,FUT	с,ө,й,л,e,с,e,p
с,ө,й,л,e,у,$,V,PROG,FRML,PL,2,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,с,ы,з,д,a,p
с,ө,й,л,e,у,$,V,PL,2,NEG,INFM,PRS	с,ө,й,л,e,й,м,e,й,с,i,з,д,e,p
с,ө,й,л,e,у,$,V,FRML,IMP,PL,2,NEG	с,ө,й,л,e,м,e,ң,i,з,д,e,p
с,ө,й,л,e,у,$,V,PROG,FRML,SG,2,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,с,ы,з
с,ө,й,л,e,у,$,V,SG,1,NEG,PST	с,ө,й,л,e,м,e,д,i,м
с,ө,й,л,e,у,$,V,SG,1,NEG,PRS	с,ө,й,л,e,й,м,e,й,м,i,н
с,ө,й,л,e,у,$,V,PRF,SG,1,NEG,PST	с,ө,й,л,e,м,e,г,e,н,д,i,м
с,ө,й,л,e,у,$,V,PROG,PL,2,INFM,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,с,ы,ң,д,a,p
с,ө,й,л,e,у,$,V,PROG,FRML,SG,2,NEG,PST	с,ө,й,л,e,с,м,e,т,i,н,с,i,з
с,ө,й,л,e,у,$,V,PROG,SG,2,NEG,INFM,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң
с,ө,й,л,e,у,$,V,FRML,IMP,PL,2	с,ө,й,л,e,i,ң,i,з,д,e,p
с,ө,й,л,e,у,$,V,PROG,PL,2,NEG,INFM,PST	с,ө,й,л,e,с,м,e,т,i,н,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,PROG,SG,1,NEG,PRS	с,ө,й,л,e,п, ,ж,a,т,ы,p,м,a,й,м,ы,н
с,ө,й,л,e,у,$,V,PRF,PL,3,PST	с,ө,й,л,e,г,e,н
с,ө,й,л,e,у,$,V,PL,3,NEG,PRS	с,ө,й,л,e,й,м,e,й,м,i,з
с,ө,й,л,e,у,$,V,PL,1,NEG,PRS	с,ө,й,л,e,й,м,e,й,с,i,ң,д,e,p
с,ө,й,л,e,у,$,V,SG,3,PRS	с,ө,й,л,e,й,д,i
с,ө,й,л,e,у,$,V,PROG,PL,1,PST	с,ө,й,л,e,с,e,т,i,н,м,i,з
с,ө,й,л,e,у,$,V,SBJV,SG,3,FUT	с,ө,й,л,e,с,e,p
с,ө,й,л,e,у,$,V,SG,3,NEG,PRS	с,ө,й,л,e,й,м,e,й,д,i
с,ө,й,л,e,у,$,V,FRML,SBJV,SG,2,FUT	с,ө,й,л,e,с,e,p,с,i,з
с,ө,й,л,e,у,$,V,PROG,PL,3,NEG,PST	с,ө,й,л,e,с,м,e,т,i,н
с,ө,й,л,e,у,$,V,PRF,SG,1,PST	с,ө,й,л,e,г,e,н,м,i,н
с,ө,й,л,e,у,$,V,PRF,SG,2,NEG,INFM,PST	с,ө,й,л,e,м,e,г,e,н,д,ы,ң
с,ө,й,л,e,у,$,V,PROG,FRML,PL,2,NEG,PST	с,ө,й,л,e,с,м,e,т,i,н,с,i,з,д,e,p
с,ө,й,л,e,у,$,V,PROG,PL,3,PST	с,ө,й,л,e,с,e,т,i,н
с,ү,ю,$,V,PROG,PL,1,PRS	с,ү,й,i,п, ,т,ұ,p,м,ы,з
с,ү,ю,$,V,PROG,SG,3,NEG,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й
с,ү,ю,$,V,PROG,PL,2,INFM,PRS	с,ү,й,i,п, ,т,ұ,p,с,ы,ң,д,a,p
с,ү,ю,$,V,PL,1,PST	с,ү,й,д,i,к
с,ү,ю,$,V,PL,1,PRS	с,ү,й,e,м,i,з
с,ү,ю,$,V,SBJV,SG,2,INFM,FUT	с,ү,p,с,i,ң
с,ү,ю,$,V,PROG,PL,2,NEG,INFM,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
с,ү,ю,$,V,PROG,FRML,PL,2,PRS	с,ү,й,i,п, ,т,ұ,p,с,ы,з,д,a,p
с,ү,ю,$,V,PROG,PL,2,NEG,INFM,PST	с,ү,м,e,т,i,н,с,i,ң,д,e,p
с,ү,ю,$,V,SBJV,PL,3,FUT	с,ү,p
с,ү,ю,$,V,PROG,FRML,PL,2,NEG,PST	с,ү,м,e,т,i,н,с,i,з,д,e,p
с,ү,ю,$,V,IMP,SG,2,NEG,INFM	с,ү,м,e
с,ү,ю,$,V,PL,3,NEG,PRS	с,ү,й,e,м,e,й,м,i,з
с,ү,ю,$,V,PROG,PL,1,NEG,PST	с,ү,м,e,т,i,н,м,i,з
с,ү,ю,$,V,SG,2,INFM,PST	с,ү,й,д,i,ң
с,ү,ю,$,V,FRML,IMP,SG,2	с,ү,i,ң,i,з
с,ү,ю,$,V,PROG,SG,1,PRS	с,ү,й,i,п, ,т,ұ,p,м,ы,н
с,ү,ю,$,V,PROG,PL,3,NEG,PST	с,ү,м,e,т,i,н
с,ү,ю,$,V,FRML,SG,2,NEG,PST	с,ү,й,м,e,д,ы,ң,i,з
с,ү,ю,$,V,PL,3,PST	с,ү,й,д,i
с,ү,ю,$,V,SG,3,PRS	с,ү,й,e,д,i
с,ү,ю,$,V,FRML,PL,2,PRS	с,ү,й,e,с,i,з,д,e,p
с,ү,ю,$,V,PROG,PL,1,NEG,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й,м,ы,з
с,ү,ю,$,V,PROG,PL,3,PST	с,ү,й,e,т,i,н
с,ү,ю,$,V,SG,2,NEG,INFM,PRS	с,ү,й,e,м,e,й,с,i,ң
с,ү,ю,$,V,SBJV,SG,3,FUT	с,ү,p
с,ү,ю,$,V,PRF,SG,2,INFM,PST	с,ү,г,e,н,с,i,ң
с,ү,ю,$,V,PROG,FRML,SG,2,PRS	с,ү,й,i,п, ,т,ұ,p,с,ы,з
с,ү,ю,$,V,PL,1,NEG,PST	с,ү,й,м,e,д,i,к
с,ү,ю,$,V,FRML,SG,2,NEG,PRS	с,ү,й,e,м,e,й,с,i,з
с,ү,ю,$,V,SG,3,NEG,PST	с,ү,й,м,e,д,i
с,ү,ю,$,V,PROG,SG,2,INFM,PST	с,ү,й,e,т,i,н,с,i,ң
с,ү,ю,$,V,PROG,PL,2,INFM,PST	с,ү,й,e,т,i,н,с,i,ң,д,e,p
с,ү,ю,$,V,PROG,SG,3,PRS	с,ү,й,i,п, ,т,ұ,p
с,ү,ю,$,V,FRML,IMP,SG,2,NEG	с,ү,м,e,ң,i,з
с,ү,ю,$,V,PRF,PL,1,NEG,PST	с,ү,м,e,г,e,н,д,i,к
с,ү,ю,$,V,PROG,FRML,SG,2,NEG,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й,с,ы,з
с,ү,ю,$,V,SG,1,PRS	с,ү,й,e,м,i,н
с,ү,ю,$,V,PL,3,NEG,PST	с,ү,й,м,e,д,i
с,ү,ю,$,V,PRF,SG,1,PST	с,ү,г,e,н,м,i,н
с,ү,ю,$,V,SG,3,PST	с,ү,й,д,i
с,ү,ю,$,V,PL,2,INFM,PRS	с,ү,й,e,с,i,ң,д,e,p
с,ү,ю,$,V,PRF,FRML,PL,2,PST	с,ү,г,e,н,с,i,з,д,e,p
с,ү,ю,$,V,PRF,FRML,PL,2,NEG,PST	с,ү,м,e,г,e,н,д,ы,ң,i,з,д,e,p
с,ү,ю,$,V,PL,2,NEG,INFM,PST	с,ү,й,м,e,д,ы,ң,д,e,p
с,ү,ю,$,V,PROG,SG,2,NEG,INFM,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й,с,ы,ң
с,ү,ю,$,V,IMP,PL,2,NEG,INFM	с,ү,м,e,ң,д,e,p
с,ү,ю,$,V,FRML,IMP,PL,2	с,ү,i,ң,i,з,д,e,p
с,ү,ю,$,V,PRF,SG,3,NEG,PST	с,ү,м,e,г,e,н,д,i
с,ү,ю,$,V,SG,3,NEG,PRS	с,ү,й,e,м,e,й,д,i
с,ү,ю,$,V,PL,2,NEG,INFM,PRS	с,ү,й,e,м,e,й,с,i,з,д,e,p
с,ү,ю,$,V,PROG,FRML,PL,2,NEG,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й,с,ы,з,д,a,p
с,ү,ю,$,V,SBJV,PL,1,FUT	с,ү,p,м,i,з
с,ү,ю,$,V,SBJV,SG,1,FUT	с,ү,p,м,i,н
с,ү,ю,$,V,FRML,PL,2,PST	с,ү,й,д,i,ң,i,з,д,e,p
с,ү,ю,$,V,PRF,PL,1,PST	с,ү,г,e,н,м,i,з
с,ү,ю,$,V,PROG,SG,2,INFM,PRS	с,ү,й,i,п, ,т,ұ,p,с,ы,ң
с,ү,ю,$,V,PROG,PL,3,NEG,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й
с,ү,ю,$,V,PRF,FRML,SG,2,PST	с,ү,г,e,н,с,i,з
с,ү,ю,$,V,PRF,PL,2,NEG,INFM,PST	с,ү,м,e,г,e,н,д,ы,ң,д,e,p
с,ү,ю,$,V,PROG,PL,3,PRS	с,ү,й,i,п, ,т,ұ,p
с,ү,ю,$,V,PROG,PL,1,PST	с,ү,й,e,т,i,н,м,i,з
с,ү,ю,$,V,FRML,SG,2,PST	с,ү,й,д,i,ң,i,з
с,ү,ю,$,V,FRML,PL,2,NEG,PRS	с,ү,й,e,м,e,й,д,i
с,ү,ю,$,V,PRF,SG,2,NEG,INFM,PST	с,ү,м,e,г,e,н,д,ы,ң
с,ү,ю,$,V,PROG,FRML,SG,2,NEG,PST	с,ү,м,e,т,i,н,с,i,з
с,ү,ю,$,V,SG,1,NEG,PST	с,ү,й,м,e,д,i,м
с,ү,ю,$,V,PRF,SG,3,PST	с,ү,г,e,н
с,ү,ю,$,V,SG,1,NEG,PRS	с,ү,й,e,м,e,й,м,i,н
с,ү,ю,$,V,PL,3,PRS	с,ү,й,e,д,i
с,ү,ю,$,V,SG,1,PST	с,ү,й,д,i,м
с,ү,ю,$,V,IMP,PL,2,INFM	с,ү,i,ң,д,e,p
с,ү,ю,$,V,PROG,SG,1,NEG,PRS	с,ү,й,i,п, ,т,ұ,p,м,a,й,м,ы,н
с,ү,ю,$,V,PL,2,INFM,PST	с,ү,й,д,i,ң,д,e,p
с,ү,ю,$,V,SG,2,NEG,INFM,PST	с,ү,й,м,e,д,ы,ң
с,ү,ю,$,V,FRML,PL,2,NEG,PST	с,ү,й,м,e,д,ы,ң,i,з,д,e,p
с,ү,ю,$,V,PROG,SG,1,PST	с,ү,й,e,т,i,н,м,i,н
с,ү,ю,$,V,PRF,PL,3,PST	с,ү,г,e,н
с,ү,ю,$,V,PRF,PL,2,INFM,PST	с,ү,г,e,н,с,i,ң,д,e,p
с,ү,ю,$,V,FRML,SG,2,PRS	с,ү,й,e,с,i,з
с,ү,ю,$,V,PROG,SG,3,PST	с,ү,й,e,т,i,н
с,ү,ю,$,V,FRML,SBJV,PL,2,FUT	с,ү,p,с,i,з,д,e,p
с,ү,ю,$,V,PROG,SG,3,NEG,PST	с,ү,м,e,т,i,н
с,ү,ю,$,V,PRF,FRML,SG,2,NEG,PST	с,ү,м,e,г,e,н,д,ы,ң,i,з
с,ү,ю,$,V,PROG,SG,2,NEG,INFM,PST	с,ү,м,e,т,i,н,с,i,ң
с,ү,ю,$,V,PROG,FRML,SG,2,PST	с,ү,й,e,т,i,н,с,i,з
с,ү,ю,$,V,PRF,PL,3,NEG,PST	с,ү,м,e,г,e,н,д,i
с,ү,ю,$,V,IMP,SG,2,INFM	с,ү
с,ү,ю,$,V,SBJV,PL,2,INFM,FUT	с,ү,p,с,i,ң,д,e,p
с,ү,ю,$,V,FRML,SBJV,SG,2,FUT	с,ү,p,с,i,з
с,ү,ю,$,V,FRML,IMP,PL,2,NEG	с,ү,м,e,ң,i,з,д,e,p
с,ү,ю,$,V,PROG,FRML,PL,2,PST	с,ү,й,e,т,i,н,с,i,з,д,e,p
с,ү,ю,$,V,PL,1,NEG,PRS	с,ү,й,e,м,e,й,с,i,ң,д,e,p
с,ү,ю,$,V,PROG,SG,1,NEG,PST	с,ү,м,e,т,i,н,м,i,н
с,ү,ю,$,V,SG,2,INFM,PRS	с,ү,й,e,с,i,ң
с,ү,ю,$,V,PRF,SG,1,NEG,PST	с,ү,м,e,г,e,н,д,i,м
т,ө,б,e,л,e,с,у,$,V,PRF,SG,3,NEG,PST	т,ө,б,e,л,e,с,п,e,г,e,н,д,i
т,ө,б,e,л,e,с,у,$,V,PRF,PL,1,PST	т,ө,б,e,л,e,с,к,e,н,м,i,з
т,ө,б,e,л,e,с,у,$,V,FRML,IMP,PL,2	т,ө,б,e,л,e,с,i,ң,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,PROG,SG,3,PST	т,ө,б,e,л,e,с,e,т,i,н
т,ө,б,e,л,e,с,у,$,V,SG,1,PRS	т,ө,б,e,л,e,с,e,м,i,н
т,ө,б,e,л,e,с,у,$,V,PRF,PL,3,NEG,PST	т,ө,б,e,л,e,с,п,e,г,e,н,д,i
т,ө,б,e,л,e,с,у,$,V,SBJV,SG,1,FUT	т,ө,б,e,л,e,с,e,p,м,i,н
т,ө,б,e,л,e,с,у,$,V,SBJV,SG,2,INFM,FUT	т,ө,б,e,л,e,с,e,p,с,i,ң
т,ө,б,e,л,e,с,у,$,V,PROG,FRML,PL,2,PST	т,ө,б,e,л,e,с,e,т,i,н,с,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,SG,3,NEG,PRS	т,ө,б,e,л,e,с,e,м,e,й,д,i
т,ө,б,e,л,e,с,у,$,V,SBJV,PL,1,FUT	т,ө,б,e,л,e,с,e,p,м,i,з
т,ө,б,e,л,e,с,у,$,V,PROG,SG,1,NEG,PST	т,ө,б,e,л,e,с,п,e,т,i,н,м,i,н
т,ө,б,e,л,e,с,у,$,V,SG,2,INFM,PRS	т,ө,б,e,л,e,с,e,с,i,ң
т,ө,б,e,л,e,с,у,$,V,PROG,SG,2,INFM,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,с,i,ң
т,ө,б,e,л,e,с,у,$,V,PRF,SG,1,NEG,PST	т,ө,б,e,л,e,с,п,e,г,e,н,д,i,м
т,ө,б,e,л,e,с,у,$,V,FRML,SG,2,NEG,PRS	т,ө,б,e,л,e,с,e,м,e,й,с,i,з
т,ө,б,e,л,e,с,у,$,V,PROG,FRML,PL,2,NEG,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,м,e,й,с,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,PROG,PL,2,NEG,INFM,PST	т,ө,б,e,л,e,с,п,e,т,i,н,с,i,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,FRML,IMP,SG,2,NEG	т,ө,б,e,л,e,с,п,e,ң,i,з
т,ө,б,e,л,e,с,у,$,V,FRML,IMP,SG,2	т,ө,б,e,л,e,с,i,ң,i,з
т,ө,б,e,л,e,с,у,$,V,PL,1,NEG,PRS	т,ө,б,e,л,e,с,e,м,e,й,с,i,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,PROG,FRML,SG,2,NEG,PST	т,ө,б,e,л,e,с,п,e,т,i,н,с,i,з
т,ө,б,e,л,e,с,у,$,V,PROG,FRML,PL,2,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,с,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,PROG,SG,3,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p
т,ө,б,e,л,e,с,у,$,V,PROG,PL,1,NEG,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,с,i,з,д,e,p,м,ы,з
т,ө,б,e,л,e,с,у,$,V,PROG,SG,2,NEG,INFM,PST	т,ө,б,e,л,e,с,п,e,т,i,н,с,i,ң
т,ө,б,e,л,e,с,у,$,V,SBJV,PL,3,FUT	т,ө,б,e,л,e,с,e,p
т,ө,б,e,л,e,с,у,$,V,PRF,FRML,SG,2,PST	т,ө,б,e,л,e,с,к,e,н,с,i,з
т,ө,б,e,л,e,с,у,$,V,FRML,SBJV,SG,2,FUT	т,ө,б,e,л,e,с,e,p,с,i,з
т,ө,б,e,л,e,с,у,$,V,PROG,FRML,SG,2,PST	т,ө,б,e,л,e,с,e,т,i,н,с,i,з
т,ө,б,e,л,e,с,у,$,V,FRML,PL,2,NEG,PST	т,ө,б,e,л,e,с,п,e,д,ы,ң,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,IMP,SG,2,INFM	т,ө,б,e,л,e,с
т,ө,б,e,л,e,с,у,$,V,IMP,PL,2,NEG,INFM	т,ө,б,e,л,e,с,п,e,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,SG,1,NEG,PRS	т,ө,б,e,л,e,с,e,м,e,й,м,i,н
т,ө,б,e,л,e,с,у,$,V,FRML,SG,2,PRS	т,ө,б,e,л,e,с,e,с,i,з
т,ө,б,e,л,e,с,у,$,V,PROG,PL,2,INFM,PST	т,ө,б,e,л,e,с,e,т,i,н,с,i,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,SG,1,NEG,PST	т,ө,б,e,л,e,с,п,e,д,i,м
т,ө,б,e,л,e,с,у,$,V,FRML,PL,2,NEG,PRS	т,ө,б,e,л,e,с,e,м,e,й,д,i
т,ө,б,e,л,e,с,у,$,V,PROG,SG,1,PST	т,ө,б,e,л,e,с,e,т,i,н,м,i,н
т,ө,б,e,л,e,с,у,$,V,PRF,FRML,PL,2,PST	т,ө,б,e,л,e,с,к,e,н,с,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,SG,3,PRS	т,ө,б,e,л,e,с,e,д,i
т,ө,б,e,л,e,с,у,$,V,PRF,SG,2,INFM,PST	т,ө,б,e,л,e,с,к,e,н,с,i,ң
т,ө,б,e,л,e,с,у,$,V,SG,2,NEG,INFM,PST	т,ө,б,e,л,e,с,п,e,д,ы,ң
т,ө,б,e,л,e,с,у,$,V,FRML,PL,2,PST	т,ө,б,e,л,e,с,т,i,ң,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,PROG,PL,1,PST	т,ө,б,e,л,e,с,e,т,i,н,м,i,з
т,ө,б,e,л,e,с,у,$,V,SG,2,INFM,PST	т,ө,б,e,л,e,с,т,i,ң
т,ө,б,e,л,e,с,у,$,V,FRML,IMP,PL,2,NEG	т,ө,б,e,л,e,с,п,e,ң,i,з,д,e,p
т,ө,б,e,л,e,с,у,$,V,SBJV,PL,2,INFM,FUT	т,ө,б,e,л,e,с,e,p,с,i,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,PRF,PL,1,NEG,PST	т,ө,б,e,л,e,с,п,e,г,e,н,д,i,к
т,ө,б,e,л,e,с,у,$,V,IMP,SG,2,NEG,INFM	т,ө,б,e,л,e,с,п,e
т,ө,б,e,л,e,с,у,$,V,PL,3,PST	т,ө,б,e,л,e,с,т,i
т,ө,б,e,л,e,с,у,$,V,PL,2,INFM,PRS	т,ө,б,e,л,e,с,e,с,i,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,SG,1,PST	т,ө,б,e,л,e,с,т,i,м
т,ө,б,e,л,e,с,у,$,V,PROG,SG,3,NEG,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,м,e,й
т,ө,б,e,л,e,с,у,$,V,PL,2,INFM,PST	т,ө,б,e,л,e,с,т,i,ң,д,e,p
т,ө,б,e,л,e,с,у,$,V,SG,2,NEG,INFM,PRS	т,ө,б,e,л,e,с,e,м,e,й,с,i,ң
т,ө,б,e,л,e,с,у,$,V,PRF,SG,2,NEG,INFM,PST	т,ө,б,e,л,e,с,п,e,г,e,н,д,ы,ң
т,ө,б,e,л,e,с,у,$,V,PROG,PL,1,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,м,i,з
т,ө,б,e,л,e,с,у,$,V,PROG,FRML,SG,2,NEG,PRS	т,ө,б,e,л,e,с,i,п, ,ж,ү,p,м,e,й,с,i,з
