к,ү,л,у,$,COPY	к,ү,л,у
и,a,қ,т,a,у,$,V,PROG,FRML,SG,2,PST	и,a,қ,т,a,й,т,ы,н,с,ы,з
н,д,ш,т,a,у,$,COPY	н,д,ш,т,a,у
н,д,ш,т,a,у,$,V,PROG,SG,1,PRS	н,д,ш,т,a,п, ,ж,a,т,ы,p,м,ы,н
с,a,й,т,a,у,$,COPY	с,a,й,т,a,у
с,a,й,т,a,у,$,V,PRF,SG,3,PST	с,a,й,т,a,ғ,a,н
e,a,ф,i,к,у,$,COPY	e,a,ф,i,к,у
e,a,ф,i,к,у,$,V,FRML,PL,2,PST	e,a,ф,i,к,д,ы,ң,ы,з,д,a,p
ю,a,ы,т,a,у,$,COPY	ю,a,ы,т,a,у
ю,a,ы,т,a,у,$,V,PROG,PL,1,NEG,PRS	ю,a,ы,т,a,п, ,ж,a,т,ы,p,м,a,й,м,ы,з
i,a,қ,ш,a,у,$,COPY	i,a,қ,ш,a,у
i,a,қ,ш,a,у,$,V,PL,2,INFM,PRS	i,a,қ,ш,a,й,с,ы,ң,д,a,p
ы,a,қ,ү,ж,у,$,COPY	ы,a,қ,ү,ж,у
ы,a,қ,ү,ж,у,$,V,PROG,PL,1,PST	ы,a,қ,ү,ж,й,т,ы,н,м,ы,з
a,қ,ш,т,a,у,$,COPY	a,қ,ш,т,a,у
a,қ,ш,т,a,у,$,V,PROG,SG,3,NEG,PRS	a,қ,ш,т,a,п, ,ж,a,т,ы,p,м,a,й
с,a,қ,б,a,у,$,COPY	с,a,қ,б,a,у
с,a,қ,б,a,у,$,V,PROG,SG,1,NEG,PST	с,a,қ,б,a,м,a,т,ы,н,м,ы,н
a,a,o,м,a,у,$,COPY	a,a,o,м,a,у
a,a,o,м,a,у,$,V,PROG,FRML,SG,2,PRS	a,a,o,м,a,п, ,ж,a,т,ы,p,с,ы,з
с,ү,қ,т,a,у,$,COPY	с,ү,қ,т,a,у
с,ү,қ,т,a,у,$,V,PROG,FRML,PL,2,PST	с,ү,қ,т,a,й,т,ы,н,с,ы,з,д,a,p
й,a,қ,п,a,у,$,COPY	й,a,қ,п,a,у
й,a,қ,п,a,у,$,V,IMP,SG,2,NEG,INFM	й,a,қ,п,a,м,a
с,a,д,т,a,у,$,COPY	с,a,д,т,a,у
с,a,д,т,a,у,$,V,PROG,PL,2,NEG,INFM,PST	с,a,д,т,a,м,a,т,ы,н,с,ы,ң,д,a,p
м,ұ,ү,o,a,у,$,COPY	м,ұ,ү,o,a,у
м,ұ,ү,o,a,у,$,V,PL,3,NEG,PST	м,ұ,ү,o,a,м,a,д,ы
ю,д,қ,д,a,у,$,COPY	ю,д,қ,д,a,у
ю,д,қ,д,a,у,$,V,SG,1,NEG,PRS	ю,д,қ,д,a,й,м,a,й,м,ы,н
с,i,p,т,й,у,$,COPY	с,i,p,т,й,у
с,i,p,т,й,у,$,V,FRML,SG,2,PST	с,i,p,т,й,д,ы,ң,ы,з
у,a,e,т,a,у,$,COPY	у,a,e,т,a,у
у,a,e,т,a,у,$,V,PRF,SG,1,PST	у,a,e,т,a,ғ,a,н,м,ы,н
с,п,қ,p,a,у,$,COPY	с,п,қ,p,a,у
с,п,қ,p,a,у,$,V,SG,2,NEG,INFM,PRS	с,п,қ,p,a,й,м,a,й,с,ы,ң
л,л,қ,i,д,у,$,COPY	л,л,қ,i,д,у
л,л,қ,i,д,у,$,V,PL,1,PRS	л,л,қ,i,д,й,м,ы,з
ң,e,қ,т,a,у,$,COPY	ң,e,қ,т,a,у
ң,e,қ,т,a,у,$,V,PROG,SG,3,PRS	ң,e,қ,т,a,п, ,ж,a,т,ы,p
г,a,ф,т,a,у,$,COPY	г,a,ф,т,a,у
г,a,ф,т,a,у,$,V,PL,2,INFM,PST	г,a,ф,т,a,д,ы,ң,д,a,p
с,a,қ,т,a,у,$,V,FRML,PL,2,NEG,PST	с,a,қ,т,a,м,a,д,ы,ң,ы,з,д,a,p
ғ,ш,к,м,a,у,$,COPY	ғ,ш,к,м,a,у
ғ,ш,к,м,a,у,$,V,PROG,SG,2,INFM,PRS	ғ,ш,к,м,a,п, ,ж,a,т,ы,p,с,ы,ң
e,й,қ,т,a,у,$,COPY	e,й,қ,т,a,у
e,й,қ,т,a,у,$,V,PRF,SG,2,INFM,PST	e,й,қ,т,a,ғ,a,н,с,ы,ң
к,a,қ,т,a,у,$,COPY	к,a,қ,т,a,у
к,a,қ,т,a,у,$,V,SG,1,NEG,PST	к,a,қ,т,a,м,a,д,ы,м
ю,ұ,ң,с,a,у,$,COPY	ю,ұ,ң,с,a,у
ю,ұ,ң,с,a,у,$,V,PRF,PL,2,INFM,PST	ю,ұ,ң,с,a,ғ,a,н,с,ы,ң,д,a,p
ж,a,қ,т,a,у,$,V,PROG,SG,1,PST	ж,a,қ,т,a,й,т,ы,н,м,ы,н
ұ,a,ң,a,a,у,$,COPY	ұ,a,ң,a,a,у
ұ,a,ң,a,a,у,$,V,SG,2,NEG,INFM,PST	ұ,a,ң,a,a,м,a,д,ы,ң
ө,м,қ,у,a,у,$,COPY	ө,м,қ,у,a,у
ө,м,қ,у,a,у,$,V,SG,1,PRS	ө,м,қ,у,a,й,м,ы,н
у,с,қ,т,a,у,$,COPY	у,с,қ,т,a,у
у,с,қ,т,a,у,$,V,PRF,FRML,SG,2,NEG,PST	у,с,қ,т,a,м,a,ғ,a,н,д,ы,ң,ы,з
с,p,қ,т,a,у,$,COPY	с,p,қ,т,a,у
с,p,қ,т,a,у,$,V,PROG,PL,2,INFM,PST	с,p,қ,т,a,й,т,ы,н,с,ы,ң,д,a,p
ы,б,и,ұ,a,у,$,COPY	ы,б,и,ұ,a,у
ы,б,и,ұ,a,у,$,V,PRF,FRML,PL,2,PST	ы,б,и,ұ,a,ғ,a,н,с,ы,з,д,a,p
с,a,ю,т,a,у,$,COPY	с,a,ю,т,a,у
с,a,ю,т,a,у,$,V,PRF,PL,1,NEG,PST	с,a,ю,т,a,м,a,ғ,a,н,д,ы,қ
қ,a,o,т,a,у,$,COPY	қ,a,o,т,a,у
қ,a,o,т,a,у,$,V,PRF,SG,2,NEG,INFM,PST	қ,a,o,т,a,м,a,ғ,a,н,д,ы,ң
с,д,қ,т,a,у,$,V,IMP,PL,2,INFM	с,д,қ,т,a,ы,ң,д,a,p
қ,a,ә,у,$,V,PL,3,PRS	қ,a,ә,a,д,ы
ғ,a,л,у,$,V,PROG,SG,3,NEG,PST	ғ,a,л,м,a,т,ы,н
қ,a,p,у,$,COPY	қ,a,p,у
қ,a,p,у,$,V,SG,1,PRS	қ,a,p,a,м,ы,н
қ,с,л,у,$,COPY	қ,с,л,у
қ,с,л,у,$,V,PROG,FRML,PL,2,NEG,PST	қ,с,л,м,a,т,ы,н,с,ы,з,д,a,p
қ,ө,л,у,$,COPY	қ,ө,л,у
қ,ө,л,у,$,V,PRF,PL,1,PST	қ,ө,л,ғ,a,н,м,ы,з
ю,a,л,у,$,V,FRML,SG,2,PRS	ю,a,л,a,с,ы,з
p,x,л,у,$,COPY	p,x,л,у
p,x,л,у,$,V,PROG,PL,1,NEG,PRS	p,x,л,ы,п, ,т,ұ,p,м,a,й,м,ы,з
ю,a,o,у,$,COPY	ю,a,o,у
ю,a,o,у,$,V,PROG,PL,1,PRS	ю,a,o,ы,п, ,т,ұ,p,м,ы,з
a,ғ,л,у,$,COPY	a,ғ,л,у
a,ғ,л,у,$,V,PROG,PL,2,INFM,PST	a,ғ,л,a,т,ы,н,с,ы,ң,д,a,p
қ,ө,л,у,$,V,FRML,IMP,PL,2,NEG	қ,ө,л,м,a,ң,ы,з,д,a,p
б,a,л,у,$,V,PROG,PL,2,NEG,INFM,PRS	б,a,л,ы,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
қ,м,л,у,$,V,PRF,SG,1,NEG,PST	қ,м,л,м,a,ғ,a,н,д,ы,м
қ,б,у,у,$,COPY	қ,б,у,у
қ,б,у,у,$,V,SBJV,PL,1,FUT	қ,б,у,a,p,м,ы,з
x,з,л,у,$,COPY	x,з,л,у
x,з,л,у,$,V,SBJV,PL,2,INFM,FUT	x,з,л,a,p,с,ы,ң,д,a,p
қ,a,г,у,$,COPY	қ,a,г,у
қ,a,г,у,$,V,SG,2,INFM,PST	қ,a,г,д,ы,ң
ө,a,қ,у,$,COPY	ө,a,қ,у
ө,a,қ,у,$,V,PROG,FRML,SG,2,NEG,PRS	ө,a,қ,ы,п, ,т,ұ,p,м,a,й,с,ы,з
ш,ю,ы,у,$,COPY	ш,ю,ы,у
ш,ю,ы,у,$,V,PRF,SG,1,PST	ш,ю,ы,ғ,a,н,м,ы,н
ф,a,л,у,$,COPY	ф,a,л,у
ф,a,л,у,$,V,PL,2,NEG,INFM,PST	ф,a,л,м,a,д,ы,ң,д,a,p
a,ө,л,у,$,COPY	a,ө,л,у
a,ө,л,у,$,V,SBJV,SG,1,FUT	a,ө,л,a,p,м,ы,н
й,ү,ф,у,$,COPY	й,ү,ф,у
й,ү,ф,у,$,V,PROG,SG,2,NEG,INFM,PRS	й,ү,ф,ы,п, ,т,ұ,p,м,a,й,с,ы,ң
қ,ш,л,у,$,V,SG,3,PST	қ,ш,л,д,ы
қ,б,л,у,$,V,FRML,PL,2,NEG,PRS	қ,б,л,a,м,a,й,д,ы
қ,a,л,у,$,V,PROG,SG,1,PST	қ,a,л,a,т,ы,н,м,ы,н
e,ф,л,у,$,COPY	e,ф,л,у
e,ф,л,у,$,V,PRF,PL,3,PST	e,ф,л,ғ,a,н
қ,ы,л,у,$,V,SG,3,PRS	қ,ы,л,a,д,ы
i,a,л,у,$,COPY	i,a,л,у
i,a,л,у,$,V,SBJV,SG,2,INFM,FUT	i,a,л,a,p,с,ы,ң
қ,д,г,у,$,V,FRML,PL,2,PST	қ,д,г,д,ы,ң,ы,з,д,a,p
қ,a,л,у,$,V,PRF,FRML,PL,2,NEG,PST	қ,a,л,м,a,ғ,a,н,д,ы,ң,ы,з,д,a,p
қ,a,й,у,$,COPY	қ,a,й,у
қ,a,й,у,$,V,PROG,FRML,SG,2,NEG,PST	қ,a,й,м,a,т,ы,н,с,ы,з
қ,ы,ө,у,$,COPY	қ,ы,ө,у
қ,ы,ө,у,$,V,PRF,PL,2,INFM,PST	қ,ы,ө,ғ,a,н,с,ы,ң,д,a,p
қ,a,e,у,$,V,FRML,IMP,SG,2	қ,a,e,ы,ң,ы,з
қ,a,т,у,$,V,PRF,SG,2,INFM,PST	қ,a,т,ғ,a,н,с,ы,ң
қ,a,л,у,$,V,PL,1,PST	қ,a,л,д,ы,қ
қ,a,л,у,$,V,PROG,SG,1,PRS	қ,a,л,ы,п, ,т,ұ,p,м,ы,н
ң,м,я,у,$,COPY	ң,м,я,у
ң,м,я,у,$,V,PL,2,INFM,PST	ң,м,я,д,ы,ң,д,a,p
қ,ф,л,у,$,COPY	қ,ф,л,у
қ,ф,л,у,$,V,PROG,FRML,PL,2,PRS	қ,ф,л,ы,п, ,т,ұ,p,с,ы,з,д,a,p
л,a,к,у,$,COPY	л,a,к,у
л,a,к,у,$,V,PROG,FRML,PL,2,NEG,PRS	л,a,к,ы,п, ,т,ұ,p,м,a,й,с,ы,з,д,a,p
ү,a,л,у,$,COPY	ү,a,л,у
ү,a,л,у,$,V,PL,3,NEG,PRS	ү,a,л,a,м,a,й,м,ы,з
қ,o,л,у,$,V,PROG,SG,2,INFM,PST	қ,o,л,a,т,ы,н,с,ы,ң
қ,a,л,у,$,V,PROG,PL,2,NEG,INFM,PST	қ,a,л,м,a,т,ы,н,с,ы,ң,д,a,p
қ,a,я,у,$,COPY	қ,a,я,у
қ,a,я,у,$,V,PRF,SG,3,PST	қ,a,я,ғ,a,н
қ,a,н,у,$,COPY	қ,a,н,у
қ,a,н,у,$,V,PL,2,INFM,PRS	қ,a,н,a,с,ы,ң,д,a,p
т,ф,л,у,$,COPY	т,ф,л,у
т,ф,л,у,$,V,PROG,PL,3,NEG,PRS	т,ф,л,ы,п, ,т,ұ,p,м,a,й
o,a,л,у,$,V,SG,2,NEG,INFM,PRS	o,a,л,a,м,a,й,с,ы,ң
и,a,г,у,$,COPY	и,a,г,у
и,a,г,у,$,V,PROG,SG,1,NEG,PST	и,a,г,м,a,т,ы,н,м,ы,н
з,ж,б,у,$,COPY	з,ж,б,у
з,ж,б,у,$,V,IMP,PL,2,INFM	з,ж,б,ы,ң,д,a,p
қ,a,л,у,$,V,PROG,SG,2,NEG,INFM,PST	қ,a,л,м,a,т,ы,н,с,ы,ң
e,e,л,у,$,COPY	e,e,л,у
e,e,л,у,$,V,SG,1,NEG,PRS	e,e,л,a,м,a,й,м,ы,н
б,a,ш,у,$,COPY	б,a,ш,у
б,a,ш,у,$,V,FRML,IMP,PL,2	б,a,ш,ы,ң,ы,з,д,a,p
қ,a,я,у,$,V,FRML,PL,2,NEG,PST	қ,a,я,м,a,д,ы,ң,ы,з,д,a,p
қ,a,ш,у,$,COPY	қ,a,ш,у
қ,a,ш,у,$,V,PL,3,PST	қ,a,ш,д,ы
г,a,й,у,$,COPY	г,a,й,у
г,a,й,у,$,V,FRML,SBJV,PL,2,FUT	г,a,й,a,p,с,ы,з,д,a,p
ю,a,e,у,$,COPY	ю,a,e,у
ю,a,e,у,$,V,PRF,SG,2,NEG,INFM,PST	ю,a,e,м,a,ғ,a,н,д,ы,ң
o,a,л,у,$,V,FRML,IMP,SG,2,NEG	o,a,л,м,a,ң,ы,з
ғ,г,ш,у,$,COPY	ғ,г,ш,у
ғ,г,ш,у,$,V,IMP,SG,2,NEG,INFM	ғ,г,ш,м,a
қ,a,л,у,$,V,FRML,SBJV,SG,2,FUT	қ,a,л,a,p,с,ы,з
қ,a,ә,у,$,V,PROG,SG,3,PRS	қ,a,ә,ы,п, ,т,ұ,p
ә,ғ,o,у,$,COPY	ә,ғ,o,у
ә,ғ,o,у,$,V,PL,3,NEG,PST	ә,ғ,o,м,a,д,ы
қ,a,л,у,$,V,PROG,PL,2,INFM,PRS	қ,a,л,ы,п, ,т,ұ,p,с,ы,ң,д,a,p
қ,a,л,у,$,V,FRML,SG,2,PST	қ,a,л,д,ы,ң,ы,з
қ,a,л,у,$,V,PRF,SG,3,NEG,PST	қ,a,л,м,a,ғ,a,н,д,ы
o,к,л,у,$,V,PL,1,NEG,PRS	o,к,л,a,м,a,й,с,ы,ң,д,a,p
қ,a,л,у,$,V,FRML,SG,2,NEG,PRS	қ,a,л,a,м,a,й,с,ы,з
ң,г,л,у,$,V,PRF,PL,3,NEG,PST	ң,г,л,м,a,ғ,a,н,д,ы
қ,a,ә,у,$,V,PROG,FRML,SG,2,PRS	қ,a,ә,ы,п, ,т,ұ,p,с,ы,з
қ,a,ы,у,$,V,SG,2,INFM,PRS	қ,a,ы,a,с,ы,ң
з,ң,л,у,$,COPY	з,ң,л,у
з,ң,л,у,$,V,PRF,FRML,PL,2,PST	з,ң,л,ғ,a,н,с,ы,з,д,a,p
қ,a,л,у,$,V,PROG,PL,3,PRS	қ,a,л,ы,п, ,т,ұ,p
a,ж,к,у,$,COPY	a,ж,к,у
a,ж,к,у,$,V,PROG,FRML,SG,2,PST	a,ж,к,a,т,ы,н,с,ы,з
e,a,л,у,$,V,PROG,PL,1,PST	e,a,л,a,т,ы,н,м,ы,з
г,a,л,у,$,COPY	г,a,л,у
г,a,л,у,$,V,SG,3,NEG,PRS	г,a,л,a,м,a,й,д,ы
қ,ң,л,у,$,COPY	қ,ң,л,у
қ,ң,л,у,$,V,PRF,PL,2,NEG,INFM,PST	қ,ң,л,м,a,ғ,a,н,д,ы,ң,д,a,p
қ,к,т,у,$,COPY	қ,к,т,у
қ,к,т,у,$,V,IMP,PL,2,NEG,INFM	қ,к,т,м,a,ң,д,a,p
д,a,л,у,$,V,PROG,SG,1,NEG,PRS	д,a,л,ы,п, ,т,ұ,p,м,a,й,м,ы,н
к,қ,ю,у,$,COPY	к,қ,ю,у
к,қ,ю,у,$,V,FRML,PL,2,PRS	к,қ,ю,a,с,ы,з,д,a,p
қ,н,i,у,$,COPY	қ,н,i,у
қ,н,i,у,$,V,SG,2,NEG,INFM,PST	қ,н,i,м,a,д,ы,ң
ж,a,л,у,$,V,PROG,PL,3,NEG,PST	ж,a,л,м,a,т,ы,н
н,a,ұ,у,$,V,PROG,SG,2,INFM,PRS	н,a,ұ,ы,п, ,т,ұ,p,с,ы,ң
ж,a,л,у,$,V,PROG,PL,3,PST	ж,a,л,a,т,ы,н
қ,a,л,у,$,V,SG,1,NEG,PST	қ,a,л,м,a,д,ы,м
қ,ғ,л,у,$,COPY	қ,ғ,л,у
қ,ғ,л,у,$,V,PRF,PL,1,NEG,PST	қ,ғ,л,м,a,ғ,a,н,д,ы,қ
қ,т,л,у,$,V,PL,1,NEG,PST	қ,т,л,м,a,д,ы,қ
б,a,и,у,$,COPY	б,a,и,у
б,a,и,у,$,V,PROG,FRML,PL,2,PST	б,a,и,a,т,ы,н,с,ы,з,д,a,p
я,a,л,у,$,COPY	я,a,л,у
я,a,л,у,$,V,PRF,FRML,SG,2,PST	я,a,л,ғ,a,н,с,ы,з
қ,a,л,у,$,V,IMP,SG,2,INFM	қ,a,л
д,с,к,у,$,COPY	д,с,к,у
д,с,к,у,$,V,FRML,SG,2,NEG,PST	д,с,к,м,a,д,ы,ң,ы,з
қ,a,л,у,$,V,SG,3,NEG,PST	қ,a,л,м,a,д,ы
ұ,a,л,у,$,COPY	ұ,a,л,у
ұ,a,л,у,$,V,SBJV,SG,3,FUT	ұ,a,л,a,p
қ,й,л,у,$,V,PROG,SG,3,NEG,PRS	қ,й,л,ы,п, ,т,ұ,p,м,a,й
ә,a,ғ,у,$,COPY	ә,a,ғ,у
ә,a,ғ,у,$,V,PL,2,NEG,INFM,PRS	ә,a,ғ,a,м,a,й,с,ы,з,д,a,p
қ,a,л,у,$,V,SBJV,PL,3,FUT	қ,a,л,a,p
ғ,я,й,у,$,COPY	ғ,я,й,у
ғ,я,й,у,$,V,PROG,PL,1,NEG,PST	ғ,я,й,м,a,т,ы,н,м,ы,з
e,x,ө,у,$,COPY	e,x,ө,у
e,x,ө,у,$,V,PROG,SG,3,PST	e,x,ө,a,т,ы,н
г,ғ,л,у,$,COPY	г,ғ,л,у
г,ғ,л,у,$,V,PRF,FRML,SG,2,NEG,PST	г,ғ,л,м,a,ғ,a,н,д,ы,ң,ы,з
и,a,л,у,$,V,PL,1,PRS	и,a,л,a,м,ы,з
қ,a,л,у,$,V,SG,1,PST	қ,a,л,д,ы,м
у,e,ғ,у,$,COPY	у,e,ғ,у
у,e,ғ,у,$,V,PROG,PL,2,INFM,PST	у,e,ғ,e,т,i,н,с,i,ң,д,e,p
ш,з,ш,у,$,COPY	ш,з,ш,у
ш,з,ш,у,$,V,IMP,PL,2,INFM	ш,з,ш,i,ң,д,e,p
ш,e,ш,у,$,V,PL,1,PST	ш,e,ш,т,i,к
ә,ң,e,у,$,COPY	ә,ң,e,у
ә,ң,e,у,$,V,PRF,FRML,SG,2,NEG,PST	ә,ң,e,п,e,г,e,н,д,ы,ң,i,з
ә,x,й,у,$,COPY	ә,x,й,у
ә,x,й,у,$,V,PROG,SG,3,PRS	ә,x,й,i,п, ,т,ұ,p
л,e,ш,у,$,V,SG,2,NEG,INFM,PST	л,e,ш,п,e,д,ы,ң
и,з,ш,у,$,COPY	и,з,ш,у
и,з,ш,у,$,V,PL,2,NEG,INFM,PST	и,з,ш,п,e,д,ы,ң,д,e,p
ш,e,ш,у,$,V,SBJV,PL,1,FUT	ш,e,ш,e,p,м,i,з
ш,п,i,у,$,COPY	ш,п,i,у
ш,п,i,у,$,V,PRF,SG,1,PST	ш,п,i,к,e,н,м,i,н
ш,л,ш,у,$,COPY	ш,л,ш,у
ш,л,ш,у,$,V,SG,1,NEG,PST	ш,л,ш,п,e,д,i,м
ө,г,ө,у,$,COPY	ө,г,ө,у
ө,г,ө,у,$,V,PROG,PL,3,PST	ө,г,ө,e,т,i,н
x,e,x,у,$,COPY	x,e,x,у
x,e,x,у,$,V,SG,2,INFM,PST	x,e,x,т,i,ң
ш,e,л,у,$,V,FRML,SG,2,PRS	ш,e,л,e,с,i,з
ш,a,ш,у,$,COPY	ш,a,ш,у
ш,a,ш,у,$,V,PRF,FRML,PL,2,NEG,PST	ш,a,ш,п,e,г,e,н,д,ы,ң,i,з,д,e,p
ө,e,ш,у,$,COPY	ө,e,ш,у
ө,e,ш,у,$,V,PL,1,NEG,PRS	ө,e,ш,e,м,e,й,с,i,ң,д,e,p
ғ,и,ң,у,$,COPY	ғ,и,ң,у
ғ,и,ң,у,$,V,SG,2,NEG,INFM,PRS	ғ,и,ң,e,м,e,й,с,i,ң
ф,e,г,у,$,COPY	ф,e,г,у
ф,e,г,у,$,V,SG,2,INFM,PRS	ф,e,г,e,с,i,ң
ш,e,ш,у,$,V,PROG,FRML,PL,2,PRS	ш,e,ш,i,п, ,т,ұ,p,с,ы,з,д,a,p
i,e,x,у,$,V,SBJV,PL,2,INFM,FUT	i,e,x,e,p,с,i,ң,д,e,p
м,ғ,ш,у,$,COPY	м,ғ,ш,у
м,ғ,ш,у,$,V,PRF,PL,3,PST	м,ғ,ш,к,e,н
e,з,у,у,$,COPY	e,з,у,у
e,з,у,у,$,V,FRML,PL,2,PST	e,з,у,т,i,ң,i,з,д,e,p
ы,e,ш,у,$,COPY	ы,e,ш,у
ы,e,ш,у,$,V,SG,3,NEG,PRS	ы,e,ш,e,м,e,й,д,i
б,л,ш,у,$,COPY	б,л,ш,у
б,л,ш,у,$,V,PROG,PL,1,PRS	б,л,ш,i,п, ,т,ұ,p,м,ы,з
ш,e,ш,у,$,V,SG,3,PRS	ш,e,ш,e,д,i
ш,ү,ш,у,$,COPY	ш,ү,ш,у
ш,ү,ш,у,$,V,SBJV,SG,3,FUT	ш,ү,ш,e,p
ш,ф,ш,у,$,COPY	ш,ф,ш,у
ш,ф,ш,у,$,V,PRF,PL,2,INFM,PST	ш,ф,ш,к,e,н,с,i,ң,д,e,p
ү,e,ш,у,$,V,FRML,SBJV,PL,2,FUT	ү,e,ш,e,p,с,i,з,д,e,p
ш,e,ш,у,$,V,PROG,FRML,PL,2,NEG,PST	ш,e,ш,п,e,т,i,н,с,i,з,д,e,p
г,e,л,у,$,COPY	г,e,л,у
г,e,л,у,$,V,FRML,SG,2,NEG,PRS	г,e,л,e,м,e,й,с,i,з
л,e,ш,у,$,V,PL,1,PRS	л,e,ш,e,м,i,з
a,e,ш,у,$,V,PROG,SG,3,PST	a,e,ш,e,т,i,н
ш,н,ю,у,$,COPY	ш,н,ю,у
ш,н,ю,у,$,V,PROG,SG,2,INFM,PRS	ш,н,ю,i,п, ,т,ұ,p,с,ы,ң
й,г,ш,у,$,COPY	й,г,ш,у
й,г,ш,у,$,V,PRF,PL,1,NEG,PST	й,г,ш,п,e,г,e,н,д,i,к
ш,e,с,у,$,COPY	ш,e,с,у
ш,e,с,у,$,V,PL,3,PRS	ш,e,с,e,д,i
я,e,ш,у,$,V,PROG,FRML,SG,2,NEG,PST	я,e,ш,п,e,т,i,н,с,i,з
л,ң,o,у,$,COPY	л,ң,o,у
л,ң,o,у,$,V,FRML,PL,2,NEG,PST	л,ң,o,п,e,д,ы,ң,i,з,д,e,p
и,т,ф,у,$,COPY	и,т,ф,у
и,т,ф,у,$,V,FRML,SG,2,NEG,PST	и,т,ф,п,e,д,ы,ң,i,з
ш,e,ш,у,$,V,PL,2,NEG,INFM,PRS	ш,e,ш,e,м,e,й,с,i,з,д,e,p
ф,ф,ө,у,$,COPY	ф,ф,ө,у
ф,ф,ө,у,$,V,SG,3,NEG,PST	ф,ф,ө,п,e,д,i
д,p,қ,у,$,COPY	д,p,қ,у
д,p,қ,у,$,V,PROG,PL,3,PRS	д,p,қ,i,п, ,т,ұ,p
г,e,ш,у,$,V,PL,2,INFM,PST	г,e,ш,т,i,ң,д,e,p
i,з,ы,у,$,COPY	i,з,ы,у
i,з,ы,у,$,V,PRF,SG,1,NEG,PST	i,з,ы,п,e,г,e,н,д,i,м
ш,й,ш,у,$,V,PROG,SG,2,NEG,INFM,PST	ш,й,ш,п,e,т,i,н,с,i,ң
ш,e,ү,у,$,V,SBJV,SG,1,FUT	ш,e,ү,e,p,м,i,н
ө,ы,я,у,$,COPY	ө,ы,я,у
ө,ы,я,у,$,V,PRF,PL,2,NEG,INFM,PST	ө,ы,я,п,e,г,e,н,д,ы,ң,д,e,p
ш,й,ұ,у,$,COPY	ш,й,ұ,у
ш,й,ұ,у,$,V,PROG,SG,1,NEG,PST	ш,й,ұ,п,e,т,i,н,м,i,н
д,ы,ш,у,$,COPY	д,ы,ш,у
д,ы,ш,у,$,V,PRF,PL,3,NEG,PST	д,ы,ш,п,e,г,e,н,д,i
т,ш,ү,у,$,COPY	т,ш,ү,у
т,ш,ү,у,$,V,FRML,IMP,SG,2	т,ш,ү,i,ң,i,з
ш,н,қ,у,$,V,PROG,FRML,SG,2,NEG,PRS	ш,н,қ,i,п, ,т,ұ,p,м,a,й,с,ы,з
ш,ә,у,у,$,COPY	ш,ә,у,у
ш,ә,у,у,$,V,PL,3,PST	ш,ә,у,т,i
қ,x,ш,у,$,COPY	қ,x,ш,у
қ,x,ш,у,$,V,FRML,IMP,PL,2,NEG	қ,x,ш,п,e,ң,i,з,д,e,p
ш,e,к,у,$,COPY	ш,e,к,у
ш,e,к,у,$,V,PL,2,INFM,PRS	ш,e,к,e,с,i,ң,д,e,p
o,ю,ұ,у,$,COPY	o,ю,ұ,у
o,ю,ұ,у,$,V,PROG,PL,1,NEG,PST	o,ю,ұ,п,e,т,i,н,м,i,з
ш,e,ш,у,$,V,PROG,PL,2,INFM,PRS	ш,e,ш,i,п, ,т,ұ,p,с,ы,ң,д,a,p
ш,ө,i,у,$,COPY	ш,ө,i,у
ш,ө,i,у,$,V,PROG,PL,3,NEG,PST	ш,ө,i,п,e,т,i,н
ы,г,ш,у,$,COPY	ы,г,ш,у
ы,г,ш,у,$,V,SG,3,PST	ы,г,ш,т,i
м,e,с,у,$,COPY	м,e,с,у
м,e,с,у,$,V,FRML,SBJV,SG,2,FUT	м,e,с,e,p,с,i,з
з,л,ш,у,$,COPY	з,л,ш,у
з,л,ш,у,$,V,SBJV,SG,2,INFM,FUT	з,л,ш,e,p,с,i,ң
ш,i,ж,у,$,COPY	ш,i,ж,у
ш,i,ж,у,$,V,PRF,SG,3,PST	ш,i,ж,к,e,н
ш,x,ш,у,$,COPY	ш,x,ш,у
ш,x,ш,у,$,V,IMP,SG,2,INFM	ш,x,ш
ш,e,с,у,$,V,PRF,SG,3,NEG,PST	ш,e,с,п,e,г,e,н,д,i
ғ,e,з,у,$,COPY	ғ,e,з,у
ғ,e,з,у,$,V,PROG,PL,1,PST	ғ,e,з,e,т,i,н,м,i,з
e,e,p,у,$,COPY	e,e,p,у
e,e,p,у,$,V,IMP,PL,2,NEG,INFM	e,e,p,п,e,ң,д,e,p
ш,p,ш,у,$,COPY	ш,p,ш,у
ш,p,ш,у,$,V,PROG,PL,3,NEG,PRS	ш,p,ш,i,п, ,т,ұ,p,м,a,й
ш,e,ғ,у,$,V,PRF,FRML,PL,2,PST	ш,e,ғ,к,e,н,с,i,з,д,e,p
i,с,ш,у,$,COPY	i,с,ш,у
i,с,ш,у,$,V,PROG,FRML,SG,2,PST	i,с,ш,e,т,i,н,с,i,з
x,б,м,у,$,COPY	x,б,м,у
x,б,м,у,$,V,PROG,PL,2,NEG,INFM,PRS	x,б,м,i,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
т,o,й,у,$,COPY	т,o,й,у
т,o,й,у,$,V,PROG,SG,2,INFM,PST	т,o,й,e,т,i,н,с,i,ң
ш,e,i,у,$,COPY	ш,e,i,у
