হ,ও,য,়,া,$,V,PROG,3,INFM,PRS	হ,চ,্,ছ,ো
শ,ো,ন,া,$,V,2,POL,FUT	শ,ু,ন,ব,ে
শ,ো,ন,া,$,V,HAB,2,PST,LGSPEC1	শ,ু,ন,ত,ি,স
শ,ো,ন,া,$,V,PRF,2,PRS,LGSPEC1	শ,ু,ন,ে,ছ,ি,স
শ,ো,ন,া,$,V,HAB,2,POL,PST	শ,ু,ন,ত,ো
শ,ো,ন,া,$,V,HAB,3,INFM,PST	শ,ু,ন,ত,ে
শ,ো,ন,া,$,V,PRF,1,PST	শ,ু,ন,ে,ছ,ি,ল,া,ম
শ,ো,ন,া,$,V,3,POL,PRS	শ,ো,ন,ে,ন
শ,ো,ন,া,$,V,3,INFM,FUT	শ,ু,ন,ব,ে
শ,ো,ন,া,$,V,PRF,3,POL,PST	শ,ু,ন,ে,ছ,ি,ল,ে,ন
শ,ো,ন,া,$,V,PROG,3,POL,PRS	শ,ু,ন,ছ,ে,ন
শ,ো,ন,া,$,V,3,POL,PST	শ,ু,ন,ল,ে,ন
শ,ো,ন,া,$,V,PRF,1,PRS	শ,ু,ন,ে,ছ,ি
শ,ো,ন,া,$,V,PROG,1,PRS	শ,ু,ন,ছ,ি
শ,ো,ন,া,$,V,1,PRS	শ,ু,ন,ি
শ,ো,ন,া,$,V,2,PRS,LGSPEC1	শ,ু,ন,ি,স
শ,ি,শ,্,ন,$,N,LOC,DEF,PL	শ,ি,শ,্,ন,গ,ু,ল,া,ত,ে
শ,ি,শ,্,ন,$,N,LOC,NDEF	শ,ি,শ,্,ন,ে
শ,ি,শ,্,ন,$,N,NOM,DEF,SG	শ,ি,শ,্,ন,ট,া
শ,ি,শ,্,ন,$,N,GEN,DEF,PL	শ,ি,শ,্,ন,গ,ু,ল,া,র
শ,ি,শ,্,ন,$,N,ACC,NDEF	শ,ি,শ,্,ন
শ,ি,শ,্,ন,$,N,NOM,NDEF	শ,ি,শ,্,ন
শ,ি,শ,্,ন,$,N,NOM,DEF,PL	শ,ি,শ,্,ন,গ,ু,ল,া
শ,ি,শ,্,ন,$,N,ACC,DEF,PL	শ,ি,শ,্,ন,গ,ু,ল,া
শ,ি,শ,্,ন,$,N,GEN,DEF,SG	শ,ি,শ,্,ন,ট,া,র
শ,ি,শ,্,ন,$,N,LOC,DEF,SG	শ,ি,শ,্,ন,ট,া,ত,ে
শ,ি,শ,্,ন,$,N,GEN,NDEF	শ,ি,শ,্,ন,ে,র
শ,ি,শ,্,ন,$,N,ACC,DEF,SG	শ,ি,শ,্,ন,ট,া
ন,ে,শ,া,খ,ো,র,$,N,GEN,NDEF	ন,ে,শ,া,খ,ো,র,ে,র
ন,ে,শ,া,খ,ো,র,$,N,NOM,NDEF	ন,ে,শ,া,খ,ো,র
ন,ে,শ,া,খ,ো,র,$,N,GEN,DEF,SG	ন,ে,শ,া,খ,ো,র,ট,া,র
ন,ে,শ,া,খ,ো,র,$,N,ACC,NDEF	ন,ে,শ,া,খ,ো,র
ন,ে,শ,া,খ,ো,র,$,N,GEN,DEF,PL	ন,ে,শ,া,খ,ো,র,দ,ে,র
ন,ে,শ,া,খ,ো,র,$,N,ACC,DEF,PL	ন,ে,শ,া,খ,ো,র,দ,ে,র,ক,ে
ন,ে,শ,া,খ,ো,র,$,N,NOM,DEF,PL	ন,ে,শ,া,খ,ো,র,ে,র,া
ন,ে,শ,া,খ,ো,র,$,N,ACC,DEF,SG	ন,ে,শ,া,খ,ো,র,ট,া,ক,ে
ন,ে,শ,া,খ,ো,র,$,N,NOM,DEF,SG	ন,ে,শ,া,খ,ো,র,ট,া
দ,া,ঁ,ড,়,া,ন,ো,$,V,2,POL,FUT	দ,া,ঁ,ড,়,া,ব,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,2,POL,PST	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি,ল,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,3,POL,PRS	দ,া,ঁ,ড,়,া,চ,্,ছ,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,3,INFM,PST	দ,া,ঁ,ড,়,া,চ,্,ছ,ি,ল,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,3,INFM,PST	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি,ল,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,1,PST	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি,ল,া,ম
দ,া,ঁ,ড,়,া,ন,ো,$,V,2,PRS,LGSPEC1	দ,া,ঁ,ড,়,া,স
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,2,PRS,LGSPEC1	দ,া,ঁ,ড,়,া,চ,্,ছ,ি,স
দ,া,ঁ,ড,়,া,ন,ো,$,V,1,FUT	দ,া,ঁ,ড,়,া,ব,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,3,INFM,PRS	দ,া,ঁ,ড,়,া,চ,্,ছ,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,1,PST	দ,া,ঁ,ড,়,া,চ,্,ছ,ি,ল,া,ম
দ,া,ঁ,ড,়,া,ন,ো,$,V,2,POL,PST	দ,া,ঁ,ড,়,া,ল,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	দ,া,ঁ,ড,়,া,চ,্,ছ,ি,ল,ি
দ,া,ঁ,ড,়,া,ন,ো,$,V,2,PST,LGSPEC1	দ,া,ঁ,ড,়,া,ল,ি
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,POL,FUT	দ,া,ঁ,ড,়,া,ব,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,INFM,PRS	দ,া,ঁ,ড,়,া,ও
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,POL,PRS	দ,া,ঁ,ড,়,া,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,1,PRS	দ,া,ঁ,ড,়,া,ই
দ,া,ঁ,ড,়,া,ন,ো,$,V,NFIN	দ,া,ঁ,ড,়,া,ত,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,3,POL,PRS	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,HAB,1,PST	দ,া,ঁ,ড,়,া,ত,া,ম
দ,া,ঁ,ড,়,া,ন,ো,$,V,HAB,2,POL,PST	দ,া,ঁ,ড,়,া,ত,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,INFM,FUT	দ,া,ঁ,ড,়,া,ব,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,INFM,PST	দ,া,ঁ,ড,়,া,ল,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,2,PST,LGSPEC1	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি,ল,ি
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,2,POL,PRS	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	দ,া,ঁ,ড,়,া,ত,ি,স
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,1,PRS	দ,া,ঁ,ড,়,া,চ,্,ছ,ি
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,2,POL,PRS	দ,া,ঁ,ড,়,া,চ,্,ছ,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,3,POL,PST	দ,া,ঁ,ড,়,া,চ,্,ছ,ি,ল,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,POL,PST	দ,া,ঁ,ড,়,া,ল,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,2,POL,PRS	দ,া,ঁ,ড,়,া,য,়
দ,া,ঁ,ড,়,া,ন,ো,$,V,1,PST	দ,া,ঁ,ড,়,া,ল,া,ম
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,3,INFM,PRS	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,PROG,2,POL,PST	দ,া,ঁ,ড,়,া,চ,্,ছ,ি,ল,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,HAB,3,POL,PST	দ,া,ঁ,ড,়,া,ত,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,2,FUT,LGSPEC1	দ,া,ঁ,ড,়,া,ব,ি
দ,া,ঁ,ড,়,া,ন,ো,$,V,HAB,3,INFM,PST	দ,া,ঁ,ড,়,া,ত,ে
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,3,POL,PST	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি,ল,ে,ন
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,1,PRS	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি
দ,া,ঁ,ড,়,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	দ,া,ঁ,ড,়,ি,য,়,ে,ছ,ি,স
জ,ে,ল,া,$,N,GEN,NDEF	জ,ে,ল,া,র
জ,ে,ল,া,$,N,ACC,DEF,PL	জ,ে,ল,া,গ,ু,ল,া
জ,ে,ল,া,$,N,NOM,NDEF	জ,ে,ল,া
জ,ে,ল,া,$,N,GEN,DEF,SG	জ,ে,ল,া,ট,া,র
জ,ে,ল,া,$,N,LOC,NDEF	জ,ে,ল,া,ত,ে
জ,ে,ল,া,$,N,NOM,DEF,PL	জ,ে,ল,া,গ,ু,ল,া
জ,ে,ল,া,$,N,ACC,NDEF	জ,ে,ল,া
জ,ে,ল,া,$,N,LOC,DEF,PL	জ,ে,ল,া,গ,ু,ল,া,ত,ে
জ,ে,ল,া,$,N,LOC,DEF,SG	জ,ে,ল,া,ট,া,ত,ে
জ,ে,ল,া,$,N,ACC,DEF,SG	জ,ে,ল,া,ট,া
জ,ে,ল,া,$,N,NOM,DEF,SG	জ,ে,ল,া,ট,া
জ,ে,ল,া,$,N,GEN,DEF,PL	জ,ে,ল,া,গ,ু,ল,া,র
ম,া,র,া,$,V,PROG,1,PST	ম,া,র,ছ,ি,ল,া,ম
ম,া,র,া,$,V,2,PST,LGSPEC1	ম,া,র,ল,ি
ম,া,র,া,$,V,PRF,2,PST,LGSPEC1	ম,ে,র,ে,ছ,ি,ল,ি
ম,া,র,া,$,V,2,POL,FUT	ম,া,র,ব,ে
ম,া,র,া,$,V,PROG,3,INFM,PST	ম,া,র,ছ,ি,ল,ে
ম,া,র,া,$,V,3,POL,PRS	ম,া,র,ে,ন
ম,া,র,া,$,V,3,INFM,PRS	ম,া,র,ো
ম,া,র,া,$,V,PROG,3,POL,PST	ম,া,র,ছ,ি,ল,ে,ন
ম,া,র,া,$,V,2,PRS,LGSPEC1	ম,া,র,ি,স
ম,া,র,া,$,V,HAB,1,PST	ম,া,র,ত,া,ম
ম,া,র,া,$,V,PROG,1,PRS	ম,া,র,ছ,ি
ম,া,র,া,$,V,2,POL,PRS	ম,া,র,ে
ম,া,র,া,$,V,PROG,2,POL,PST	ম,া,র,ছ,ি,ল,ো
ম,া,র,া,$,V,2,FUT,LGSPEC1	ম,া,র,ব,ি
ম,া,র,া,$,V,PROG,2,PST,LGSPEC1	ম,া,র,ছ,ি,ল,ি
ম,া,র,া,$,V,3,INFM,FUT	ম,া,র,ব,ে
ম,া,র,া,$,V,HAB,3,INFM,PST	ম,া,র,ত,ে
ম,া,র,া,$,V,1,PRS	ম,া,র,ি
ম,া,র,া,$,V,PRF,1,PST	ম,ে,র,ে,ছ,ি,ল,া,ম
ম,া,র,া,$,V,1,PST	ম,া,র,ল,া,ম
ম,া,র,া,$,V,2,POL,PST	ম,া,র,ল,ো
ম,া,র,া,$,V,PROG,3,POL,PRS	ম,া,র,ছ,ে,ন
ম,া,র,া,$,V,PRF,2,POL,PST	ম,ে,র,ে,ছ,ি,ল,ো
ম,া,র,া,$,V,PRF,2,POL,PRS	ম,ে,র,ে,ছ,ে
ম,া,র,া,$,V,3,INFM,PST	ম,া,র,ল,ে
ম,া,র,া,$,V,PRF,3,INFM,PST	ম,ে,র,ে,ছ,ি,ল,ে
ম,া,র,া,$,V,PRF,1,PRS	ম,ে,র,ে,ছ,ি
ম,া,র,া,$,V,PRF,2,PRS,LGSPEC1	ম,ে,র,ে,ছ,ি,স
ম,া,র,া,$,V,1,FUT	ম,া,র,ব,ো
ম,া,র,া,$,V,HAB,2,POL,PST	ম,া,র,ত,ো
ম,া,র,া,$,V,HAB,2,PST,LGSPEC1	ম,া,র,ত,ি,স
ম,া,র,া,$,V,3,POL,FUT	ম,া,র,ব,ে,ন
ম,া,র,া,$,V,PROG,3,INFM,PRS	ম,া,র,ছ,ো
ম,া,র,া,$,V,3,POL,PST	ম,া,র,ল,ে,ন
ম,া,র,া,$,V,NFIN	ম,া,র,ত,ে
ম,া,র,া,$,V,HAB,3,POL,PST	ম,া,র,ত,ে,ন
ম,া,র,া,$,V,PRF,3,POL,PST	ম,ে,র,ে,ছ,ি,ল,ে,ন
ম,া,র,া,$,V,PRF,3,POL,PRS	ম,ে,র,ে,ছ,ে,ন
ম,া,র,া,$,V,PRF,3,INFM,PRS	ম,ে,র,ে,ছ,ো
ম,া,র,া,$,V,PROG,2,POL,PRS	ম,া,র,ছ,ে
ম,া,র,া,$,V,PROG,2,PRS,LGSPEC1	ম,া,র,ছ,ি,স
চ,া,প,া,$,V,HAB,3,POL,PST	চ,া,প,ত,ে,ন
চ,া,প,া,$,V,HAB,2,POL,PST	চ,া,প,ত,ো
চ,া,প,া,$,V,3,INFM,FUT	চ,া,প,ব,ে
চ,া,প,া,$,V,PROG,1,PRS	চ,া,প,ছ,ি
চ,া,প,া,$,V,PRF,3,POL,PST	চ,ে,প,ে,ছ,ি,ল,ে,ন
চ,া,প,া,$,V,PROG,2,POL,PST	চ,া,প,ছ,ি,ল,ো
চ,া,প,া,$,V,HAB,1,PST	চ,া,প,ত,া,ম
চ,া,প,া,$,V,PRF,3,POL,PRS	চ,ে,প,ে,ছ,ে,ন
চ,া,প,া,$,V,2,PST,LGSPEC1	চ,া,প,ল,ি
চ,া,প,া,$,V,3,INFM,PST	চ,া,প,ল,ে
চ,া,প,া,$,V,PRF,1,PRS	চ,ে,প,ে,ছ,ি
চ,া,প,া,$,V,PROG,3,POL,PST	চ,া,প,ছ,ি,ল,ে,ন
চ,া,প,া,$,V,PRF,3,INFM,PST	চ,ে,প,ে,ছ,ি,ল,ে
চ,া,প,া,$,V,2,PRS,LGSPEC1	চ,া,প,ি,স
চ,া,প,া,$,V,1,PST	চ,া,প,ল,া,ম
চ,া,প,া,$,V,HAB,3,INFM,PST	চ,া,প,ত,ে
চ,া,প,া,$,V,3,POL,FUT	চ,া,প,ব,ে,ন
চ,া,প,া,$,V,PROG,2,PRS,LGSPEC1	চ,া,প,ছ,ি,স
চ,া,প,া,$,V,PRF,2,PRS,LGSPEC1	চ,ে,প,ে,ছ,ি,স
চ,া,প,া,$,V,PRF,3,INFM,PRS	চ,ে,প,ে,ছ,ো
চ,া,প,া,$,V,PROG,2,PST,LGSPEC1	চ,া,প,ছ,ি,ল,ি
চ,া,প,া,$,V,HAB,2,PST,LGSPEC1	চ,া,প,ত,ি,স
চ,া,প,া,$,V,3,POL,PST	চ,া,প,ল,ে,ন
চ,া,প,া,$,V,PROG,2,POL,PRS	চ,া,প,ছ,ে
চ,া,প,া,$,V,PRF,2,POL,PST	চ,ে,প,ে,ছ,ি,ল,ো
চ,া,প,া,$,V,2,POL,FUT	চ,া,প,ব,ে
চ,া,প,া,$,V,1,FUT	চ,া,প,ব,ো
চ,া,প,া,$,V,PROG,3,INFM,PRS	চ,া,প,ছ,ো
চ,া,প,া,$,V,1,PRS	চ,া,প,ি
চ,া,প,া,$,V,PROG,1,PST	চ,া,প,ছ,ি,ল,া,ম
চ,া,প,া,$,V,PRF,2,PST,LGSPEC1	চ,ে,প,ে,ছ,ি,ল,ি
চ,া,প,া,$,V,2,POL,PST	চ,া,প,ল,ো
চ,া,প,া,$,V,3,INFM,PRS	চ,া,প,ো
চ,া,প,া,$,V,PRF,2,POL,PRS	চ,ে,প,ে,ছ,ে
চ,া,প,া,$,V,3,POL,PRS	চ,া,প,ে,ন
চ,া,প,া,$,V,PRF,1,PST	চ,ে,প,ে,ছ,ি,ল,া,ম
চ,া,প,া,$,V,PROG,3,INFM,PST	চ,া,প,ছ,ি,ল,ে
চ,া,প,া,$,V,2,FUT,LGSPEC1	চ,া,প,ব,ি
চ,া,প,া,$,V,NFIN	চ,া,প,ত,ে
চ,া,প,া,$,V,2,POL,PRS	চ,া,প,ে
চ,া,প,া,$,V,PROG,3,POL,PRS	চ,া,প,ছ,ে,ন
ম,ু,খ,$,N,LOC,DEF,SG	ম,ু,খ,ট,া,ত,ে
ম,ু,খ,$,N,ACC,DEF,SG	ম,ু,খ,ট,া
ম,ু,খ,$,N,GEN,DEF,SG	ম,ু,খ,ট,া,র
ম,ু,খ,$,N,ACC,DEF,PL	ম,ু,খ,গ,ু,ল,া
ম,ু,খ,$,N,NOM,NDEF	ম,ু,খ
ম,ু,খ,$,N,GEN,DEF,PL	ম,ু,খ,গ,ু,ল,া,র
ম,ু,খ,$,N,ACC,NDEF	ম,ু,খ
ম,ু,খ,$,N,LOC,NDEF	ম,ু,খ,ে
ম,ু,খ,$,N,GEN,NDEF	ম,ু,খ,ে,র
ম,ু,খ,$,N,LOC,DEF,PL	ম,ু,খ,গ,ু,ল,া,ত,ে
ম,ু,খ,$,N,NOM,DEF,SG	ম,ু,খ,ট,া
ম,ু,খ,$,N,NOM,DEF,PL	ম,ু,খ,গ,ু,ল,া
ব,ল,া,$,V,3,INFM,PST	ব,ল,্,ল,ে
ব,ল,া,$,V,HAB,3,INFM,PST	ব,ল,ত,ে
ব,ল,া,$,V,1,FUT	ব,ল,ব,ো
ব,ল,া,$,V,2,FUT,LGSPEC1	ব,ল,ব,ি
ব,ল,া,$,V,PRF,3,POL,PRS	ব,ল,ে,ছ,ে,ন
ব,ল,া,$,V,PROG,2,POL,PRS	ব,ল,ছ,ে
ব,ল,া,$,V,2,PST,LGSPEC1	ব,ল,্,ল,ি
ব,ল,া,$,V,PROG,2,PST,LGSPEC1	ব,ল,ছ,ি,ল,ি
ব,ল,া,$,V,3,INFM,FUT	ব,ল,ব,ে
ব,ল,া,$,V,PRF,3,INFM,PRS	ব,ল,ে,ছ,ো
ব,ল,া,$,V,PRF,1,PRS	ব,ল,ে,ছ,ি
ব,ল,া,$,V,PRF,1,PST	ব,ল,ে,ছ,ি,ল,া,ম
ব,ল,া,$,V,2,POL,PST	ব,ল,্,ল,ো
ব,ল,া,$,V,PRF,2,POL,PST	ব,ল,ে,ছ,ি,ল,ো
ব,ল,া,$,V,3,POL,PST	ব,ল,্,ল,ে,ন
ব,ল,া,$,V,PRF,2,PST,LGSPEC1	ব,ল,ে,ছ,ি,ল,ি
ব,ল,া,$,V,PROG,3,POL,PRS	ব,ল,ছ,ে,ন
ব,ল,া,$,V,PRF,2,POL,PRS	ব,ল,ে,ছ,ে
ব,ল,া,$,V,NFIN	ব,ল,ত,ে
ব,ল,া,$,V,PRF,2,PRS,LGSPEC1	ব,ল,ে,ছ,ি,স
ব,ল,া,$,V,PROG,3,POL,PST	ব,ল,ছ,ি,ল,ে,ন
ব,ল,া,$,V,2,POL,FUT	ব,ল,ব,ে
ব,ল,া,$,V,PROG,2,PRS,LGSPEC1	ব,ল,ছ,ি,স
ব,ল,া,$,V,PROG,3,INFM,PST	ব,ল,ছ,ি,ল,ে
ব,ল,া,$,V,PROG,1,PRS	ব,ল,ছ,ি
ব,ল,া,$,V,PROG,1,PST	ব,ল,ছ,ি,ল,া,ম
ব,ল,া,$,V,PROG,3,INFM,PRS	ব,ল,ছ,ো
ব,ল,া,$,V,2,POL,PRS	ব,ল,ে
ব,ল,া,$,V,HAB,2,POL,PST	ব,ল,ত,ো
ব,ল,া,$,V,HAB,1,PST	ব,ল,ত,া,ম
ব,ল,া,$,V,HAB,2,PST,LGSPEC1	ব,ল,ত,ি,স
ব,ল,া,$,V,PRF,3,POL,PST	ব,ল,ে,ছ,ি,ল,ে,ন
ব,ল,া,$,V,2,PRS,LGSPEC1	ব,ল,ি,স
ব,ল,া,$,V,1,PRS	ব,ল,ি
ব,ল,া,$,V,HAB,3,POL,PST	ব,ল,ত,ে,ন
ব,ল,া,$,V,PROG,2,POL,PST	ব,ল,ছ,ি,ল,ো
ব,ল,া,$,V,3,INFM,PRS	ব,ল,ো
ব,ল,া,$,V,3,POL,PRS	ব,ল,ে,ন
ব,ল,া,$,V,3,POL,FUT	ব,ল,ব,ে,ন
ব,ল,া,$,V,PRF,3,INFM,PST	ব,ল,ে,ছ,ি,ল,ে
ব,ল,া,$,V,1,PST	ব,ল,্,ল,া,ম
ঘ,া,ম,া,ন,ো,$,V,PRF,3,INFM,PRS	ঘ,া,ম,ি,য,়,ে,ছ,ো
ঘ,া,ম,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	ঘ,া,ম,ি,য,়,ে,ছ,ি,স
ঘ,া,ম,া,ন,ো,$,V,PROG,3,POL,PRS	ঘ,া,ম,া,চ,্,ছ,ে,ন
ঘ,া,ম,া,ন,ো,$,V,NFIN	ঘ,া,ম,া,ত,ে
ঘ,া,ম,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	ঘ,া,ম,া,ত,ি,স
ঘ,া,ম,া,ন,ো,$,V,PROG,1,PST	ঘ,া,ম,া,চ,্,ছ,ি,ল,া,ম
ঘ,া,ম,া,ন,ো,$,V,HAB,2,POL,PST	ঘ,া,ম,া,ত,ো
ঘ,া,ম,া,ন,ো,$,V,PRF,1,PRS	ঘ,া,ম,ি,য,়,ে,ছ,ি
ঘ,া,ম,া,ন,ো,$,V,PRF,3,POL,PRS	ঘ,া,ম,ি,য,়,ে,ছ,ে,ন
ঘ,া,ম,া,ন,ো,$,V,HAB,3,INFM,PST	ঘ,া,ম,া,ত,ে
ঘ,া,ম,া,ন,ো,$,V,PRF,1,PST	ঘ,া,ম,ি,য,়,ে,ছ,ি,ল,া,ম
ঘ,া,ম,া,ন,ো,$,V,3,POL,PST	ঘ,া,ম,া,ল,ে,ন
ঘ,া,ম,া,ন,ো,$,V,HAB,1,PST	ঘ,া,ম,া,ত,া,ম
ঘ,া,ম,া,ন,ো,$,V,PRF,2,POL,PST	ঘ,া,ম,ি,য,়,ে,ছ,ি,ল,ো
ঘ,া,ম,া,ন,ো,$,V,PRF,2,POL,PRS	ঘ,া,ম,ি,য,়,ে,ছ,ে
ঘ,া,ম,া,ন,ো,$,V,3,INFM,PRS	ঘ,া,ম,া,ও
ঘ,া,ম,া,ন,ো,$,V,3,POL,FUT	ঘ,া,ম,া,ব,ে,ন
ঘ,া,ম,া,ন,ো,$,V,PROG,3,INFM,PST	ঘ,া,ম,া,চ,্,ছ,ি,ল,ে
ঘ,া,ম,া,ন,ো,$,V,2,FUT,LGSPEC1	ঘ,া,ম,া,ব,ি
ঘ,া,ম,া,ন,ো,$,V,2,POL,PST	ঘ,া,ম,া,ল,ো
ঘ,া,ম,া,ন,ো,$,V,3,INFM,PST	ঘ,া,ম,া,ল,ে
ঘ,া,ম,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	ঘ,া,ম,া,চ,্,ছ,ি,ল,ি
ঘ,া,ম,া,ন,ো,$,V,HAB,3,POL,PST	ঘ,া,ম,া,ত,ে,ন
ঘ,া,ম,া,ন,ো,$,V,3,INFM,FUT	ঘ,া,ম,া,ব,ে
ঘ,া,ম,া,ন,ো,$,V,PRF,2,PST,LGSPEC1	ঘ,া,ম,ি,য,়,ে,ছ,ি,ল,ি
ঘ,া,ম,া,ন,ো,$,V,PRF,3,INFM,PST	ঘ,া,ম,ি,য,়,ে,ছ,ি,ল,ে
ঘ,া,ম,া,ন,ো,$,V,1,FUT	ঘ,া,ম,া,ব,ো
ঘ,া,ম,া,ন,ো,$,V,PROG,2,POL,PST	ঘ,া,ম,া,চ,্,ছ,ি,ল,ো
ঘ,া,ম,া,ন,ো,$,V,PROG,1,PRS	ঘ,া,ম,া,চ,্,ছ,ি
ঘ,া,ম,া,ন,ো,$,V,PROG,3,INFM,PRS	ঘ,া,ম,া,চ,্,ছ,ো
ঘ,া,ম,া,ন,ো,$,V,2,POL,PRS	ঘ,া,ম,া,য,়
ঘ,া,ম,া,ন,ো,$,V,PROG,3,POL,PST	ঘ,া,ম,া,চ,্,ছ,ি,ল,ে,ন
ঘ,া,ম,া,ন,ো,$,V,2,PRS,LGSPEC1	ঘ,া,ম,া,স
ঘ,া,ম,া,ন,ো,$,V,2,POL,FUT	ঘ,া,ম,া,ব,ে
ঘ,া,ম,া,ন,ো,$,V,PRF,3,POL,PST	ঘ,া,ম,ি,য,়,ে,ছ,ি,ল,ে,ন
ঘ,া,ম,া,ন,ো,$,V,PROG,2,PRS,LGSPEC1	ঘ,া,ম,া,চ,্,ছ,ি,স
ঘ,া,ম,া,ন,ো,$,V,3,POL,PRS	ঘ,া,ম,া,ন
ঘ,া,ম,া,ন,ো,$,V,1,PST	ঘ,া,ম,া,ল,া,ম
ঘ,া,ম,া,ন,ো,$,V,2,PST,LGSPEC1	ঘ,া,ম,া,ল,ি
ঘ,া,ম,া,ন,ো,$,V,1,PRS	ঘ,া,ম,া,ই
ঘ,া,ম,া,ন,ো,$,V,PROG,2,POL,PRS	ঘ,া,ম,া,চ,্,ছ,ে
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PRF,3,POL,PRS	ব,্,য,ব,হ,া,র, ,ক,র,ে,ছ,ে,ন
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,3,POL,FUT	ব,্,য,ব,হ,া,র, ,ক,র,ব,ে,ন
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,3,INFM,FUT	ব,্,য,ব,হ,া,র, ,ক,র,ব,ে
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,HAB,2,POL,PST	ব,্,য,ব,হ,া,র, ,ক,র,ত,ো
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	ব,্,য,ব,হ,া,র, ,ক,র,ছ,ি,স
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,2,POL,PRS	ব,্,য,ব,হ,া,র, ,ক,র,ে
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PROG,1,PST	ব,্,য,ব,হ,া,র, ,ক,র,ছ,ি,ল,া,ম
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,3,POL,PST	ব,্,য,ব,হ,া,র, ,ক,র,ল,ে,ন
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	ব,্,য,ব,হ,া,র, ,ক,র,ে,ছ,ি,স
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,2,POL,PST	ব,্,য,ব,হ,া,র, ,ক,র,ল,ো
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PROG,3,POL,PST	ব,্,য,ব,হ,া,র, ,ক,র,ছ,ি,ল,ে,ন
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,HAB,3,INFM,PST	ব,্,য,ব,হ,া,র, ,ক,র,ত,ে
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PRF,2,POL,PST	ব,্,য,ব,হ,া,র, ,ক,র,ে,ছ,ি,ল,ো
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,PROG,2,POL,PRS	ব,্,য,ব,হ,া,র, ,ক,র,ছ,ে
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,NFIN	ব,্,য,ব,হ,া,র, ,ক,র,ত,ে
