l,i,a,$,COPY	l,i,a
k,m,k,c,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,m,k,c
k,a,t,k,$,COPY	k,a,t,k
k,a,t,k,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,a,t,k
k,a,t,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,a,t,a
t,a,t,a,$,COPY	t,a,t,a
t,a,t,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,a,t,a
k,g,a,a,$,COPY	k,g,a,a
k,g,a,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,g,a,a
j,a,t,o,$,COPY	j,a,t,o
j,a,t,o,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,j,a,t,o
k,a,t,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,a,t,a
c,a,t,i,$,COPY	c,a,t,i
c,a,t,i,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,c,a,t,i
n,h,m,a,$,COPY	n,h,m,a
n,h,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,n,h,m,a
n,a,a,w,$,COPY	n,a,a,w
n,a,a,w,$,V,FIN,IND,SG,3,PST	a,l,i,n,a,a,w
o,a,t,z,$,COPY	o,a,t,z
o,a,t,z,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,o,a,t,z
k,a,t,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,a,t,a
k,u,t,a,$,COPY	k,u,t,a
k,u,t,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,u,t,a
k,a,t,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,a,t,a
g,u,g,a,$,COPY	g,u,g,a
g,u,g,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,g,u,g,a
o,n,m,u,$,COPY	o,n,m,u
o,n,m,u,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,o,n,m,u
p,a,t,a,$,V,FIN,IND,SG,3,FUT	a,t,a,p,a,t,a
d,a,t,a,$,COPY	d,a,t,a
d,a,t,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,d,a,t,a
k,k,k,c,$,COPY	k,k,k,c
k,k,k,c,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,k,k,c
k,r,r,h,$,COPY	k,r,r,h
k,r,r,h,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,r,r,h
k,a,n,u,$,COPY	k,a,n,u
k,a,n,u,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,a,n,u
l,g,t,a,$,COPY	l,g,t,a
l,g,t,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,l,g,t,a
k,a,t,o,$,COPY	k,a,t,o
k,a,t,o,$,V,FIN,IND,SG,2,FUT	u,t,a,k,a,t,o
f,p,t,a,$,COPY	f,p,t,a
f,p,t,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,p,t,a
s,a,m,s,$,COPY	s,a,m,s
s,a,m,s,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,a,m,s
k,a,d,a,$,COPY	k,a,d,a
k,a,d,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,a,d,a
k,a,g,t,$,COPY	k,a,g,t
k,a,g,t,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,a,g,t
t,a,t,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,a,t,a
k,a,l,t,$,COPY	k,a,l,t
k,a,l,t,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,a,l,t
j,a,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,j,a,z,a
k,a,t,y,$,COPY	k,a,t,y
k,a,t,y,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,a,t,y
s,z,k,u,i,a,$,COPY	s,z,k,u,i,a
s,z,k,u,i,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,z,k,u,i,a
s,u,k,p,w,a,$,COPY	s,u,k,p,w,a
s,u,k,p,w,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,u,k,p,w,a
s,u,k,f,c,a,$,COPY	s,u,k,f,c,a
s,u,k,f,c,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,u,k,f,c,a
s,u,k,r,p,a,$,COPY	s,u,k,r,p,a
s,u,k,r,p,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,u,k,r,p,a
s,c,f,u,t,a,$,COPY	s,c,f,u,t,a
s,c,f,u,t,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,c,f,u,t,a
s,k,f,u,o,a,$,COPY	s,k,f,u,o,a
s,k,f,u,o,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,k,f,u,o,a
s,d,e,u,m,a,$,COPY	s,d,e,u,m,a
s,d,e,u,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,d,e,u,m,a
s,c,t,b,z,a,$,COPY	s,c,t,b,z,a
s,c,t,b,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,c,t,b,z,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,u,k,u,m,a
s,u,k,u,k,a,$,COPY	s,u,k,u,k,a
s,u,k,u,k,a,$,V,FIN	k,u,s,u,k,u,k,a
s,u,r,u,m,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,u,r,u,m,a
s,u,j,u,m,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,u,j,u,m,a
s,u,o,u,m,a,$,COPY	s,u,o,u,m,a
s,u,o,u,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,u,o,u,m,a
s,g,c,u,c,a,$,COPY	s,g,c,u,c,a
s,g,c,u,c,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,g,c,u,c,a
s,y,k,u,g,a,$,COPY	s,y,k,u,g,a
s,y,k,u,g,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,y,k,u,g,a
s,u,n,u,k,a,$,COPY	s,u,n,u,k,a
s,u,n,u,k,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,u,n,u,k,a
s,i,u,p,m,a,$,COPY	s,i,u,p,m,a
s,i,u,p,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,i,u,p,m,a
s,u,t,u,u,a,$,COPY	s,u,t,u,u,a
s,u,t,u,u,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,u,t,u,u,a
s,w,g,l,m,a,$,COPY	s,w,g,l,m,a
s,w,g,l,m,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,w,g,l,m,a
s,f,k,r,y,a,$,COPY	s,f,k,r,y,a
s,f,k,r,y,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,f,k,r,y,a
s,u,d,n,g,a,$,COPY	s,u,d,n,g,a
s,u,d,n,g,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,u,d,n,g,a
s,u,k,u,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,u,k,u,m,a
s,u,e,u,n,a,$,COPY	s,u,e,u,n,a
s,u,e,u,n,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,u,e,u,n,a
s,y,a,o,m,a,$,COPY	s,y,a,o,m,a
s,y,a,o,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,y,a,o,m,a
s,c,k,g,a,a,$,COPY	s,c,k,g,a,a
s,c,k,g,a,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,c,k,g,a,a
s,g,k,u,m,a,$,COPY	s,g,k,u,m,a
s,g,k,u,m,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,g,k,u,m,a
s,u,k,o,i,a,$,COPY	s,u,k,o,i,a
s,u,k,o,i,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,u,k,o,i,a
s,u,z,u,r,a,$,COPY	s,u,z,u,r,a
s,u,z,u,r,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,u,z,u,r,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,u,k,u,m,a
s,u,k,j,r,a,$,COPY	s,u,k,j,r,a
s,u,k,j,r,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,u,k,j,r,a
s,u,k,u,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,u,k,u,m,a
s,d,c,s,n,a,$,COPY	s,d,c,s,n,a
s,d,c,s,n,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,d,c,s,n,a
s,e,p,u,m,a,$,COPY	s,e,p,u,m,a
s,e,p,u,m,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,e,p,u,m,a
s,u,k,c,b,a,$,COPY	s,u,k,c,b,a
s,u,k,c,b,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,u,k,c,b,a
s,u,t,s,m,a,$,COPY	s,u,t,s,m,a
s,u,t,s,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,u,t,s,m,a
s,u,k,u,u,a,$,COPY	s,u,k,u,u,a
s,u,k,u,u,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,u,k,u,u,a
s,u,k,s,j,a,$,COPY	s,u,k,s,j,a
s,u,k,s,j,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,u,k,s,j,a
s,u,k,n,w,a,$,COPY	s,u,k,n,w,a
s,u,k,n,w,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,u,k,n,w,a
s,g,k,o,m,a,$,COPY	s,g,k,o,m,a
s,g,k,o,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,g,k,o,m,a
s,j,k,u,p,a,$,COPY	s,j,k,u,p,a
s,j,k,u,p,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,j,k,u,p,a
s,w,k,u,m,a,$,COPY	s,w,k,u,m,a
s,w,k,u,m,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,w,k,u,m,a
s,b,r,r,m,a,$,COPY	s,b,r,r,m,a
s,b,r,r,m,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,b,r,r,m,a
s,r,w,z,m,a,$,COPY	s,r,w,z,m,a
s,r,w,z,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,r,w,z,m,a
s,m,k,i,m,a,$,COPY	s,m,k,i,m,a
s,m,k,i,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,m,k,i,m,a
s,u,c,d,e,a,$,COPY	s,u,c,d,e,a
s,u,c,d,e,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,u,c,d,e,a
s,n,k,u,h,a,$,COPY	s,n,k,u,h,a
s,n,k,u,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,n,k,u,h,a
s,d,u,u,m,a,$,COPY	s,d,u,u,m,a
s,d,u,u,m,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,d,u,u,m,a
s,u,k,a,m,a,$,COPY	s,u,k,a,m,a
s,u,k,a,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,u,k,a,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,u,k,u,m,a
o,t,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,o,t,a
o,t,l,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,o,t,l
j,g,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,j,g,a
o,l,a,$,COPY	o,l,a
o,l,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,o,l,a
o,n,a,$,V,FIN,IND,PL,2,FUT	m,t,a,o,n,a
o,h,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,o,h,a
o,h,r,$,COPY	o,h,r
o,h,r,$,V,FIN,IND,SG,3,PST	a,l,i,o,h,r
a,t,a,$,COPY	a,t,a
a,t,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,a,t,a
o,t,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,o,t,a
n,d,y,$,COPY	n,d,y
n,d,y,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,n,d,y
w,t,b,$,COPY	w,t,b
w,t,b,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,w,t,b
o,t,t,$,V,INDF,FIN,IND,SG,2,PRS	u,a,o,t,t
d,r,o,$,COPY	d,r,o
d,r,o,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,d,r,o
o,t,u,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,o,t,u
z,t,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,z,t,a
o,b,z,$,COPY	o,b,z
o,b,z,$,V,FIN,IND,PL,3,FUT	w,a,t,a,o,b,z
o,y,a,$,COPY	o,y,a
o,y,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,o,y,a
o,t,a,$,V,FIN,IND,SG,3,FUT	a,t,a,o,t,a
o,m,n,$,V,FIN,IND,SG,1,PST	n,i,l,i,o,m,n
o,t,m,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,o,t,m
g,t,m,$,COPY	g,t,m
g,t,m,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,g,t,m
o,t,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,o,t,a
f,t,a,$,COPY	f,t,a
f,t,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,t,a
o,a,a,$,COPY	o,a,a
o,a,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,o,a,a
o,i,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,o,i,a
o,e,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,o,e,a
h,t,a,$,COPY	h,t,a
h,t,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,h,t,a
o,t,j,$,V,FIN,IND,PL,1,FUT	t,u,t,a,o,t,j
c,t,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,t,a
z,t,s,$,COPY	z,t,s
z,t,s,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,z,t,s
o,t,a,$,V,FIN,IND,PL,2,PST	m,l,i,o,t,a
o,a,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,o,a,a
o,h,o,$,COPY	o,h,o
o,h,o,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,o,h,o
h,t,a,$,V,FIN,IND,SG,2,FUT	u,t,a,h,t,a
o,f,f,$,COPY	o,f,f
o,f,f,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,o,f,f
r,b,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,r,b,a
m,y,f,$,COPY	m,y,f
m,y,f,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,m,y,f
o,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,o,z,a
j,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,j,h,a
o,t,d,$,COPY	o,t,d
o,t,d,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,o,t,d
o,o,a,$,V,FIN,IND,SG,2,PST	u,l,i,o,o,a
m,y,r,$,COPY	m,y,r
m,y,r,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,m,y,r
o,t,o,$,COPY	o,t,o
o,t,o,$,V,FIN	k,u,o,t,o
o,t,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,o,t,a
k,j,a,$,COPY	k,j,a
k,j,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,j,a
t,t,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,t,t,a
o,t,p,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,o,t,p
o,t,y,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,o,t,y
h,t,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,h,t,a
c,z,o,$,COPY	c,z,o
c,z,o,$,V,INDF,FIN,IND,SG,3,PRS	a,a,c,z,o
d,i,a,$,COPY	d,i,a
d,i,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,d,i,a
u,p,a,$,COPY	u,p,a
u,p,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,u,p,a
d,z,a,$,COPY	d,z,a
d,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,d,z,a
u,l,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,u,l,a
u,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,u,z,a
u,z,s,$,COPY	u,z,s
u,z,s,$,V,INDF,FIN,IND,SG,2,PRS	u,a,u,z,s
t,z,m,$,COPY	t,z,m
t,z,m,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,z,m
u,i,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,u,i,a
y,z,j,$,COPY	y,z,j
y,z,j,$,V,INDF,FIN,IND,PL,2,PRS	m,a,y,z,j
u,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,u,z,a
u,z,z,$,COPY	u,z,z
u,z,z,$,V,FIN,IND,SG,3,PST	a,l,i,u,z,z
l,z,i,$,COPY	l,z,i
l,z,i,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,l,z,i
u,i,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,u,i,a
p,z,p,$,COPY	p,z,p
p,z,p,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,p,z,p
w,i,a,$,COPY	w,i,a
w,i,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,w,i,a
u,m,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,u,m,a
u,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,u,z,a
u,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,u,z,a
u,z,z,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,u,z,z
z,m,a,$,COPY	z,m,a
z,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,z,m,a
c,z,d,$,COPY	c,z,d
c,z,d,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,z,d
e,z,s,$,COPY	e,z,s
e,z,s,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,e,z,s
u,w,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,u,w,a
w,z,y,$,COPY	w,z,y
w,z,y,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,w,z,y
u,r,d,$,COPY	u,r,d
u,r,d,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,u,r,d
b,z,e,$,COPY	b,z,e
b,z,e,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,b,z,e
u,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,u,z,a
u,z,g,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,u,z,g
u,f,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,u,f,a
u,t,m,$,COPY	u,t,m
u,t,m,$,V,FIN,IND,PL,1,FUT	t,u,t,a,u,t,m
u,b,g,$,COPY	u,b,g
u,b,g,$,V,FIN,IND,PL,3,FUT	w,a,t,a,u,b,g
e,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,e,z,a
e,y,u,$,COPY	e,y,u
e,y,u,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,e,y,u
u,z,a,$,V,FIN	k,u,u,z,a
n,e,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,n,e,a
u,j,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,u,j,a
u,c,k,$,COPY	u,c,k
u,c,k,$,V,FIN,IND,SG,1,PST	n,i,l,i,u,c,k
u,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,u,z,a
z,r,a,$,V,FIN,IND,PL,2,PST	m,l,i,z,r,a
u,h,a,$,V,FIN,IND,SG,2,PST	u,l,i,u,h,a
u,h,w,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,u,h,w
u,l,a,$,V,FIN,IND,SG,3,FUT	a,t,a,u,l,a
h,z,a,$,COPY	h,z,a
h,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,h,z,a
w,n,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,w,n,a
c,l,a,f,y,a,$,COPY	c,l,a,f,y,a
c,l,a,f,y,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,c,l,a,f,y,a
c,h,s,i,m,a,$,COPY	c,h,s,i,m,a
c,h,s,i,m,a,$,V,FIN	k,u,c,h,s,i,m,a
c,j,a,f,c,a,$,COPY	c,j,a,f,c,a
c,j,a,f,c,a,$,V,FIN,IND,PL,2,FUT	m,t,a,c,j,a,f,c,a
c,p,o,u,t,a,$,COPY	c,p,o,u,t,a
c,p,o,u,t,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,c,p,o,u,t,a
c,h,d,j,j,a,$,COPY	c,h,d,j,j,a
c,h,d,j,j,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,d,j,j,a
c,e,a,f,b,a,$,COPY	c,e,a,f,b,a
c,e,a,f,b,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,c,e,a,f,b,a
c,l,t,f,y,a,$,COPY	c,l,t,f,y,a
c,l,t,f,y,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,c,l,t,f,y,a
c,h,j,y,y,a,$,COPY	c,h,j,y,y,a
c,h,j,y,y,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,c,h,j,y,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,2,PST	u,l,i,c,h,a,f,y,a
c,h,r,f,y,a,$,COPY	c,h,r,f,y,a
c,h,r,f,y,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,c,h,r,f,y,a
c,h,f,f,y,a,$,COPY	c,h,f,f,y,a
c,h,f,f,y,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,c,h,f,f,y,a
c,s,a,d,p,a,$,COPY	c,s,a,d,p,a
c,s,a,d,p,a,$,V,FIN,IND,SG,2,FUT	u,t,a,c,s,a,d,p,a
c,r,n,f,y,a,$,COPY	c,r,n,f,y,a
c,r,n,f,y,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,c,r,n,f,y,a
c,h,a,y,y,a,$,COPY	c,h,a,y,y,a
c,h,a,y,y,a,$,V,FIN,IND,SG,3,PST	a,l,i,c,h,a,y,y,a
c,h,r,f,y,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,c,h,r,f,y,a
c,l,a,w,s,a,$,COPY	c,l,a,w,s,a
c,l,a,w,s,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,c,l,a,w,s,a
c,k,a,f,y,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,c,k,a,f,y,a
c,h,h,f,l,a,$,COPY	c,h,h,f,l,a
c,h,h,f,l,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,c,h,h,f,l,a
c,h,a,s,y,a,$,COPY	c,h,a,s,y,a
c,h,a,s,y,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,a,s,y,a
c,j,a,f,o,a,$,COPY	c,j,a,f,o,a
c,j,a,f,o,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,c,j,a,f,o,a
c,o,a,f,h,a,$,COPY	c,o,a,f,h,a
c,o,a,f,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,o,a,f,h,a
c,u,m,c,y,a,$,COPY	c,u,m,c,y,a
c,u,m,c,y,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,c,u,m,c,y,a
c,h,l,f,y,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,c,h,l,f,y,a
c,h,y,j,k,a,$,COPY	c,h,y,j,k,a
c,h,y,j,k,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,h,y,j,k,a
c,h,a,f,b,a,$,COPY	c,h,a,f,b,a
c,h,a,f,b,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,c,h,a,f,b,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,c,h,a,f,y,a
c,h,e,f,u,a,$,COPY	c,h,e,f,u,a
c,h,e,f,u,a,$,V,FIN,IND,SG,3,FUT	a,t,a,c,h,e,f,u,a
c,h,a,f,g,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,c,h,a,f,g,a
c,h,c,f,y,a,$,COPY	c,h,c,f,y,a
c,h,c,f,y,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,c,h,c,f,y,a
c,h,a,t,y,a,$,COPY	c,h,a,t,y,a
c,h,a,t,y,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,c,h,a,t,y,a
c,h,u,f,y,a,$,COPY	c,h,u,f,y,a
c,h,u,f,y,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,c,h,u,f,y,a
c,h,a,f,l,a,$,COPY	c,h,a,f,l,a
c,h,a,f,l,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,c,h,a,f,l,a
c,m,b,f,j,a,$,COPY	c,m,b,f,j,a
c,m,b,f,j,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,m,b,f,j,a
c,h,j,g,y,a,$,COPY	c,h,j,g,y,a
c,h,j,g,y,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,c,h,j,g,y,a
c,k,m,d,y,a,$,COPY	c,k,m,d,y,a
c,k,m,d,y,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,c,k,m,d,y,a
c,u,a,w,y,a,$,COPY	c,u,a,w,y,a
c,u,a,w,y,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,c,u,a,w,y,a
c,k,a,f,y,a,$,V,FIN,IND,PL,2,PST	m,l,i,c,k,a,f,y,a
c,p,k,e,z,a,$,COPY	c,p,k,e,z,a
c,p,k,e,z,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,p,k,e,z,a
c,g,r,g,y,a,$,COPY	c,g,r,g,y,a
c,g,r,g,y,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,c,g,r,g,y,a
c,d,i,z,l,a,$,COPY	c,d,i,z,l,a
c,d,i,z,l,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,c,d,i,z,l,a
c,u,r,u,y,a,$,COPY	c,u,r,u,y,a
c,u,r,u,y,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,c,u,r,u,y,a
c,b,b,f,p,a,$,COPY	c,b,b,f,p,a
c,b,b,f,p,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,c,b,b,f,p,a
c,h,i,w,e,a,$,COPY	c,h,i,w,e,a
c,h,i,w,e,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,h,i,w,e,a
c,n,a,f,w,a,$,COPY	c,n,a,f,w,a
c,n,a,f,w,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,c,n,a,f,w,a
c,j,a,f,w,a,$,COPY	c,j,a,f,w,a
c,j,a,f,w,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,c,j,a,f,w,a
c,n,a,f,n,a,$,COPY	c,n,a,f,n,a
