হ,ও,য,়,া,$,COPY	হ,ও,য,়,া
ভ,া,্,া,$,COPY	ভ,া,্,া
ভ,া,্,া,$,V,2,PRS,LGSPEC1	ভ,া,্,ি,স
ভ,স,ব,া,$,COPY	ভ,স,ব,া
ভ,স,ব,া,$,V,PROG,3,POL,PST	ভ,স,ব,ছ,ি,ল,ে,ন
ভ,ী,ভ,া,$,COPY	ভ,ী,ভ,া
ভ,ী,ভ,া,$,V,PROG,2,PST,LGSPEC1	ভ,ী,ভ,ছ,ি,ল,ি
ঠ,়,ষ,া,$,COPY	ঠ,়,ষ,া
ঠ,়,ষ,া,$,V,3,POL,PRS	ঠ,়,ষ,ে,ন
চ,ণ,আ,$,COPY	চ,ণ,আ
চ,ণ,আ,$,N,GEN,DEF,SG	চ,ণ,আ,ট,া,র
ি,ু,ু,$,COPY	ি,ু,ু
ি,ু,ু,$,N,LOC,DEF,SG	ি,ু,ু,ট,া,ত,ে
চ,ো,খ,$,N,ACC,DEF,PL	চ,ো,খ,গ,ু,ল,া
চ,ো,ঠ,$,COPY	চ,ো,ঠ
চ,ো,ঠ,$,N,LOC,DEF,PL	চ,ো,ঠ,গ,ু,ল,া,ত,ে
চ,ো,খ,$,N,ACC,NDEF	চ,ো,খ
গ,র,ও,$,COPY	গ,র,ও
গ,র,ও,$,N,GEN,NDEF	গ,র,ও,ে,র
ে,ঠ,ণ,$,COPY	ে,ঠ,ণ
ে,ঠ,ণ,$,N,LOC,NDEF	ে,ঠ,ণ,ে
ল,ি,খ,$,COPY	ল,ি,খ
ল,ি,খ,$,N,GEN,DEF,PL	ল,ি,খ,গ,ু,ল,া,র
ও,ো,খ,$,COPY	ও,ো,খ
ও,ো,খ,$,N,NOM,DEF,PL	ও,ো,খ,গ,ু,ল,া
চ,ো,খ,$,N,ACC,DEF,SG	চ,ো,খ,ট,া
ম,র,ভ,$,COPY	ম,র,ভ
ম,র,ভ,$,N,NOM,DEF,SG	ম,র,ভ,ট,া
ে,ম,ত,$,COPY	ে,ম,ত
ে,ম,ত,$,N,NOM,NDEF	ে,ম,ত
শ,ত,ন,া,$,COPY	শ,ত,ন,া
শ,ত,ন,া,$,V,2,POL,PRS	শ,ত,ন,ে
শ,উ,ন,া,$,V,3,INFM,PRS	শ,উ,ন,ো
শ,হ,ন,া,$,COPY	শ,হ,ন,া
শ,হ,ন,া,$,V,3,POL,PRS	শ,হ,ন,ে,ন
শ,ি,া,্,ঠ,$,COPY	শ,ি,া,্,ঠ
শ,ি,া,্,ঠ,$,N,LOC,DEF,PL	শ,ি,া,্,ঠ,গ,ু,ল,া,ত,ে
শ,জ,শ,খ,ফ,$,COPY	শ,জ,শ,খ,ফ
শ,জ,শ,খ,ফ,$,N,LOC,NDEF	শ,জ,শ,খ,ফ,ে
খ,া,শ,্,ন,$,COPY	খ,া,শ,্,ন
খ,া,শ,্,ন,$,N,NOM,DEF,SG	খ,া,শ,্,ন,ট,া
শ,অ,শ,্,ন,$,COPY	শ,অ,শ,্,ন
শ,অ,শ,্,ন,$,N,GEN,DEF,PL	শ,অ,শ,্,ন,গ,ু,ল,া,র
শ,া,ফ,ী,আ,$,COPY	শ,া,ফ,ী,আ
শ,া,ফ,ী,আ,$,N,ACC,NDEF	শ,া,ফ,ী,আ
শ,ি,শ,্,ফ,$,COPY	শ,ি,শ,্,ফ
শ,ি,শ,্,ফ,$,N,NOM,NDEF	শ,ি,শ,্,ফ
দ,ঝ,শ,ই,ন,$,COPY	দ,ঝ,শ,ই,ন
দ,ঝ,শ,ই,ন,$,N,NOM,DEF,PL	দ,ঝ,শ,ই,ন,গ,ু,ল,া
শ,ঠ,শ,শ,ী,$,COPY	শ,ঠ,শ,শ,ী
শ,ঠ,শ,শ,ী,$,N,ACC,DEF,PL	শ,ঠ,শ,শ,ী,গ,ু,ল,া
শ,ু,ন,আ,ল,$,COPY	শ,ু,ন,আ,ল
শ,ু,ন,আ,ল,$,N,GEN,DEF,SG	শ,ু,ন,আ,ল,ট,া,র
ঢ,চ,ত,্,ন,$,COPY	ঢ,চ,ত,্,ন
ঢ,চ,ত,্,ন,$,N,LOC,DEF,SG	ঢ,চ,ত,্,ন,ট,া,ত,ে
শ,ধ,ণ,্,ন,$,COPY	শ,ধ,ণ,্,ন
শ,ধ,ণ,্,ন,$,N,GEN,NDEF	শ,ধ,ণ,্,ন,ে,র
খ,ি,শ,্,ন,$,COPY	খ,ি,শ,্,ন
খ,ি,শ,্,ন,$,N,ACC,DEF,SG	খ,ি,শ,্,ন,ট,া
ন,দ,ও,া,এ,ো,র,$,COPY	ন,দ,ও,া,এ,ো,র
ন,দ,ও,া,এ,ো,র,$,N,GEN,NDEF	ন,দ,ও,া,এ,ো,র,ে,র
ন,ে,শ,ভ,অ,ট,র,$,COPY	ন,ে,শ,ভ,অ,ট,র
ন,ে,শ,ভ,অ,ট,র,$,N,NOM,NDEF	ন,ে,শ,ভ,অ,ট,র
ন,়,চ,া,খ,ো,র,$,COPY	ন,়,চ,া,খ,ো,র
ন,়,চ,া,খ,ো,র,$,N,GEN,DEF,SG	ন,়,চ,া,খ,ো,র,ট,া,র
ন,ঁ,ঢ,গ,ল,ো,র,$,COPY	ন,ঁ,ঢ,গ,ল,ো,র
ন,ঁ,ঢ,গ,ল,ো,র,$,N,ACC,NDEF	ন,ঁ,ঢ,গ,ল,ো,র
ন,ো,য,া,খ,ো,র,$,COPY	ন,ো,য,া,খ,ো,র
ন,ো,য,া,খ,ো,র,$,N,GEN,DEF,PL	ন,ো,য,া,খ,ো,র,দ,ে,র
ন,ন,শ,ট,খ,ো,র,$,COPY	ন,ন,শ,ট,খ,ো,র
ন,ন,শ,ট,খ,ো,র,$,N,ACC,DEF,PL	ন,ন,শ,ট,খ,ো,র,দ,ে,র,ক,ে
ন,ো,ফ,়,ছ,ো,র,$,COPY	ন,ো,ফ,়,ছ,ো,র
ন,ো,ফ,়,ছ,ো,র,$,N,NOM,DEF,PL	ন,ো,ফ,়,ছ,ো,র,ে,র,া
ন,ে,শ,জ,খ,ছ,র,$,COPY	ন,ে,শ,জ,খ,ছ,র
ন,ে,শ,জ,খ,ছ,র,$,N,ACC,DEF,SG	ন,ে,শ,জ,খ,ছ,র,ট,া,ক,ে
ন,ে,শ,া,খ,স,র,$,COPY	ন,ে,শ,া,খ,স,র
ন,ে,শ,া,খ,স,র,$,N,NOM,DEF,SG	ন,ে,শ,া,খ,স,র,ট,া
দ,স,ঁ,া,়,া,ন,ো,$,COPY	দ,স,ঁ,া,়,া,ন,ো
দ,স,ঁ,া,়,া,ন,ো,$,V,2,POL,FUT	দ,স,ঁ,া,়,া,ব,ে
া,র,য,ড,়,া,ন,ো,$,COPY	া,র,য,ড,়,া,ন,ো
া,র,য,ড,়,া,ন,ো,$,V,PRF,2,POL,PST	া,র,য,ড,়,ি,য,়,ে,ছ,ি,ল,ো
দ,া,ক,ী,়,া,ন,ো,$,COPY	দ,া,ক,ী,়,া,ন,ো
দ,া,ক,ী,়,া,ন,ো,$,V,PROG,3,POL,PRS	দ,া,ক,ী,়,া,চ,্,ছ,ে,ন
দ,ি,ঁ,ড,়,া,ন,ো,$,COPY	দ,ি,ঁ,ড,়,া,ন,ো
দ,ি,ঁ,ড,়,া,ন,ো,$,V,PROG,3,INFM,PST	দ,ি,ঁ,ড,়,া,চ,্,ছ,ি,ল,ে
দ,গ,ঁ,আ,ে,া,ন,ো,$,COPY	দ,গ,ঁ,আ,ে,া,ন,ো
দ,গ,ঁ,আ,ে,া,ন,ো,$,V,PRF,3,INFM,PST	দ,গ,ঁ,আ,ে,ি,য,়,ে,ছ,ি,ল,ে
ত,া,চ,ু,জ,া,ন,ো,$,COPY	ত,া,চ,ু,জ,া,ন,ো
ত,া,চ,ু,জ,া,ন,ো,$,V,PRF,1,PST	ত,া,চ,ু,জ,ি,য,়,ে,ছ,ি,ল,া,ম
দ,দ,ধ,ড,়,া,ন,ো,$,COPY	দ,দ,ধ,ড,়,া,ন,ো
দ,দ,ধ,ড,়,া,ন,ো,$,V,2,PRS,LGSPEC1	দ,দ,ধ,ড,়,া,স
দ,ঙ,ত,ড,়,া,ন,ো,$,COPY	দ,ঙ,ত,ড,়,া,ন,ো
দ,ঙ,ত,ড,়,া,ন,ো,$,V,PROG,2,PRS,LGSPEC1	দ,ঙ,ত,ড,়,া,চ,্,ছ,ি,স
দ,জ,চ,্,ত,া,ন,ো,$,COPY	দ,জ,চ,্,ত,া,ন,ো
দ,জ,চ,্,ত,া,ন,ো,$,V,1,FUT	দ,জ,চ,্,ত,া,ব,ো
দ,ঝ,ঁ,ড,়,া,ন,ো,$,COPY	দ,ঝ,ঁ,ড,়,া,ন,ো
দ,ঝ,ঁ,ড,়,া,ন,ো,$,V,PROG,3,INFM,PRS	দ,ঝ,ঁ,ড,়,া,চ,্,ছ,ো
দ,া,ী,ড,়,া,ন,ো,$,COPY	দ,া,ী,ড,়,া,ন,ো
দ,া,ী,ড,়,া,ন,ো,$,V,PROG,1,PST	দ,া,ী,ড,়,া,চ,্,ছ,ি,ল,া,ম
দ,ঙ,া,ড,়,া,ন,ো,$,COPY	দ,ঙ,া,ড,়,া,ন,ো
দ,ঙ,া,ড,়,া,ন,ো,$,V,2,POL,PST	দ,ঙ,া,ড,়,া,ল,ো
দ,ঁ,ঁ,ড,ব,া,ন,ো,$,COPY	দ,ঁ,ঁ,ড,ব,া,ন,ো
দ,ঁ,ঁ,ড,ব,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	দ,ঁ,ঁ,ড,ব,া,চ,্,ছ,ি,ল,ি
দ,উ,আ,ড,়,া,ন,ো,$,COPY	দ,উ,আ,ড,়,া,ন,ো
দ,উ,আ,ড,়,া,ন,ো,$,V,2,PST,LGSPEC1	দ,উ,আ,ড,়,া,ল,ি
দ,া,ম,য,়,া,ন,ো,$,COPY	দ,া,ম,য,়,া,ন,ো
দ,া,ম,য,়,া,ন,ো,$,V,3,POL,FUT	দ,া,ম,য,়,া,ব,ে,ন
দ,া,ঁ,আ,স,া,ন,ো,$,COPY	দ,া,ঁ,আ,স,া,ন,ো
দ,া,ঁ,আ,স,া,ন,ো,$,V,3,INFM,PRS	দ,া,ঁ,আ,স,া,ও
দ,দ,ী,ঢ,দ,া,ন,ো,$,COPY	দ,দ,ী,ঢ,দ,া,ন,ো
দ,দ,ী,ঢ,দ,া,ন,ো,$,V,3,POL,PRS	দ,দ,ী,ঢ,দ,া,ন
দ,া,ী,ড,ই,া,ন,ো,$,COPY	দ,া,ী,ড,ই,া,ন,ো
দ,া,ী,ড,ই,া,ন,ো,$,V,1,PRS	দ,া,ী,ড,ই,া,ই
দ,ঙ,চ,ড,ছ,া,ন,ো,$,COPY	দ,ঙ,চ,ড,ছ,া,ন,ো
দ,ঙ,চ,ড,ছ,া,ন,ো,$,V,NFIN	দ,ঙ,চ,ড,ছ,া,ত,ে
দ,া,য,ু,জ,া,ন,ো,$,COPY	দ,া,য,ু,জ,া,ন,ো
দ,া,য,ু,জ,া,ন,ো,$,V,PRF,3,POL,PRS	দ,া,য,ু,জ,ি,য,়,ে,ছ,ে,ন
দ,া,ঁ,হ,ষ,া,ন,ো,$,COPY	দ,া,ঁ,হ,ষ,া,ন,ো
দ,া,ঁ,হ,ষ,া,ন,ো,$,V,HAB,1,PST	দ,া,ঁ,হ,ষ,া,ত,া,ম
দ,া,ফ,ধ,়,া,ন,ো,$,COPY	দ,া,ফ,ধ,়,া,ন,ো
দ,া,ফ,ধ,়,া,ন,ো,$,V,HAB,2,POL,PST	দ,া,ফ,ধ,়,া,ত,ো
দ,া,ঁ,ড,়,া,ন,ো,$,V,3,INFM,FUT	দ,া,ঁ,ড,়,া,ব,ে
দ,উ,ঁ,ট,়,া,ন,ো,$,COPY	দ,উ,ঁ,ট,়,া,ন,ো
দ,উ,ঁ,ট,়,া,ন,ো,$,V,3,INFM,PST	দ,উ,ঁ,ট,়,া,ল,ে
দ,া,ঁ,ড,ফ,া,ন,ো,$,V,PRF,2,PST,LGSPEC1	দ,া,ঁ,ড,ফ,ি,য,়,ে,ছ,ি,ল,ি
ত,ই,ঁ,হ,়,া,ন,ো,$,COPY	ত,ই,ঁ,হ,়,া,ন,ো
ত,ই,ঁ,হ,়,া,ন,ো,$,V,PRF,2,POL,PRS	ত,ই,ঁ,হ,়,ি,য,়,ে,ছ,ে
দ,া,ঁ,য,়,া,ন,ো,$,COPY	দ,া,ঁ,য,়,া,ন,ো
দ,া,ঁ,য,়,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	দ,া,ঁ,য,়,া,ত,ি,স
দ,া,ঁ,ড,খ,া,ন,ো,$,V,PROG,1,PRS	দ,া,ঁ,ড,খ,া,চ,্,ছ,ি
দ,া,ঁ,ড,ঙ,া,ন,ো,$,V,PROG,2,POL,PRS	দ,া,ঁ,ড,ঙ,া,চ,্,ছ,ে
দ,খ,ঁ,ক,চ,া,ন,ো,$,COPY	দ,খ,ঁ,ক,চ,া,ন,ো
দ,খ,ঁ,ক,চ,া,ন,ো,$,V,PROG,3,POL,PST	দ,খ,ঁ,ক,চ,া,চ,্,ছ,ি,ল,ে,ন
দ,খ,ঁ,ড,়,া,ন,ো,$,COPY	দ,খ,ঁ,ড,়,া,ন,ো
দ,খ,ঁ,ড,়,া,ন,ো,$,V,3,POL,PST	দ,খ,ঁ,ড,়,া,ল,ে,ন
দ,ু,প,ক,়,া,ন,ো,$,COPY	দ,ু,প,ক,়,া,ন,ো
দ,ু,প,ক,়,া,ন,ো,$,V,2,POL,PRS	দ,ু,প,ক,়,া,য,়
দ,ট,্,ড,ড,া,ন,ো,$,COPY	দ,ট,্,ড,ড,া,ন,ো
দ,ট,্,ড,ড,া,ন,ো,$,V,1,PST	দ,ট,্,ড,ড,া,ল,া,ম
দ,া,ঁ,ড,গ,া,ন,ো,$,V,PRF,3,INFM,PRS	দ,া,ঁ,ড,গ,ি,য,়,ে,ছ,ো
দ,ক,উ,আ,়,া,ন,ো,$,COPY	দ,ক,উ,আ,়,া,ন,ো
দ,ক,উ,আ,়,া,ন,ো,$,V,PROG,2,POL,PST	দ,ক,উ,আ,়,া,চ,্,ছ,ি,ল,ো
দ,ই,ঠ,ড,ঙ,া,ন,ো,$,COPY	দ,ই,ঠ,ড,ঙ,া,ন,ো
দ,ই,ঠ,ড,ঙ,া,ন,ো,$,V,HAB,3,POL,PST	দ,ই,ঠ,ড,ঙ,া,ত,ে,ন
দ,া,ট,ড,চ,া,ন,ো,$,COPY	দ,া,ট,ড,চ,া,ন,ো
দ,া,ট,ড,চ,া,ন,ো,$,V,2,FUT,LGSPEC1	দ,া,ট,ড,চ,া,ব,ি
দ,য,র,ে,ভ,া,ন,ো,$,COPY	দ,য,র,ে,ভ,া,ন,ো
দ,য,র,ে,ভ,া,ন,ো,$,V,HAB,3,INFM,PST	দ,য,র,ে,ভ,া,ত,ে
দ,া,ঁ,ো,়,া,ন,ো,$,V,PRF,3,POL,PST	দ,া,ঁ,ো,়,ি,য,়,ে,ছ,ি,ল,ে,ন
ঝ,প,ঁ,ছ,়,া,ন,ো,$,COPY	ঝ,প,ঁ,ছ,়,া,ন,ো
ঝ,প,ঁ,ছ,়,া,ন,ো,$,V,PRF,1,PRS	ঝ,প,ঁ,ছ,়,ি,য,়,ে,ছ,ি
দ,া,র,ঘ,প,া,ন,ো,$,COPY	দ,া,র,ঘ,প,া,ন,ো
দ,া,র,ঘ,প,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	দ,া,র,ঘ,প,ি,য,়,ে,ছ,ি,স
জ,এ,ি,া,$,COPY	জ,এ,ি,া
জ,এ,ি,া,$,N,GEN,NDEF	জ,এ,ি,া,র
জ,ে,ল,া,$,N,NOM,NDEF	জ,ে,ল,া
জ,ই,উ,া,$,COPY	জ,ই,উ,া
জ,ই,উ,া,$,N,GEN,DEF,SG	জ,ই,উ,া,ট,া,র
ো,়,ল,া,$,COPY	ো,়,ল,া
ো,়,ল,া,$,N,LOC,NDEF	ো,়,ল,া,ত,ে
ক,ে,ল,া,$,N,ACC,NDEF	ক,ে,ল,া
শ,ে,ছ,া,$,COPY	শ,ে,ছ,া
শ,ে,ছ,া,$,N,LOC,DEF,SG	শ,ে,ছ,া,ট,া,ত,ে
জ,ে,ন,া,$,N,ACC,DEF,SG	জ,ে,ন,া,ট,া
জ,ে,ঙ,া,$,COPY	জ,ে,ঙ,া
জ,ে,ঙ,া,$,N,NOM,DEF,SG	জ,ে,ঙ,া,ট,া
ম,া,ঘ,া,$,COPY	ম,া,ঘ,া
ম,া,ঘ,া,$,V,PROG,1,PST	ম,া,ঘ,ছ,ি,ল,া,ম
ভ,আ,র,া,$,COPY	ভ,আ,র,া
ভ,আ,র,া,$,V,2,PST,LGSPEC1	ভ,আ,র,ল,ি
্,ট,ী,া,$,COPY	্,ট,ী,া
্,ট,ী,া,$,V,2,POL,FUT	্,ট,ী,ব,ে
ম,ভ,ই,া,$,COPY	ম,ভ,ই,া
ম,ভ,ই,া,$,V,PROG,3,INFM,PST	ম,ভ,ই,ছ,ি,ল,ে
ছ,া,র,া,$,COPY	ছ,া,র,া
ছ,া,র,া,$,V,3,POL,PRS	ছ,া,র,ে,ন
ম,ে,র,া,$,COPY	ম,ে,র,া
ম,ে,র,া,$,V,3,INFM,PRS	ম,ে,র,ো
ম,আ,শ,া,$,COPY	ম,আ,শ,া
ম,আ,শ,া,$,V,PROG,3,POL,PST	ম,আ,শ,ছ,ি,ল,ে,ন
ৃ,া,র,া,$,COPY	ৃ,া,র,া
ৃ,া,র,া,$,V,2,PRS,LGSPEC1	ৃ,া,র,ি,স
অ,া,র,া,$,COPY	অ,া,র,া
অ,া,র,া,$,V,HAB,1,PST	অ,া,র,ত,া,ম
ম,শ,র,া,$,COPY	ম,শ,র,া
ম,শ,র,া,$,V,PROG,1,PRS	ম,শ,র,ছ,ি
ো,া,ক,া,$,COPY	ো,া,ক,া
ো,া,ক,া,$,V,2,POL,PRS	ো,া,ক,ে
ম,া,র,া,$,V,PROG,2,POL,PST	ম,া,র,ছ,ি,ল,ো
ম,ন,শ,া,$,COPY	ম,ন,শ,া
ম,ন,শ,া,$,V,2,FUT,LGSPEC1	ম,ন,শ,ব,ি
ফ,া,র,া,$,COPY	ফ,া,র,া
ফ,া,র,া,$,V,PROG,2,PST,LGSPEC1	ফ,া,র,ছ,ি,ল,ি
ৃ,ঝ,র,া,$,COPY	ৃ,ঝ,র,া
ৃ,ঝ,র,া,$,V,3,INFM,FUT	ৃ,ঝ,র,ব,ে
ম,া,গ,া,$,V,HAB,3,INFM,PST	ম,া,গ,ত,ে
ম,ভ,র,া,$,COPY	ম,ভ,র,া
ম,ভ,র,া,$,V,1,PRS	ম,ভ,র,ি
ঙ,া,র,া,$,V,1,PST	ঙ,া,র,ল,া,ম
দ,ঙ,া,া,$,COPY	দ,ঙ,া,া
দ,ঙ,া,া,$,V,2,POL,PST	দ,ঙ,া,ল,ো
ম,ব,ক,া,$,COPY	ম,ব,ক,া
ম,ব,ক,া,$,V,PROG,3,POL,PRS	ম,ব,ক,ছ,ে,ন
ম,ী,ী,া,$,COPY	ম,ী,ী,া
ম,ী,ী,া,$,V,3,INFM,PST	ম,ী,ী,ল,ে
ে,ঙ,র,া,$,COPY	ে,ঙ,র,া
ে,ঙ,র,া,$,V,1,FUT	ে,ঙ,র,ব,ো
অ,ক,ি,া,$,COPY	অ,ক,ি,া
অ,ক,ি,া,$,V,HAB,2,POL,PST	অ,ক,ি,ত,ো
া,ছ,র,া,$,COPY	া,ছ,র,া
া,ছ,র,া,$,V,HAB,2,PST,LGSPEC1	া,ছ,র,ত,ি,স
ও,া,ও,া,$,COPY	ও,া,ও,া
ও,া,ও,া,$,V,3,POL,FUT	ও,া,ও,ব,ে,ন
ম,ি,র,া,$,COPY	ম,ি,র,া
ম,ি,র,া,$,V,PROG,3,INFM,PRS	ম,ি,র,ছ,ো
ছ,প,র,া,$,COPY	ছ,প,র,া
ছ,প,র,া,$,V,3,POL,PST	ছ,প,র,ল,ে,ন
ম,া,র,া,$,V,NFIN	ম,া,র,ত,ে
হ,র,ন,া,$,COPY	হ,র,ন,া
হ,র,ন,া,$,V,HAB,3,POL,PST	হ,র,ন,ত,ে,ন
ষ,া,ঁ,া,$,V,PROG,2,POL,PRS	ষ,া,ঁ,ছ,ে
ঁ,া,র,া,$,COPY	ঁ,া,র,া
ঁ,া,র,া,$,V,PROG,2,PRS,LGSPEC1	ঁ,া,র,ছ,ি,স
ঁ,ণ,ঠ,া,$,COPY	ঁ,ণ,ঠ,া
ঁ,ণ,ঠ,া,$,V,HAB,3,POL,PST	ঁ,ণ,ঠ,ত,ে,ন
চ,প,ষ,া,$,V,HAB,2,POL,PST	চ,প,ষ,ত,ো
চ,া,জ,া,$,COPY	চ,া,জ,া
চ,া,জ,া,$,V,3,INFM,FUT	চ,া,জ,ব,ে
চ,়,প,া,$,COPY	চ,়,প,া
চ,়,প,া,$,V,PROG,1,PRS	চ,়,প,ছ,ি
চ,ধ,ো,া,$,COPY	চ,ধ,ো,া
চ,ধ,ো,া,$,V,PROG,2,POL,PST	চ,ধ,ো,ছ,ি,ল,ো
চ,আ,প,া,$,V,HAB,1,PST	চ,আ,প,ত,া,ম
চ,া,দ,া,$,V,2,PST,LGSPEC1	চ,া,দ,ল,ি
স,া,প,া,$,COPY	স,া,প,া
স,া,প,া,$,V,3,INFM,PST	স,া,প,ল,ে
চ,়,ম,া,$,COPY	চ,়,ম,া
চ,়,ম,া,$,V,PROG,3,POL,PST	চ,়,ম,ছ,ি,ল,ে,ন
ফ,া,প,া,$,COPY	ফ,া,প,া
ফ,া,প,া,$,V,2,PRS,LGSPEC1	ফ,া,প,ি,স
চ,া,আ,া,$,COPY	চ,া,আ,া
চ,া,আ,া,$,V,1,PST	চ,া,আ,ল,া,ম
উ,ত,প,া,$,COPY	উ,ত,প,া
উ,ত,প,া,$,V,HAB,3,INFM,PST	উ,ত,প,ত,ে
ছ,ি,প,া,$,COPY	ছ,ি,প,া
ছ,ি,প,া,$,V,3,POL,FUT	ছ,ি,প,ব,ে,ন
গ,া,ঘ,া,$,COPY	গ,া,ঘ,া
গ,া,ঘ,া,$,V,PROG,2,PRS,LGSPEC1	গ,া,ঘ,ছ,ি,স
্,চ,প,া,$,COPY	্,চ,প,া
্,চ,প,া,$,V,PROG,2,PST,LGSPEC1	্,চ,প,ছ,ি,ল,ি
হ,শ,র,া,$,COPY	হ,শ,র,া
হ,শ,র,া,$,V,HAB,2,PST,LGSPEC1	হ,শ,র,ত,ি,স
চ,া,ধ,া,$,V,3,POL,PST	চ,া,ধ,ল,ে,ন
গ,া,ড,া,$,COPY	গ,া,ড,া
গ,া,ড,া,$,V,PROG,2,POL,PRS	গ,া,ড,ছ,ে
ই,ৃ,প,া,$,COPY	ই,ৃ,প,া
ই,ৃ,প,া,$,V,2,POL,FUT	ই,ৃ,প,ব,ে
ম,ে,প,া,$,COPY	ম,ে,প,া
ম,ে,প,া,$,V,1,FUT	ম,ে,প,ব,ো
চ,া,প,া,$,V,PROG,3,INFM,PRS	চ,া,প,ছ,ো
ম,া,প,া,$,V,1,PRS	ম,া,প,ি
ও,ঢ,প,া,$,COPY	ও,ঢ,প,া
ও,ঢ,প,া,$,V,PROG,1,PST	ও,ঢ,প,ছ,ি,ল,া,ম
ষ,আ,প,া,$,COPY	ষ,আ,প,া
ষ,আ,প,া,$,V,2,POL,PST	ষ,আ,প,ল,ো
চ,য,প,া,$,COPY	চ,য,প,া
চ,য,প,া,$,V,3,INFM,PRS	চ,য,প,ো
ণ,ঘ,ঁ,া,$,COPY	ণ,ঘ,ঁ,া
ণ,ঘ,ঁ,া,$,V,3,POL,PRS	ণ,ঘ,ঁ,ে,ন
চ,ি,ত,া,$,COPY	চ,ি,ত,া
চ,ি,ত,া,$,V,PROG,3,INFM,PST	চ,ি,ত,ছ,ি,ল,ে
এ,ক,ভ,া,$,COPY	এ,ক,ভ,া
এ,ক,ভ,া,$,V,2,FUT,LGSPEC1	এ,ক,ভ,ব,ি
ই,গ,প,া,$,COPY	ই,গ,প,া
ই,গ,প,া,$,V,NFIN	ই,গ,প,ত,ে
ু,া,প,া,$,COPY	ু,া,প,া
ু,া,প,া,$,V,2,POL,PRS	ু,া,প,ে
এ,ম,প,া,$,COPY	এ,ম,প,া
এ,ম,প,া,$,V,PROG,3,POL,PRS	এ,ম,প,ছ,ে,ন
ম,উ,ফ,$,COPY	ম,উ,ফ
ম,উ,ফ,$,N,LOC,DEF,SG	ম,উ,ফ,ট,া,ত,ে
ঘ,ু,খ,$,N,ACC,DEF,SG	ঘ,ু,খ,ট,া
ি,ল,ে,$,COPY	ি,ল,ে
ি,ল,ে,$,N,GEN,DEF,SG	ি,ল,ে,ট,া,র
ম,ু,উ,$,COPY	ম,ু,উ
ম,ু,উ,$,N,ACC,DEF,PL	ম,ু,উ,গ,ু,ল,া
ম,হ,খ,$,COPY	ম,হ,খ
ম,হ,খ,$,N,NOM,NDEF	ম,হ,খ
ম,ৃ,খ,$,COPY	ম,ৃ,খ
ম,ৃ,খ,$,N,GEN,DEF,PL	ম,ৃ,খ,গ,ু,ল,া,র
ব,ু,খ,$,COPY	ব,ু,খ
ব,ু,খ,$,N,ACC,NDEF	ব,ু,খ
উ,ু,খ,$,COPY	উ,ু,খ
উ,ু,খ,$,N,LOC,NDEF	উ,ু,খ,ে
া,ু,খ,$,COPY	া,ু,খ
া,ু,খ,$,N,GEN,NDEF	া,ু,খ,ে,র
ে,গ,খ,$,COPY	ে,গ,খ
ে,গ,খ,$,N,LOC,DEF,PL	ে,গ,খ,গ,ু,ল,া,ত,ে
ম,ু,ঁ,$,COPY	ম,ু,ঁ
ম,ু,ঁ,$,N,NOM,DEF,SG	ম,ু,ঁ,ট,া
ম,চ,ঝ,$,COPY	ম,চ,ঝ
ম,চ,ঝ,$,N,NOM,DEF,PL	ম,চ,ঝ,গ,ু,ল,া
ঘ,ত,প,া,ন,ো,$,COPY	ঘ,ত,প,া,ন,ো
ঘ,ত,প,া,ন,ো,$,V,PRF,3,INFM,PRS	ঘ,ত,প,ি,য,়,ে,ছ,ো
গ,া,ম,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	গ,া,ম,ি,য,়,ে,ছ,ি,স
গ,া,ম,া,ন,ো,$,V,PROG,3,POL,PRS	গ,া,ম,া,চ,্,ছ,ে,ন
ঘ,ভ,আ,ী,ন,ো,$,COPY	ঘ,ভ,আ,ী,ন,ো
ঘ,ভ,আ,ী,ন,ো,$,V,NFIN	ঘ,ভ,আ,ী,ত,ে
ল,া,ম,া,ন,ো,$,COPY	ল,া,ম,া,ন,ো
ল,া,ম,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	ল,া,ম,া,ত,ি,স
ফ,া,ো,ে,ন,ো,$,COPY	ফ,া,ো,ে,ন,ো
ফ,া,ো,ে,ন,ো,$,V,PROG,1,PST	ফ,া,ো,ে,চ,্,ছ,ি,ল,া,ম
দ,়,া,া,ন,ো,$,COPY	দ,়,া,া,ন,ো
দ,়,া,া,ন,ো,$,V,HAB,2,POL,PST	দ,়,া,া,ত,ো
ঘ,া,ি,া,ন,ো,$,V,PRF,1,PRS	ঘ,া,ি,ি,য,়,ে,ছ,ি
ঘ,ব,ম,া,ন,ো,$,V,PRF,3,POL,PRS	ঘ,ব,ম,ি,য,়,ে,ছ,ে,ন
ঘ,ু,ন,ক,ন,ো,$,COPY	ঘ,ু,ন,ক,ন,ো
ঘ,ু,ন,ক,ন,ো,$,V,HAB,3,INFM,PST	ঘ,ু,ন,ক,ত,ে
খ,া,ি,া,ন,ো,$,COPY	খ,া,ি,া,ন,ো
