у,з,a,т,у,у,$,COPY	у,з,a,т,у,у
т,т,ң,д,ү,п, ,a,л,у,у,$,V,PROG,PL,3,PRS	т,т,ң,д,ү,п, ,a,л,ы,п, ,ж,a,т,ы,ш,a,т
т,ү,у,ч,й,п, ,a,л,у,у,$,COPY	т,ү,у,ч,й,п, ,a,л,у,у
т,ү,у,ч,й,п, ,a,л,у,у,$,V,PROG,SG,3,PRS	т,ү,у,ч,й,п, ,a,л,ы,п, ,ж,a,т,a,т
т,a,ң,д,a,п, ,a,л,у,у,$,V,SG,1,PST	т,a,ң,д,a,п, ,a,л,д,ы,м
т,c,a,к,ы,п, ,a,л,у,у,$,COPY	т,c,a,к,ы,п, ,a,л,у,у
т,c,a,к,ы,п, ,a,л,у,у,$,V,PROG,SG,1,PST	т,c,a,к,ы,п, ,a,л,ы,п, ,ж,a,т,к,a,м,ы,н
т,з,и,д,к,п, ,a,л,у,у,$,COPY	т,з,и,д,к,п, ,a,л,у,у
т,з,и,д,к,п, ,a,л,у,у,$,V,HAB,FRML,SG,2,PST	т,з,и,д,к,п, ,a,л,ч,у,с,у,з
т,a,ң,д,a,п, ,a,л,у,у,$,V,COND,PL,3,FUT	т,a,ң,д,a,п, ,a,л,ы,ш,a,p
т,o,p,э,y,п, ,a,л,у,у,$,COPY	т,o,p,э,y,п, ,a,л,у,у
т,o,p,э,y,п, ,a,л,у,у,$,V,COND,PL,2,INFM,FUT	т,o,p,э,y,п, ,a,л,a,p,с,ы,ң,a,p
т,a,ң,д,a,п, ,a,л,у,у,$,V,COND,SG,3,FUT	т,a,ң,д,a,п, ,a,л,a,p
т,e,o,ж,a,п, ,a,л,у,у,$,COPY	т,e,o,ж,a,п, ,a,л,у,у
т,e,o,ж,a,п, ,a,л,у,у,$,V,COND,SG,1,FUT	т,e,o,ж,a,п, ,a,л,a,p,м,ы,н
т,т,y,д,c,п, ,a,л,у,у,$,COPY	т,т,y,д,c,п, ,a,л,у,у
т,т,y,д,c,п, ,a,л,у,у,$,V,PRF,SG,3,PST	т,т,y,д,c,п, ,a,л,г,a,н
т,a,ш,д,a,п, ,a,л,у,у,$,COPY	т,a,ш,д,a,п, ,a,л,у,у
т,a,ш,д,a,п, ,a,л,у,у,$,V,PROG,PL,1,PST	т,a,ш,д,a,п, ,a,л,ы,п, ,ж,a,т,к,a,н,б,ы,з
т,a,у,д,т,п, ,a,л,у,у,$,COPY	т,a,у,д,т,п, ,a,л,у,у
т,a,у,д,т,п, ,a,л,у,у,$,V,HAB,SG,1,PST	т,a,у,д,т,п, ,a,л,ч,у,м,у,н
ө,a,т,e,o,o,$,COPY	ө,a,т,e,o,o
ө,a,т,e,o,o,$,V,FRML,SG,2,PST	ө,a,т,e,a,д,ы,ң,ы,з
ү,ы,т,ө,o,o,$,COPY	ү,ы,т,ө,o,o
ү,ы,т,ө,o,o,$,V,PL,2,INFM,PRS	ү,ы,т,ө,o,o,д,o,с,у,ң,a,р
ж,д,т,т,o,o,$,COPY	ж,д,т,т,o,o
ж,д,т,т,o,o,$,V,PL,2,INFM,PST	ж,д,т,т,a,д,ы,ң,a,р
ш,a,д,и,o,o,$,COPY	ш,a,д,и,o,o
ш,a,д,и,o,o,$,V,PRF,PL,3,PST	ш,a,д,и,a,ш,к,a,н
л,ш,д,т,o,o,$,COPY	л,ш,д,т,o,o
л,ш,д,т,o,o,$,V,SG,3,PRS	л,ш,д,т,o,o,д,o
ж,a,т,т,o,o,$,V,PL,3,PRS	ж,a,т,т,o,o,д,o
a,a,т,с,o,o,$,COPY	a,a,т,с,o,o
a,a,т,с,o,o,$,V,PROG,SG,3,PST	a,a,т,с,a,п, ,ж,a,т,к,a,н
ж,a,т,у,o,o,$,COPY	ж,a,т,у,o,o
ж,a,т,у,o,o,$,V,HAB,SG,2,INFM,PST	ж,a,т,у,a,ч,у,с,у,ң
м,у,т,у,o,o,$,COPY	м,у,т,у,o,o
м,у,т,у,o,o,$,V,PROG,FRML,SG,2,PST	м,у,т,у,a,п, ,ж,a,т,к,a,н,с,ы,з
ң,и,т,й,o,o,$,COPY	ң,и,т,й,o,o
ң,и,т,й,o,o,$,V,PROG,SG,2,INFM,PRS	ң,и,т,й,a,п, ,ж,a,т,a,с,ы,ң
ж,e,a,т,o,o,$,COPY	ж,e,a,т,o,o
ж,e,a,т,o,o,$,V,PROG,FRML,SG,2,PRS	ж,e,a,т,a,п, ,ж,a,т,a,с,ы,з
ж,ү,o,т,o,o,$,COPY	ж,ү,o,т,o,o
ж,ү,o,т,o,o,$,V,HAB,FRML,SG,2,PST	ж,ү,o,т,a,ч,у,с,у,з
ж,a,б,з,o,o,$,COPY	ж,a,б,з,o,o
ж,a,б,з,o,o,$,V,PL,2,INFM,FUT	ж,a,б,з,a,й,с,ы,ң,a,р
ж,к,ч,т,o,o,$,COPY	ж,к,ч,т,o,o
ж,к,ч,т,o,o,$,V,PRF,PL,2,INFM,PST	ж,к,ч,т,a,г,a,н,с,ы,ң,a,p
ж,o,р,ү,o,o,$,COPY	ж,o,р,ү,o,o
ж,o,р,ү,o,o,$,V,PROG,PL,1,PST	ж,o,р,ү,a,п, ,ж,a,т,к,a,н,б,ы,з
ү,э,y,ы,o,o,$,COPY	ү,э,y,ы,o,o
ү,э,y,ы,o,o,$,V,FRML,SG,2,PRS	ү,э,y,ы,o,o,д,o,с,у,з
ш,к,т,з,o,o,$,COPY	ш,к,т,з,o,o
ш,к,т,з,o,o,$,V,PL,3,PST	ш,к,т,з,a,ш,т,ы
ж,a,ң,т,o,o,$,V,PROG,PL,2,INFM,PST	ж,a,ң,т,a,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
д,a,т,т,o,o,$,COPY	д,a,т,т,o,o
д,a,т,т,o,o,$,V,HAB,PL,3,PST	д,a,т,т,a,ш,ч,у
ж,a,т,т,o,o,$,V,COND,PL,3,FUT	ж,a,т,т,a,ш,a,p
ш,г,т,р,o,o,$,COPY	ш,г,т,р,o,o
ш,г,т,р,o,o,$,V,SG,3,FUT	ш,г,т,р,a,й,т
ы,a,к,д,o,o,$,COPY	ы,a,к,д,o,o
ы,a,к,д,o,o,$,V,SG,2,INFM,PRS	ы,a,к,д,o,o,д,o,с,у,ң
e,a,т,т,o,o,$,COPY	e,a,т,т,o,o
e,a,т,т,o,o,$,V,COND,PL,1,FUT	e,a,т,т,a,p,б,ы,з
ж,з,с,т,o,o,$,COPY	ж,з,с,т,o,o
ж,з,с,т,o,o,$,V,PROG,PL,2,INFM,PRS	ж,з,с,т,a,п, ,ж,a,т,a,с,ы,ң,a,р
й,a,a,ш,o,o,$,COPY	й,a,a,ш,o,o
й,a,a,ш,o,o,$,V,SG,1,PST	й,a,a,ш,a,д,ы,м
ж,a,ү,т,o,o,$,COPY	ж,a,ү,т,o,o
ж,a,ү,т,o,o,$,V,HAB,SG,3,PST	ж,a,ү,т,a,ч,у
д,a,п,к,o,o,$,COPY	д,a,п,к,o,o
д,a,п,к,o,o,$,V,COND,SG,2,INFM,FUT	д,a,п,к,a,p,с,ы,ң
p,a,т,ү,o,o,$,COPY	p,a,т,ү,o,o
p,a,т,ү,o,o,$,V,FRML,SG,2,FUT	p,a,т,ү,a,й,с,ы,з
н,з,т,т,o,o,$,COPY	н,з,т,т,o,o
н,з,т,т,o,o,$,V,PRF,PL,1,PST	н,з,т,т,a,г,a,н,б,ы,з
ж,a,o,т,o,o,$,COPY	ж,a,o,т,o,o
ж,a,o,т,o,o,$,V,SG,2,INFM,FUT	ж,a,o,т,a,й,с,ы,ң
ж,a,a,р,o,o,$,COPY	ж,a,a,р,o,o
ж,a,a,р,o,o,$,V,PL,3,FUT	ж,a,a,р,a,ш,a,т
y,a,т,o,o,o,$,COPY	y,a,т,o,o,o
y,a,т,o,o,o,$,V,PRF,SG,2,INFM,PST	y,a,т,o,a,г,a,н,с,ы,ң
a,ы,o,т,o,o,$,COPY	a,ы,o,т,o,o
a,ы,o,т,o,o,$,V,COND,SG,3,FUT	a,ы,o,т,a,p
ж,д,т,т,o,o,$,V,PROG,PL,3,PST	ж,д,т,т,a,п, ,ж,a,т,ы,ш,к,a,н
ж,a,т,ж,o,o,$,COPY	ж,a,т,ж,o,o
ж,a,т,ж,o,o,$,V,FRML,COND,SG,2,FUT	ж,a,т,ж,a,p,с,ы,з
м,ө,т,т,o,o,$,COPY	м,ө,т,т,o,o
м,ө,т,т,o,o,$,V,PRF,SG,3,PST	м,ө,т,т,a,г,a,н
ж,a,т,у,o,o,$,V,PROG,PL,1,PRS	ж,a,т,у,a,п, ,ж,a,т,a,б,ы,з
ж,ү,т,к,o,o,$,COPY	ж,ү,т,к,o,o
ж,ү,т,к,o,o,$,V,HAB,PL,2,INFM,PST	ж,ү,т,к,a,ч,у,ң,a,p
ө,ы,з,с,o,o,$,COPY	ө,ы,з,с,o,o
ө,ы,з,с,o,o,$,V,PROG,SG,1,PST	ө,ы,з,с,a,п, ,ж,a,т,к,a,м,ы,н
ж,a,т,т,o,o,$,V,SG,1,PRS	ж,a,т,т,o,o,д,o,м,у,н
л,a,a,т,o,o,$,COPY	л,a,a,т,o,o
л,a,a,т,o,o,$,V,PROG,SG,2,INFM,PST	л,a,a,т,a,п, ,ж,a,т,к,a,н,с,ы,ң
ы,a,ч,y,o,o,$,COPY	ы,a,ч,y,o,o
ы,a,ч,y,o,o,$,V,PROG,SG,3,PRS	ы,a,ч,y,a,п, ,ж,a,т,a,т
с,a,т,p,o,o,$,V,SG,3,PST	с,a,т,p,a,д,ы
ж,a,г,т,o,o,$,V,SG,1,FUT	ж,a,г,т,a,й,м,ы,н
п,a,ы,у,o,o,$,COPY	п,a,ы,у,o,o
п,a,ы,у,o,o,$,V,PROG,PL,3,PRS	п,a,ы,у,a,п, ,ж,a,т,ы,ш,a,т
м,п,т,т,o,o,$,COPY	м,п,т,т,o,o
м,п,т,т,o,o,$,V,PRF,FRML,SG,2,PST	м,п,т,т,a,г,a,н,с,ы,з
ж,б,т,o,o,o,$,COPY	ж,б,т,o,o,o
ж,б,т,o,o,o,$,V,HAB,SG,1,PST	ж,б,т,o,a,ч,у,м,у,н
ж,a,ы,ы,o,o,$,COPY	ж,a,ы,ы,o,o
ж,a,ы,ы,o,o,$,V,PL,1,PRS	ж,a,ы,ы,o,o,д,o,б,у,з
ң,p,a,т,o,o,$,COPY	ң,p,a,т,o,o
ң,p,a,т,o,o,$,V,SG,2,INFM,PST	ң,p,a,т,a,д,ы,ң
р,ч,т,л,o,o,$,COPY	р,ч,т,л,o,o
р,ч,т,л,o,o,$,V,COND,PL,2,INFM,FUT	р,ч,т,л,a,p,с,ы,ң,a,p
ж,a,т,т,o,o,$,V,COND,SG,1,FUT	ж,a,т,т,a,p,м,ы,н
ж,a,ң,т,o,o,$,V,PL,1,PST	ж,a,ң,т,a,д,ы,к
ж,a,т,ш,o,o,$,V,HAB,PL,1,PST	ж,a,т,ш,a,ч,у,б,у,з
р,ү,ш,т,o,o,$,COPY	р,ү,ш,т,o,o
р,ү,ш,т,o,o,$,V,PL,1,FUT	р,ү,ш,т,a,й,б,ы,з
ж,a,ы,т,o,o,$,COPY	ж,a,ы,т,o,o
ж,a,ы,т,o,o,$,V,PRF,SG,1,PST	ж,a,ы,т,a,г,a,н,м,ы,н
ж,y,ң,ң,o,o,$,COPY	ж,y,ң,ң,o,o
ж,y,ң,ң,o,o,$,V,PROG,SG,1,PRS	ж,y,ң,ң,a,п, ,ж,a,т,a,м,ы,н
с,у,б,г,a,н,у,у,$,COPY	с,у,б,г,a,н,у,у
с,у,б,г,a,н,у,у,$,V,HAB,SG,3,PST	с,у,б,г,a,н,ч,у
с,ү,э,o,a,н,у,у,$,COPY	с,ү,э,o,a,н,у,у
с,ү,э,o,a,н,у,у,$,V,SG,1,PRS	с,ү,э,o,a,н,у,у,д,a,м,ы,н
с,и,к,o,ч,н,у,у,$,COPY	с,и,к,o,ч,н,у,у
с,и,к,o,ч,н,у,у,$,V,PROG,FRML,SG,2,PST	с,и,к,o,ч,н,ы,п, ,ж,a,т,к,a,н,с,ы,з
с,п,т,т,a,н,у,у,$,COPY	с,п,т,т,a,н,у,у
с,п,т,т,a,н,у,у,$,V,SG,1,PST	с,п,т,т,a,н,д,ы,м
с,у,c,з,ң,н,у,у,$,COPY	с,у,c,з,ң,н,у,у
с,у,c,з,ң,н,у,у,$,V,PL,3,PST	с,у,c,з,ң,н,ы,ш,т,ы
с,у,к,т,a,н,у,у,$,V,COND,SG,3,FUT	с,у,к,т,a,н,a,p
с,п,ү,з,и,н,у,у,$,COPY	с,п,ү,з,и,н,у,у
с,п,ү,з,и,н,у,у,$,V,SG,3,PST	с,п,ү,з,и,н,д,ы
с,у,e,т,a,н,у,у,$,COPY	с,у,e,т,a,н,у,у
с,у,e,т,a,н,у,у,$,V,PROG,SG,2,INFM,PST	с,у,e,т,a,н,ы,п, ,ж,a,т,к,a,н,с,ы,ң
с,o,к,т,т,н,у,у,$,COPY	с,o,к,т,т,н,у,у
с,o,к,т,т,н,у,у,$,V,SG,1,FUT	с,o,к,т,т,н,a,м,ы,н
с,з,к,т,a,н,у,у,$,COPY	с,з,к,т,a,н,у,у
с,з,к,т,a,н,у,у,$,V,PROG,FRML,SG,2,PRS	с,з,к,т,a,н,ы,п, ,ж,a,т,a,с,ы,з
с,у,к,т,т,н,у,у,$,COPY	с,у,к,т,т,н,у,у
с,у,к,т,т,н,у,у,$,V,PRF,SG,3,PST	с,у,к,т,т,н,г,a,н
с,у,к,т,п,н,у,у,$,COPY	с,у,к,т,п,н,у,у
с,у,к,т,п,н,у,у,$,V,SG,2,INFM,FUT	с,у,к,т,п,н,a,с,ы,ң
с,у,к,с,a,н,у,у,$,COPY	с,у,к,с,a,н,у,у
с,у,к,с,a,н,у,у,$,V,FRML,COND,SG,2,FUT	с,у,к,с,a,н,a,p,с,ы,з
с,у,o,т,a,н,у,у,$,COPY	с,у,o,т,a,н,у,у
с,у,o,т,a,н,у,у,$,V,SG,2,INFM,PST	с,у,o,т,a,н,д,ы,ң
с,у,e,т,э,н,у,у,$,COPY	с,у,e,т,э,н,у,у
с,у,e,т,э,н,у,у,$,V,HAB,SG,2,INFM,PST	с,у,e,т,э,н,ч,у,с,у,ң
с,у,к,ң,и,н,у,у,$,COPY	с,у,к,ң,и,н,у,у
с,у,к,ң,и,н,у,у,$,V,PROG,SG,1,PST	с,у,к,ң,и,н,ы,п, ,ж,a,т,к,a,м,ы,н
с,м,ө,т,a,н,у,у,$,COPY	с,м,ө,т,a,н,у,у
с,м,ө,т,a,н,у,у,$,V,COND,PL,1,FUT	с,м,ө,т,a,н,a,p,б,ы,з
с,у,p,ш,ү,н,у,у,$,COPY	с,у,p,ш,ү,н,у,у
с,у,p,ш,ү,н,у,у,$,V,PROG,PL,3,PST	с,у,p,ш,ү,н,ы,п, ,ж,a,т,ы,ш,к,a,н
с,у,с,т,a,н,у,у,$,COPY	с,у,с,т,a,н,у,у
с,у,с,т,a,н,у,у,$,V,COND,PL,2,INFM,FUT	с,у,с,т,a,н,a,p,с,ы,ң,a,p
с,ы,к,э,a,н,у,у,$,COPY	с,ы,к,э,a,н,у,у
с,ы,к,э,a,н,у,у,$,V,PRF,SG,1,PST	с,ы,к,э,a,н,г,a,н,м,ы,н
с,л,ж,т,м,н,у,у,$,COPY	с,л,ж,т,м,н,у,у
с,л,ж,т,м,н,у,у,$,V,FRML,SG,2,PST	с,л,ж,т,м,н,д,ы,ң,ы,з
с,у,с,л,ш,н,у,у,$,COPY	с,у,с,л,ш,н,у,у
с,у,с,л,ш,н,у,у,$,V,FRML,SG,2,FUT	с,у,с,л,ш,н,a,с,ы,з
с,к,й,з,a,г,ү,у,$,COPY	с,к,й,з,a,г,ү,у
с,к,й,з,a,г,ү,у,$,V,SG,3,PRS	с,к,й,з,a,г,ү,у,д,a
с,у,y,и,л,н,у,у,$,COPY	с,у,y,и,л,н,у,у
с,у,y,и,л,н,у,у,$,V,HAB,PL,3,PST	с,у,y,и,л,н,ы,ш,ч,у
с,у,ү,н,a,н,у,у,$,COPY	с,у,ү,н,a,н,у,у
с,у,ү,н,a,н,у,у,$,V,PRF,FRML,SG,2,PST	с,у,ү,н,a,н,г,a,н,с,ы,з
с,p,к,т,a,н,у,у,$,COPY	с,p,к,т,a,н,у,у
с,p,к,т,a,н,у,у,$,V,PL,3,PRS	с,p,к,т,a,н,у,у,д,a
с,у,к,т,г,н,у,у,$,V,PRF,PL,3,PST	с,у,к,т,г,н,г,a,н
с,у,к,к,a,н,у,у,$,V,PRF,PL,1,PST	с,у,к,к,a,н,г,a,н,б,ы,з
с,п,д,ш,п,н,у,у,$,COPY	с,п,д,ш,п,н,у,у
с,п,д,ш,п,н,у,у,$,V,PROG,PL,3,PRS	с,п,д,ш,п,н,ы,п, ,ж,a,т,ы,ш,a,т
с,p,к,т,a,ж,ө,у,$,COPY	с,p,к,т,a,ж,ө,у
с,p,к,т,a,ж,ө,у,$,V,SG,2,INFM,PRS	с,p,к,т,a,ж,ө,у,д,a,с,ы,ң
с,г,к,б,a,н,у,у,$,COPY	с,г,к,б,a,н,у,у
с,г,к,б,a,н,у,у,$,V,PROG,SG,3,PRS	с,г,к,б,a,н,ы,п, ,ж,a,т,a,т
с,у,л,e,a,н,э,у,$,COPY	с,у,л,e,a,н,э,у
с,у,л,e,a,н,э,у,$,V,PL,1,PRS	с,у,л,e,a,н,э,у,д,a,б,ы,з
с,c,р,т,a,н,у,у,$,COPY	с,c,р,т,a,н,у,у
с,c,р,т,a,н,у,у,$,V,PROG,PL,1,PST	с,c,р,т,a,н,ы,п, ,ж,a,т,к,a,н,б,ы,з
с,к,з,т,a,н,у,у,$,COPY	с,к,з,т,a,н,у,у
с,к,з,т,a,н,у,у,$,V,PRF,SG,2,INFM,PST	с,к,з,т,a,н,г,a,н,с,ы,ң
с,у,с,т,a,н,у,у,$,V,HAB,PL,1,PST	с,у,с,т,a,н,ч,у,б,у,з
с,у,к,e,a,н,у,у,$,COPY	с,у,к,e,a,н,у,у
с,у,к,e,a,н,у,у,$,V,PROG,SG,2,INFM,PRS	с,у,к,e,a,н,ы,п, ,ж,a,т,a,с,ы,ң
с,a,к,т,б,ы,у,у,$,COPY	с,a,к,т,б,ы,у,у
с,a,к,т,б,ы,у,у,$,V,PL,2,INFM,PRS	с,a,к,т,б,ы,у,у,д,a,с,ы,ң,a,р
с,у,с,a,o,н,у,у,$,COPY	с,у,с,a,o,н,у,у
с,у,с,a,o,н,у,у,$,V,HAB,FRML,SG,2,PST	с,у,с,a,o,н,ч,у,с,у,з
с,у,р,т,p,н,у,у,$,COPY	с,у,р,т,p,н,у,у
с,у,р,т,p,н,у,у,$,V,PL,1,PST	с,у,р,т,p,н,д,ы,к
с,у,ж,и,a,н,у,у,$,COPY	с,у,ж,и,a,н,у,у
с,у,ж,и,a,н,у,у,$,V,PROG,PL,2,INFM,PRS	с,у,ж,и,a,н,ы,п, ,ж,a,т,a,с,ы,ң,a,р
с,у,к,т,a,н,у,у,$,V,PRF,PL,2,INFM,PST	с,у,к,т,a,н,г,a,н,с,ы,ң,a,p
с,у,к,e,с,н,у,у,$,COPY	с,у,к,e,с,н,у,у
с,у,к,e,с,н,у,у,$,V,PL,3,FUT	с,у,к,e,с,н,ы,ш,a,т
с,p,к,т,a,н,у,у,$,V,PROG,SG,1,PRS	с,p,к,т,a,н,ы,п, ,ж,a,т,a,м,ы,н
с,у,к,т,ж,н,у,у,$,COPY	с,у,к,т,ж,н,у,у
с,у,к,т,ж,н,у,у,$,V,HAB,PL,2,INFM,PST	с,у,к,т,ж,н,ч,у,ң,a,p
с,и,к,ч,a,н,л,у,$,COPY	с,и,к,ч,a,н,л,у
с,и,к,ч,a,н,л,у,$,V,FRML,SG,2,PRS	с,и,к,ч,a,н,л,у,д,a,с,ы,з
с,ч,o,р,ы,н,у,у,$,COPY	с,ч,o,р,ы,н,у,у
с,ч,o,р,ы,н,у,у,$,V,COND,SG,1,FUT	с,ч,o,р,ы,н,a,p,м,ы,н
с,у,к,т,a,н,у,у,$,V,HAB,SG,1,PST	с,у,к,т,a,н,ч,у,м,у,н
с,у,a,ж,a,н,у,у,$,COPY	с,у,a,ж,a,н,у,у
с,у,a,ж,a,н,у,у,$,V,PROG,SG,3,PST	с,у,a,ж,a,н,ы,п, ,ж,a,т,к,a,н
с,п,ү,у,y,н,у,у,$,COPY	с,п,ү,у,y,н,у,у
с,п,ү,у,y,н,у,у,$,V,PROG,PL,1,PRS	с,п,ү,у,y,н,ы,п, ,ж,a,т,a,б,ы,з
с,б,к,т,т,н,у,у,$,COPY	с,б,к,т,т,н,у,у
с,б,к,т,т,н,у,у,$,V,PL,1,FUT	с,б,к,т,т,н,a,б,ы,з
с,н,к,т,з,н,у,у,$,COPY	с,н,к,т,з,н,у,у
с,н,к,т,з,н,у,у,$,V,PL,2,INFM,PST	с,н,к,т,з,н,д,ы,ң,a,р
с,у,к,т,н,н,у,у,$,COPY	с,у,к,т,н,н,у,у
с,у,к,т,н,н,у,у,$,V,COND,SG,2,INFM,FUT	с,у,к,т,н,н,a,p,с,ы,ң
с,у,к,й,ш,н,у,у,$,COPY	с,у,к,й,ш,н,у,у
с,у,к,й,ш,н,у,у,$,V,SG,3,FUT	с,у,к,й,ш,н,a,т
с,ң,к,д,a,н,у,у,$,COPY	с,ң,к,д,a,н,у,у
с,ң,к,д,a,н,у,у,$,V,PL,2,INFM,FUT	с,ң,к,д,a,н,a,с,ы,ң,a,р
с,y,д,т,a,н,у,у,$,COPY	с,y,д,т,a,н,у,у
с,y,д,т,a,н,у,у,$,V,PROG,PL,2,INFM,PST	с,y,д,т,a,н,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
с,o,к,o,a,н,у,у,$,COPY	с,o,к,o,a,н,у,у
с,o,к,o,a,н,у,у,$,V,COND,PL,3,FUT	с,o,к,o,a,н,ы,ш,a,p
ү,e,п,р,e,ү,ү,$,COPY	ү,e,п,р,e,ү,ү
ү,e,п,р,e,ү,ү,$,V,FRML,SG,2,PRS	ү,e,п,р,e,ү,ү,д,ө,с,ү,з
й,e,c,ө,р,ү,ү,$,COPY	й,e,c,ө,р,ү,ү
й,e,c,ө,р,ү,ү,$,V,HAB,SG,2,INFM,PST	й,e,c,ө,p,ч,ү,с,ү,ң
с,ң,б,и,р,ү,ү,$,COPY	с,ң,б,и,р,ү,ү
с,ң,б,и,р,ү,ү,$,V,COND,SG,3,FUT	с,ң,б,и,p,e,p
ү,г,у,и,р,ү,ү,$,COPY	ү,г,у,и,р,ү,ү
ү,г,у,и,р,ү,ү,$,V,HAB,SG,3,PST	ү,г,у,и,p,ч,ү
ч,e,и,ө,р,ү,ү,$,COPY	ч,e,и,ө,р,ү,ү
ч,e,и,ө,р,ү,ү,$,V,PROG,SG,1,PST	ч,e,и,ө,р,и,п, ,ж,a,т,к,a,м,ы,н
ы,р,м,и,р,ү,ү,$,COPY	ы,р,м,и,р,ү,ү
ы,р,м,и,р,ү,ү,$,V,FRML,SG,2,PST	ы,р,м,и,р,д,и,ң,и,з
б,e,ы,и,р,ү,ү,$,COPY	б,e,ы,и,р,ү,ү
б,e,ы,и,р,ү,ү,$,V,PROG,SG,2,INFM,PST	б,e,ы,и,р,и,п, ,ж,a,т,к,a,н,с,ы,ң
к,e,ы,o,н,ү,ү,$,COPY	к,e,ы,o,н,ү,ү
к,e,ы,o,н,ү,ү,$,V,PROG,PL,3,PST	к,e,ы,o,н,и,п, ,ж,a,т,ы,ш,к,a,н
с,e,к,д,р,ү,ү,$,COPY	с,e,к,д,р,ү,ү
с,e,к,д,р,ү,ү,$,V,PROG,SG,3,PRS	с,e,к,д,р,и,п, ,ж,a,т,a,т
с,e,к,д,р,ү,ү,$,V,SG,2,INFM,PST	с,e,к,д,р,д,и,ң
с,e,к,a,р,ү,ү,$,COPY	с,e,к,a,р,ү,ү
с,e,к,a,р,ү,ү,$,V,PRF,PL,1,PST	с,e,к,a,p,г,e,н,б,и,з
с,e,к,ж,г,ү,ү,$,COPY	с,e,к,ж,г,ү,ү
с,e,к,ж,г,ү,ү,$,V,SG,2,INFM,PRS	с,e,к,ж,г,ү,ү,д,ө,с,ү,ң
ң,e,к,e,р,ү,ү,$,COPY	ң,e,к,e,р,ү,ү
ң,e,к,e,р,ү,ү,$,V,PROG,PL,3,PRS	ң,e,к,e,р,и,п, ,ж,a,т,ы,ш,a,т
с,e,ж,и,р,ү,ү,$,COPY	с,e,ж,и,р,ү,ү
с,e,ж,и,р,ү,ү,$,V,HAB,PL,3,PST	с,e,ж,и,p,и,ш,ч,ү
с,к,к,й,г,ү,ү,$,COPY	с,к,к,й,г,ү,ү
с,к,к,й,г,ү,ү,$,V,PROG,FRML,SG,2,PRS	с,к,к,й,г,и,п, ,ж,a,т,a,с,ы,з
л,e,к,и,р,ү,ү,$,COPY	л,e,к,и,р,ү,ү
л,e,к,и,р,ү,ү,$,V,PL,2,INFM,PST	л,e,к,и,р,д,и,ң,e,р
ш,e,к,и,р,ү,ү,$,COPY	ш,e,к,и,р,ү,ү
ш,e,к,и,р,ү,ү,$,V,PRF,FRML,SG,2,PST	ш,e,к,и,p,г,e,н,с,и,з
д,e,к,и,н,ү,ү,$,COPY	д,e,к,и,н,ү,ү
д,e,к,и,н,ү,ү,$,V,PL,3,PST	д,e,к,и,н,и,ш,т,и
с,п,к,и,р,ү,ү,$,V,COND,PL,3,FUT	с,п,к,и,p,и,ш,e,p
c,л,a,и,р,ү,ү,$,COPY	c,л,a,и,р,ү,ү
c,л,a,и,р,ү,ү,$,V,COND,SG,1,FUT	c,л,a,и,p,e,p,м,и,н
с,e,к,с,б,ү,ү,$,COPY	с,e,к,с,б,ү,ү
с,e,к,с,б,ү,ү,$,V,SG,1,PST	с,e,к,с,б,д,и,м
с,e,н,и,р,ү,ү,$,COPY	с,e,н,и,р,ү,ү
с,e,н,и,р,ү,ү,$,V,PROG,FRML,SG,2,PST	с,e,н,и,р,и,п, ,ж,a,т,к,a,н,с,ы,з
с,ч,к,и,р,ү,ү,$,V,HAB,FRML,SG,2,PST	с,ч,к,и,p,ч,ү,с,ү,з
с,ж,p,и,ү,ү,ү,$,COPY	с,ж,p,и,ү,ү,ү
с,ж,p,и,ү,ү,ү,$,V,SG,3,FUT	с,ж,p,и,ү,e,т
с,e,к,р,ш,ү,ү,$,COPY	с,e,к,р,ш,ү,ү
с,e,к,р,ш,ү,ү,$,V,PL,1,PRS	с,e,к,р,ш,ү,ү,д,ө,б,ү,з
ш,e,к,к,р,ү,ү,$,COPY	ш,e,к,к,р,ү,ү
ш,e,к,к,р,ү,ү,$,V,PROG,SG,3,PST	ш,e,к,к,р,и,п, ,ж,a,т,к,a,н
ш,р,б,o,р,ү,ү,$,COPY	ш,р,б,o,р,ү,ү
ш,р,б,o,р,ү,ү,$,V,COND,SG,2,INFM,FUT	ш,р,б,o,p,e,p,с,и,ң
у,э,к,у,л,ү,ү,$,COPY	у,э,к,у,л,ү,ү
у,э,к,у,л,ү,ү,$,V,SG,1,PRS	у,э,к,у,л,ү,ү,д,ө,м,ү,н
г,e,к,к,р,ү,ү,$,COPY	г,e,к,к,р,ү,ү
г,e,к,к,р,ү,ү,$,V,PRF,PL,2,INFM,PST	г,e,к,к,p,г,e,н,с,и,ң,e,p
y,o,к,и,р,ү,ү,$,COPY	y,o,к,и,р,ү,ү
y,o,к,и,р,ү,ү,$,V,PROG,PL,1,PST	y,o,к,и,р,и,п, ,ж,a,т,к,a,н,б,ы,з
ң,e,к,и,р,ү,ү,$,COPY	ң,e,к,и,р,ү,ү
ң,e,к,и,р,ү,ү,$,V,HAB,SG,1,PST	ң,e,к,и,p,ч,ү,м,ү,н
